price,date,split_ratio,tri,shares_owned,dividend_value,
1.26,1988-07-22,1,299.74,238.37,,
1.26,1988-07-25,1,301.51,238.37,,
1.26,1988-07-26,1,301.51,238.37,,
1.26,1988-07-27,1,301.51,238.37,,
1.26,1988-07-28,1,300.66,238.37,,
1.31,1988-07-29,1,313,238.37,,
1.33,1988-08-01,1,317.38,238.37,,
1.32,1988-08-02,1,314.77,238.37,,
1.32,1988-08-03,1,315.61,238.37,,
1.32,1988-08-04,1,314.77,238.37,,
1.31,1988-08-05,1,312.09,238.37,,
1.3,1988-08-08,1,310.32,238.37,,
1.29,1988-08-09,1,306.8,238.37,,
1.24,1988-08-10,1,295.37,238.37,,
1.28,1988-08-11,1,305.03,238.37,,
1.26,1988-08-12,1,299.74,238.37,,
1.22,1988-08-15,1,292.18,238.93,0.0029,
1.26,1988-08-16,1,301.04,238.93,,
1.25,1988-08-17,1,297.5,238.93,,
1.26,1988-08-18,1,301.04,238.93,,
1.21,1988-08-19,1,288.64,238.93,,
1.18,1988-08-22,1,281.56,238.93,,
1.17,1988-08-23,1,279.79,238.93,,
1.21,1988-08-24,1,288.64,238.93,,
1.19,1988-08-25,1,284.25,238.93,,
1.19,1988-08-26,1,285.1,238.93,,
1.21,1988-08-29,1,289.56,238.93,,
1.21,1988-08-30,1,289.56,238.93,,
1.18,1988-08-31,1,282.48,238.93,,
1.15,1988-09-01,1,275.4,238.93,,
1.18,1988-09-02,1,281.56,238.93,,
1.15,1988-09-06,1,275.4,238.93,,
1.13,1988-09-07,1,270.93,238.93,,
1.15,1988-09-08,1,274.47,238.93,,
1.2,1988-09-09,1,286.87,238.93,,
1.22,1988-09-12,1,290.41,238.93,,
1.22,1988-09-13,1,290.41,238.93,,
1.25,1988-09-14,1,297.5,238.93,,
1.23,1988-09-15,1,294.87,238.93,,
1.25,1988-09-16,1,299.27,238.93,,
1.24,1988-09-19,1,295.72,238.93,,
1.23,1988-09-20,1,293.95,238.93,,
1.27,1988-09-21,1,302.81,238.93,,
1.3,1988-09-22,1,311.66,238.93,,
1.3,1988-09-23,1,309.89,238.93,,
1.27,1988-09-26,1,302.81,238.93,,
1.29,1988-09-27,1,307.27,238.93,,
1.29,1988-09-28,1,308.12,238.93,,
1.3,1988-09-29,1,311.66,238.93,,
1.28,1988-09-30,1,306.35,238.93,,
1.26,1988-10-03,1,301.04,238.93,,
1.23,1988-10-04,1,293.95,238.93,,
1.21,1988-10-05,1,289.56,238.93,,
1.18,1988-10-06,1,281.56,238.93,,
1.18,1988-10-07,1,281.56,238.93,,
1.14,1988-10-10,1,272.7,238.93,,
1.16,1988-10-11,1,276.25,238.93,,
1.15,1988-10-12,1,274.47,238.93,,
1.16,1988-10-13,1,276.25,238.93,,
1.15,1988-10-14,1,274.47,238.93,,
1.14,1988-10-17,1,272.7,238.93,,
1.17,1988-10-18,1,278.94,238.93,,
1.19,1988-10-19,1,283.33,238.93,,
1.23,1988-10-20,1,293.95,238.93,,
1.22,1988-10-21,1,290.41,238.93,,
1.19,1988-10-24,1,283.33,238.93,,
1.18,1988-10-25,1,282.48,238.93,,
1.16,1988-10-26,1,278.02,238.93,,
1.16,1988-10-27,1,276.25,238.93,,
1.14,1988-10-28,1,272.7,238.93,,
1.15,1988-10-31,1,273.62,238.93,,
1.13,1988-11-01,1,269.16,238.93,,
1.1,1988-11-02,1,263.85,238.93,,
1.1,1988-11-03,1,263,238.93,,
1.12,1988-11-04,1,267.39,238.93,,
1.11,1988-11-07,1,265.62,238.93,,
1.14,1988-11-08,1,272.7,238.93,,
1.16,1988-11-09,1,278.02,238.93,,
1.17,1988-11-10,1,279.79,238.93,,
1.14,1988-11-11,1,272.7,238.93,,
1.15,1988-11-14,1,275.4,238.93,,
1.16,1988-11-15,1,276.25,238.93,,
1.13,1988-11-16,1,269.16,238.93,,
1.13,1988-11-17,1,270.93,238.93,,
1.13,1988-11-18,1,269.16,238.93,,
1.09,1988-11-21,1,261.03,239.72,0.0036,
1.07,1988-11-22,1,257.46,239.72,,
1.1,1988-11-23,1,262.81,239.72,,
1.08,1988-11-25,1,260.1,239.72,,
1.08,1988-11-28,1,260.1,239.72,,
1.09,1988-11-29,1,261.88,239.72,,
1.12,1988-11-30,1,268.15,239.72,,
1.15,1988-12-01,1,276.13,239.72,,
1.17,1988-12-02,1,279.7,239.72,,
1.17,1988-12-05,1,281.48,239.72,,
1.17,1988-12-06,1,281.48,239.72,,
1.17,1988-12-07,1,280.62,239.72,,
1.16,1988-12-08,1,278.84,239.72,,
1.16,1988-12-09,1,278.84,239.72,,
1.14,1988-12-12,1,274.35,239.72,,
1.15,1988-12-13,1,276.13,239.72,,
1.18,1988-12-14,1,283.26,239.72,,
1.17,1988-12-15,1,281.48,239.72,,
1.19,1988-12-16,1,285.97,239.72,,
1.21,1988-12-19,1,290.39,239.72,,
1.22,1988-12-20,1,292.17,239.72,,
1.24,1988-12-21,1,297.51,239.72,,
1.22,1988-12-22,1,292.17,239.72,,
1.22,1988-12-23,1,293.09,239.72,,
1.2,1988-12-27,1,288.6,239.72,,
1.2,1988-12-28,1,286.82,239.72,,
1.2,1988-12-29,1,288.6,239.72,,
1.2,1988-12-30,1,286.82,239.72,,
1.2,1989-01-03,1,287.75,239.72,,
1.25,1989-01-04,1,299.29,239.72,,
1.26,1989-01-05,1,301.08,239.72,,
1.27,1989-01-06,1,303.78,239.72,,
1.28,1989-01-09,1,306.42,239.72,,
1.27,1989-01-10,1,303.78,239.72,,
1.25,1989-01-11,1,300.22,239.72,,
1.27,1989-01-12,1,304.64,239.72,,
1.29,1989-01-13,1,308.2,239.72,,
1.3,1989-01-16,1,311.76,239.72,,
1.2,1989-01-17,1,287.75,239.72,,
1.18,1989-01-18,1,283.26,239.72,,
1.2,1989-01-19,1,288.6,239.72,,
1.22,1989-01-20,1,292.17,239.72,,
1.22,1989-01-23,1,292.17,239.72,,
1.24,1989-01-24,1,296.66,239.72,,
1.23,1989-01-25,1,295.73,239.72,,
1.24,1989-01-26,1,297.51,239.72,,
1.12,1989-01-27,1,268.15,239.72,,
1.11,1989-01-30,1,266.37,239.72,,
1.12,1989-01-31,1,269.01,239.72,,
1.17,1989-02-01,1,279.7,239.72,,
1.18,1989-02-02,1,283.26,239.72,,
1.17,1989-02-03,1,279.7,239.72,,
1.14,1989-02-06,1,274.35,239.72,,
1.16,1989-02-07,1,277.92,239.72,,
1.14,1989-02-08,1,272.57,239.72,,
1.14,1989-02-09,1,272.57,239.72,,
1.11,1989-02-10,1,265.45,239.72,,
1.1,1989-02-13,1,263.66,239.72,,
1.06,1989-02-14,1,254.76,239.72,,
1.08,1989-02-15,1,258.32,239.72,,
1.08,1989-02-16,1,259.25,239.72,,
1.1,1989-02-17,1,263.46,240.51,0.0036,
1.12,1989-02-21,1,268.83,240.51,,
1.1,1989-02-22,1,263.46,240.51,,
1.1,1989-02-23,1,263.46,240.51,,
1.07,1989-02-24,1,258.08,240.51,,
1.09,1989-02-27,1,261.67,240.51,,
1.08,1989-02-28,1,259.87,240.51,,
1.07,1989-03-01,1,258.08,240.51,,
1.04,1989-03-02,1,250.91,240.51,,
1.04,1989-03-03,1,249.12,240.51,,
1.06,1989-03-06,1,254.5,240.51,,
1.07,1989-03-07,1,256.29,240.51,,
1.05,1989-03-08,1,252.7,240.51,,
1.03,1989-03-09,1,247.33,240.51,,
1.04,1989-03-10,1,250.91,240.51,,
1.04,1989-03-13,1,250.91,240.51,,
1.05,1989-03-14,1,252.7,240.51,,
1.04,1989-03-15,1,250.91,240.51,,
1.05,1989-03-16,1,252.7,240.51,,
1.04,1989-03-17,1,250.05,240.51,,
1.04,1989-03-20,1,250.05,240.51,,
1.04,1989-03-21,1,250.05,240.51,,
1.01,1989-03-22,1,242.88,240.51,,
1.02,1989-03-23,1,246.47,240.51,,
1.01,1989-03-27,1,241.95,240.51,,
1.01,1989-03-28,1,243.74,240.51,,
1.02,1989-03-29,1,245.54,240.51,,
1.04,1989-03-30,1,249.12,240.51,,
1.06,1989-03-31,1,255.43,240.51,,
1.04,1989-04-03,1,250.91,240.51,,
1.03,1989-04-04,1,247.33,240.51,,
1.04,1989-04-05,1,250.91,240.51,,
1.07,1989-04-06,1,258.08,240.51,,
1.11,1989-04-07,1,267.97,240.51,,
1.1,1989-04-10,1,265.25,240.51,,
1.13,1989-04-11,1,270.63,240.51,,
1.15,1989-04-12,1,276,240.51,,
1.15,1989-04-13,1,276,240.51,,
1.16,1989-04-14,1,277.8,240.51,,
1.17,1989-04-17,1,281.38,240.51,,
1.2,1989-04-18,1,287.69,240.51,,
1.22,1989-04-19,1,293.07,240.51,,
1.21,1989-04-20,1,292.13,240.51,,
1.2,1989-04-21,1,287.69,240.51,,
1.2,1989-04-24,1,287.69,240.51,,
1.19,1989-04-25,1,286.76,240.51,,
1.18,1989-04-26,1,284.96,240.51,,
1.17,1989-04-27,1,282.31,240.51,,
1.16,1989-04-28,1,279.59,240.51,,
1.16,1989-05-01,1,279.59,240.51,,
1.19,1989-05-02,1,285.9,240.51,,
1.2,1989-05-03,1,288.55,240.51,,
1.22,1989-05-04,1,293.93,240.51,,
1.24,1989-05-05,1,297.51,240.51,,
1.26,1989-05-08,1,302.89,240.51,,
1.27,1989-05-09,1,304.68,240.51,,
1.29,1989-05-10,1,310.06,240.51,,
1.31,1989-05-11,1,314.57,240.51,,
1.34,1989-05-12,1,322.6,240.51,,
1.37,1989-05-15,1,329.77,240.51,,
1.35,1989-05-16,1,325.33,240.51,,
1.35,1989-05-17,1,324.39,240.51,,
1.33,1989-05-18,1,320.81,240.51,,
1.36,1989-05-19,1,327.98,240.51,,
1.37,1989-05-22,1,331.35,241.14,0.0036,
1.36,1989-05-23,1,327.75,241.14,,
1.43,1989-05-24,1,343.96,241.14,,
1.44,1989-05-25,1,347.56,241.14,,
1.45,1989-05-26,1,349.36,241.14,,
1.42,1989-05-30,1,342.16,241.14,,
1.43,1989-05-31,1,343.96,241.14,,
1.46,1989-06-01,1,351.16,241.14,,
1.46,1989-06-02,1,352.96,241.14,,
1.4,1989-06-05,1,338.56,241.14,,
1.4,1989-06-06,1,336.76,241.14,,
1.44,1989-06-07,1,347.56,241.14,,
1.42,1989-06-08,1,343.09,241.14,,
1.4,1989-06-09,1,338.56,241.14,,
1.42,1989-06-12,1,342.16,241.14,,
1.45,1989-06-13,1,349.36,241.14,,
1.48,1989-06-14,1,357.5,241.14,,
1.42,1989-06-15,1,342.16,241.14,,
1.33,1989-06-16,1,320.55,241.14,,
1.31,1989-06-19,1,316.95,241.14,,
1.28,1989-06-20,1,309.74,241.14,,
1.27,1989-06-21,1,306.14,241.14,,
1.29,1989-06-22,1,311.54,241.14,,
1.31,1989-06-23,1,316.08,241.14,,
1.3,1989-06-26,1,313.34,241.14,,
1.27,1989-06-27,1,307.08,241.14,,
1.25,1989-06-28,1,300.74,241.14,,
1.21,1989-06-29,1,292.67,241.14,,
1.23,1989-06-30,1,297.14,241.14,,
1.22,1989-07-03,1,293.54,241.14,,
1.21,1989-07-05,1,291.73,241.14,,
1.23,1989-07-06,1,297.14,241.14,,
1.23,1989-07-07,1,297.14,241.14,,
1.21,1989-07-10,1,291.73,241.14,,
1.19,1989-07-11,1,286.33,241.14,,
1.19,1989-07-12,1,288.13,241.14,,
1.21,1989-07-13,1,292.67,241.14,,
1.22,1989-07-14,1,293.54,241.14,,
1.22,1989-07-17,1,293.54,241.14,,
1.17,1989-07-18,1,282.73,241.14,,
1.21,1989-07-19,1,291.73,241.14,,
1.19,1989-07-20,1,288.13,241.14,,
1.19,1989-07-21,1,288.13,241.14,,
1.17,1989-07-24,1,282.73,241.14,,
1.16,1989-07-25,1,279.13,241.14,,
1.14,1989-07-26,1,275.53,241.14,,
1.17,1989-07-27,1,282.73,241.14,,
1.18,1989-07-28,1,283.67,241.14,,
1.19,1989-07-31,1,286.33,241.14,,
1.19,1989-08-01,1,287.27,241.14,,
1.21,1989-08-02,1,291.73,241.14,,
1.23,1989-08-03,1,297.14,241.14,,
1.28,1989-08-04,1,307.94,241.14,,
1.31,1989-08-07,1,315.15,241.14,,
1.32,1989-08-08,1,317.88,241.14,,
1.31,1989-08-09,1,316.95,241.14,,
1.29,1989-08-10,1,311.54,241.14,,
1.25,1989-08-11,1,301.68,241.14,,
1.22,1989-08-14,1,293.54,241.14,,
1.24,1989-08-15,1,298.07,241.14,,
1.21,1989-08-16,1,290.87,241.14,,
1.22,1989-08-17,1,295.34,241.14,,
1.26,1989-08-18,1,304.34,241.14,,
1.27,1989-08-21,1,305.93,241.83,0.0036,
1.28,1989-08-22,1,310.49,241.83,,
1.31,1989-08-23,1,316.79,241.83,,
1.32,1989-08-24,1,319.54,241.83,,
1.34,1989-08-25,1,324.03,241.83,,
1.34,1989-08-28,1,324.03,241.83,,
1.32,1989-08-29,1,319.54,241.83,,
1.33,1989-08-30,1,322.22,241.83,,
1.33,1989-08-31,1,322.22,241.83,,
1.34,1989-09-01,1,323.16,241.83,,
1.34,1989-09-05,1,324.03,241.83,,
1.34,1989-09-06,1,324.03,241.83,,
1.34,1989-09-07,1,324.03,241.83,,
1.35,1989-09-08,1,325.84,241.83,,
1.37,1989-09-11,1,331.27,241.83,,
1.38,1989-09-12,1,333.08,241.83,,
1.35,1989-09-13,1,325.84,241.83,,
1.34,1989-09-14,1,324.03,241.83,,
1.35,1989-09-15,1,325.84,241.83,,
1.32,1989-09-18,1,318.6,241.83,,
1.3,1989-09-19,1,313.17,241.83,,
1.34,1989-09-20,1,323.16,241.83,,
1.34,1989-09-21,1,324.03,241.83,,
1.34,1989-09-22,1,324.97,241.83,,
1.35,1989-09-25,1,327.65,241.83,,
1.35,1989-09-26,1,327.65,241.83,,
1.34,1989-09-27,1,324.03,241.83,,
1.36,1989-09-28,1,329.46,241.83,,
1.33,1989-09-29,1,322.22,241.83,,
1.33,1989-10-02,1,321.35,241.83,,
1.31,1989-10-03,1,315.92,241.83,,
1.32,1989-10-04,1,320.41,241.83,,
1.36,1989-10-05,1,329.46,241.83,,
1.44,1989-10-06,1,348.51,241.83,,
1.48,1989-10-09,1,358.43,241.83,,
1.48,1989-10-10,1,358.43,241.83,,
1.46,1989-10-11,1,353.94,241.83,,
1.46,1989-10-12,1,352.99,241.83,,
1.37,1989-10-13,1,331.27,241.83,,
1.4,1989-10-16,1,338.51,241.83,,
1.41,1989-10-17,1,342.13,241.83,,
1.44,1989-10-18,1,349.37,241.83,,
1.46,1989-10-19,1,352.99,241.83,,
1.44,1989-10-20,1,347.56,241.83,,
1.4,1989-10-23,1,338.51,241.83,,
1.43,1989-10-24,1,344.88,241.83,,
1.39,1989-10-25,1,336.7,241.83,,
1.35,1989-10-26,1,327.65,241.83,,
1.35,1989-10-27,1,327.65,241.83,,
1.37,1989-10-30,1,331.27,241.83,,
1.39,1989-10-31,1,336.7,241.83,,
1.38,1989-11-01,1,334.02,241.83,,
1.32,1989-11-02,1,318.6,241.83,,
1.3,1989-11-03,1,313.17,241.83,,
1.3,1989-11-06,1,313.17,241.83,,
1.32,1989-11-07,1,318.6,241.83,,
1.35,1989-11-08,1,325.84,241.83,,
1.38,1989-11-09,1,333.08,241.83,,
1.4,1989-11-10,1,338.51,241.83,,
1.39,1989-11-13,1,336.7,241.83,,
1.34,1989-11-14,1,324.03,241.83,,
1.32,1989-11-15,1,320.41,241.83,,
1.34,1989-11-16,1,324.03,241.83,,
1.34,1989-11-17,1,325.77,242.53,0.0039,
1.36,1989-11-20,1,329.41,242.53,,
1.36,1989-11-21,1,329.41,242.53,,
1.34,1989-11-22,1,325.77,242.53,,
1.34,1989-11-24,1,325.77,242.53,,
1.32,1989-11-27,1,320.31,242.53,,
1.32,1989-11-28,1,321.26,242.53,,
1.32,1989-11-29,1,320.31,242.53,,
1.33,1989-11-30,1,322.13,242.53,,
1.32,1989-12-01,1,320.31,242.53,,
1.36,1989-12-04,1,329.41,242.53,,
1.35,1989-12-05,1,327.59,242.53,,
1.28,1989-12-06,1,311.21,242.53,,
1.28,1989-12-07,1,311.21,242.53,,
1.25,1989-12-08,1,303.93,242.53,,
1.18,1989-12-11,1,285.73,242.53,,
1.08,1989-12-12,1,262.07,242.53,,
1.08,1989-12-13,1,262.07,242.53,,
1.05,1989-12-14,1,253.92,242.53,,
1.01,1989-12-15,1,245.69,242.53,,
1.04,1989-12-18,1,252.97,242.53,,
1.05,1989-12-19,1,254.79,242.53,,
1.07,1989-12-20,1,260.25,242.53,,
1.09,1989-12-21,1,263.89,242.53,,
1.1,1989-12-22,1,265.71,242.53,,
1.07,1989-12-26,1,258.43,242.53,,
1.05,1989-12-27,1,255.74,242.53,,
1.04,1989-12-28,1,252.1,242.53,,
1.06,1989-12-29,1,256.61,242.53,,
1.12,1990-01-02,1,271.17,242.53,,
1.13,1990-01-03,1,272.99,242.53,,
1.13,1990-01-04,1,273.94,242.53,,
1.13,1990-01-05,1,274.81,242.53,,
1.14,1990-01-08,1,276.63,242.53,,
1.13,1990-01-09,1,273.94,242.53,,
1.08,1990-01-10,1,262.07,242.53,,
1.04,1990-01-11,1,251.15,242.53,,
1.04,1990-01-12,1,251.15,242.53,,
1.03,1990-01-15,1,249.33,242.53,,
1.05,1990-01-16,1,253.92,242.53,,
1,1990-01-17,1,242.05,242.53,,
0.97,1990-01-18,1,235.72,242.53,,
1.03,1990-01-19,1,249.33,242.53,,
1,1990-01-22,1,242.05,242.53,,
1.01,1990-01-23,1,245.69,242.53,,
1.02,1990-01-24,1,247.51,242.53,,
1.02,1990-01-25,1,248.46,242.53,,
0.98,1990-01-26,1,238.41,242.53,,
1,1990-01-29,1,242.05,242.53,,
1.02,1990-01-30,1,247.51,242.53,,
1.02,1990-01-31,1,247.51,242.53,,
1.01,1990-02-01,1,244.82,242.53,,
1.03,1990-02-02,1,249.33,242.53,,
1.05,1990-02-05,1,254.79,242.53,,
1.04,1990-02-06,1,252.97,242.53,,
1,1990-02-07,1,242.05,242.53,,
0.99,1990-02-08,1,240.23,242.53,,
1.03,1990-02-09,1,249.33,242.53,,
1.02,1990-02-12,1,247.51,242.53,,
1.04,1990-02-13,1,251.15,242.53,,
1.03,1990-02-14,1,249.33,242.53,,
1.03,1990-02-15,1,249.33,242.53,,
1.02,1990-02-16,1,247.44,243.46,0.0039,
1.01,1990-02-20,1,245.61,243.46,,
1.02,1990-02-21,1,249.27,243.46,,
0.99,1990-02-22,1,241.94,243.46,,
1,1990-02-23,1,243.77,243.46,,
1.02,1990-02-26,1,249.27,243.46,,
1.01,1990-02-27,1,245.61,243.46,,
1.02,1990-02-28,1,249.27,243.46,,
1.03,1990-03-01,1,251.11,243.46,,
1.02,1990-03-02,1,247.44,243.46,,
1.04,1990-03-05,1,252.94,243.46,,
1.06,1990-03-06,1,258.44,243.46,,
1.07,1990-03-07,1,259.39,243.46,,
1.11,1990-03-08,1,269.43,243.46,,
1.11,1990-03-09,1,270.39,243.46,,
1.1,1990-03-12,1,268.55,243.46,,
1.11,1990-03-13,1,270.39,243.46,,
1.11,1990-03-14,1,271.27,243.46,,
1.11,1990-03-15,1,269.43,243.46,,
1.21,1990-03-16,1,295.09,243.46,,
1.28,1990-03-19,1,310.71,243.46,,
1.25,1990-03-20,1,303.38,243.46,,
1.25,1990-03-21,1,305.21,243.46,,
1.23,1990-03-22,1,298.76,243.46,,
1.27,1990-03-23,1,309.76,243.46,,
1.27,1990-03-26,1,309.76,243.46,,
1.26,1990-03-27,1,307.92,243.46,,
1.24,1990-03-28,1,302.43,243.46,,
1.24,1990-03-29,1,301.55,243.46,,
1.21,1990-03-30,1,295.09,243.46,,
1.21,1990-04-02,1,295.09,243.46,,
1.26,1990-04-03,1,306.09,243.46,,
1.24,1990-04-04,1,302.43,243.46,,
1.21,1990-04-05,1,295.09,243.46,,
1.2,1990-04-06,1,292.38,243.46,,
1.24,1990-04-09,1,301.55,243.46,,
1.24,1990-04-10,1,302.43,243.46,,
1.28,1990-04-11,1,311.59,243.46,,
1.3,1990-04-12,1,317.09,243.46,,
1.32,1990-04-16,1,320.76,243.46,,
1.3,1990-04-17,1,317.09,243.46,,
1.3,1990-04-18,1,317.09,243.46,,
1.21,1990-04-19,1,295.09,243.46,,
1.21,1990-04-20,1,295.09,243.46,,
1.2,1990-04-23,1,291.43,243.46,,
1.17,1990-04-24,1,284.1,243.46,,
1.17,1990-04-25,1,284.1,243.46,,
1.17,1990-04-26,1,285.05,243.46,,
1.18,1990-04-27,1,286.88,243.46,,
1.19,1990-04-30,1,288.72,243.46,,
1.19,1990-05-01,1,290.55,243.46,,
1.2,1990-05-02,1,291.43,243.46,,
1.2,1990-05-03,1,293.26,243.46,,
1.2,1990-05-04,1,293.26,243.46,,
1.25,1990-05-07,1,304.26,243.46,,
1.26,1990-05-08,1,306.09,243.46,,
1.26,1990-05-09,1,307.05,243.46,,
1.25,1990-05-10,1,303.38,243.46,,
1.28,1990-05-11,1,312.54,243.46,,
1.26,1990-05-14,1,306.09,243.46,,
1.26,1990-05-15,1,306.09,243.46,,
1.25,1990-05-16,1,305.21,243.46,,
1.25,1990-05-17,1,304.26,243.46,,
1.2,1990-05-18,1,291.43,243.46,,
1.19,1990-05-21,1,291.35,244.26,0.0039,
1.25,1990-05-22,1,305.22,244.26,,
1.27,1990-05-23,1,309.79,244.26,,
1.27,1990-05-24,1,309.79,244.26,,
1.21,1990-05-25,1,295.04,244.26,,
1.24,1990-05-29,1,302.42,244.26,,
1.25,1990-05-30,1,305.22,244.26,,
1.25,1990-05-31,1,304.26,244.26,,
1.23,1990-06-01,1,300.57,244.26,,
1.23,1990-06-04,1,300.57,244.26,,
1.19,1990-06-05,1,291.35,244.26,,
1.19,1990-06-06,1,291.35,244.26,,
1.18,1990-06-07,1,287.66,244.26,,
1.16,1990-06-08,1,282.13,244.26,,
1.18,1990-06-11,1,287.66,244.26,,
1.22,1990-06-12,1,298.73,244.26,,
1.2,1990-06-13,1,293.2,244.26,,
1.2,1990-06-14,1,293.2,244.26,,
1.19,1990-06-15,1,291.35,244.26,,
1.19,1990-06-18,1,289.51,244.26,,
1.2,1990-06-19,1,292.31,244.26,,
1.21,1990-06-20,1,295.04,244.26,,
1.26,1990-06-21,1,308.91,244.26,,
1.25,1990-06-22,1,306.1,244.26,,
1.25,1990-06-25,1,304.26,244.26,,
1.23,1990-06-26,1,299.69,244.26,,
1.25,1990-06-27,1,306.1,244.26,,
1.3,1990-06-28,1,317.17,244.26,,
1.35,1990-06-29,1,330.08,244.26,,
1.33,1990-07-02,1,324.54,244.26,,
1.33,1990-07-03,1,324.54,244.26,,
1.31,1990-07-05,1,320.86,244.26,,
1.35,1990-07-06,1,330.08,244.26,,
1.41,1990-07-09,1,343.94,244.26,,
1.42,1990-07-10,1,346.67,244.26,,
1.42,1990-07-11,1,346.67,244.26,,
1.43,1990-07-12,1,349.47,244.26,,
1.41,1990-07-13,1,344.83,244.26,,
1.38,1990-07-16,1,336.57,244.26,,
1.34,1990-07-17,1,326.39,244.26,,
1.35,1990-07-18,1,329.19,244.26,,
1.26,1990-07-19,1,307.95,244.26,,
1.24,1990-07-20,1,302.42,244.26,,
1.25,1990-07-23,1,306.1,244.26,,
1.27,1990-07-24,1,310.75,244.26,,
1.28,1990-07-25,1,311.64,244.26,,
1.25,1990-07-26,1,305.22,244.26,,
1.25,1990-07-27,1,305.22,244.26,,
1.28,1990-07-30,1,312.59,244.26,,
1.27,1990-07-31,1,309.79,244.26,,
1.28,1990-08-01,1,312.59,244.26,,
1.31,1990-08-02,1,320.86,244.26,,
1.25,1990-08-03,1,304.26,244.26,,
1.19,1990-08-06,1,291.35,244.26,,
1.19,1990-08-07,1,291.35,244.26,,
1.21,1990-08-08,1,296,244.26,,
1.19,1990-08-09,1,291.35,244.26,,
1.17,1990-08-10,1,285.82,244.26,,
1.2,1990-08-13,1,294.15,244.26,,
1.2,1990-08-14,1,293.2,244.26,,
1.19,1990-08-15,1,289.51,244.26,,
1.16,1990-08-16,1,283.98,244.26,,
1.1,1990-08-17,1,269.22,244.26,,
1.11,1990-08-20,1,272.83,245.11,0.0039,
1.1,1990-08-21,1,269.12,245.11,,
1.06,1990-08-22,1,260.81,245.11,,
1.04,1990-08-23,1,256.13,245.11,,
1.08,1990-08-24,1,263.55,245.11,,
1.14,1990-08-27,1,280.26,245.11,,
1.15,1990-08-28,1,283.08,245.11,,
1.13,1990-08-29,1,276.54,245.11,,
1.1,1990-08-30,1,269.12,245.11,,
1.12,1990-08-31,1,274.69,245.11,,
1.12,1990-09-04,1,274.69,245.11,,
1.09,1990-09-05,1,267.26,245.11,,
1.08,1990-09-06,1,265.41,245.11,,
1.1,1990-09-07,1,270.09,245.11,,
1.08,1990-09-10,1,265.41,245.11,,
1.03,1990-09-11,1,252.42,245.11,,
1.03,1990-09-12,1,252.42,245.11,,
1.02,1990-09-13,1,250.56,245.11,,
1.03,1990-09-14,1,252.42,245.11,,
1.02,1990-09-17,1,250.56,245.11,,
1.01,1990-09-18,1,247.81,245.11,,
0.98,1990-09-19,1,241.28,245.11,,
0.96,1990-09-20,1,234.75,245.11,,
0.95,1990-09-21,1,233.86,245.11,,
0.92,1990-09-24,1,224.58,245.11,,
0.91,1990-09-25,1,222.72,245.11,,
0.9,1990-09-26,1,220.86,245.11,,
0.86,1990-09-27,1,209.73,245.11,,
0.88,1990-09-28,1,215.3,245.11,,
0.92,1990-10-01,1,226.43,245.11,,
0.9,1990-10-02,1,219.9,245.11,,
0.82,1990-10-03,1,200.45,245.11,,
0.85,1990-10-04,1,207.87,245.11,,
0.85,1990-10-05,1,207.87,245.11,,
0.88,1990-10-08,1,216.19,245.11,,
0.85,1990-10-09,1,207.87,245.11,,
0.8,1990-10-10,1,196.74,245.11,,
0.84,1990-10-11,1,206.02,245.11,,
0.86,1990-10-12,1,209.73,245.11,,
0.84,1990-10-15,1,206.02,245.11,,
0.76,1990-10-16,1,185.6,245.11,,
0.8,1990-10-17,1,196.74,245.11,,
0.86,1990-10-18,1,211.58,245.11,,
0.95,1990-10-19,1,232.89,245.11,,
0.94,1990-10-22,1,231.03,245.11,,
0.94,1990-10-23,1,230.14,245.11,,
0.92,1990-10-24,1,226.43,245.11,,
0.91,1990-10-25,1,222.72,245.11,,
0.91,1990-10-26,1,222.72,245.11,,
0.9,1990-10-29,1,221.75,245.11,,
0.92,1990-10-30,1,225.47,245.11,,
0.93,1990-10-31,1,228.29,245.11,,
0.92,1990-11-01,1,226.43,245.11,,
0.96,1990-11-02,1,235.71,245.11,,
1.01,1990-11-05,1,246.85,245.11,,
1.01,1990-11-06,1,248.7,245.11,,
1.01,1990-11-07,1,246.85,245.11,,
1.04,1990-11-08,1,256.13,245.11,,
1.08,1990-11-09,1,263.55,245.11,,
1.1,1990-11-12,1,269.12,245.11,,
1.09,1990-11-13,1,267.26,245.11,,
1.12,1990-11-14,1,274.69,245.11,,
1.09,1990-11-15,1,267.26,245.11,,
1.07,1990-11-16,1,262.75,246.1,0.0043,
1.11,1990-11-19,1,272.1,246.1,,
1.08,1990-11-20,1,265.52,246.1,,
1.1,1990-11-21,1,270.23,246.1,,
1.11,1990-11-23,1,272.1,246.1,,
1.12,1990-11-26,1,274.87,246.1,,
1.14,1990-11-27,1,280.48,246.1,,
1.12,1990-11-28,1,274.87,246.1,,
1.12,1990-11-29,1,274.87,246.1,,
1.12,1990-11-30,1,274.87,246.1,,
1.16,1990-12-03,1,285.19,246.1,,
1.17,1990-12-04,1,287.96,246.1,,
1.22,1990-12-05,1,300.15,246.1,,
1.25,1990-12-06,1,308.52,246.1,,
1.29,1990-12-07,1,317.87,246.1,,
1.27,1990-12-10,1,312.26,246.1,,
1.22,1990-12-11,1,299.17,246.1,,
1.2,1990-12-12,1,296.41,246.1,,
