price,date,split_ratio,tri,shares_owned,dividend_value,
0.42,1980-12-12,1,100,236.57,0,100
0.4,1980-12-15,1,94.78,236.57,,
0.37,1980-12-16,1,87.83,236.57,,
0.38,1980-12-17,1,89.98,236.57,,
0.39,1980-12-18,1,92.63,236.57,,
0.42,1980-12-19,1,98.26,236.57,,
0.44,1980-12-22,1,103.06,236.57,,
0.45,1980-12-23,1,107.41,236.57,,
0.48,1980-12-24,1,113.04,236.57,,
0.52,1980-12-26,1,123.48,236.57,,
0.53,1980-12-29,1,125.22,236.57,,
0.52,1980-12-30,1,122.16,236.57,,
0.5,1980-12-31,1,118.71,236.57,,
0.51,1981-01-02,1,120,236.57,,
0.5,1981-01-05,1,117.39,236.57,,
0.47,1981-01-06,1,112.17,236.57,,
0.45,1981-01-07,1,107.41,236.57,,
0.44,1981-01-08,1,105.22,236.57,,
0.47,1981-01-09,1,110.89,236.57,,
0.46,1981-01-12,1,109.98,236.57,,
0.45,1981-01-13,1,106.09,236.57,,
0.45,1981-01-14,1,106.54,236.57,,
0.46,1981-01-15,1,108.7,236.57,,
0.46,1981-01-16,1,107.83,236.57,,
0.48,1981-01-19,1,114.33,236.57,,
0.47,1981-01-20,1,110.89,236.57,,
0.48,1981-01-21,1,113.04,236.57,,
0.48,1981-01-22,1,114.33,236.57,,
0.48,1981-01-23,1,113.91,236.57,,
0.47,1981-01-26,1,112.17,236.57,,
0.47,1981-01-27,1,111.3,236.57,,
0.46,1981-01-28,1,107.83,236.57,,
0.44,1981-01-29,1,103.9,236.57,,
0.42,1981-01-30,1,98.26,236.57,,
0.39,1981-02-02,1,92.63,236.57,,
0.41,1981-02-03,1,96.07,236.57,,
0.42,1981-02-04,1,99.55,236.57,,
0.42,1981-02-05,1,99.55,236.57,,
0.42,1981-02-06,1,100,236.57,,
0.4,1981-02-09,1,94.78,236.57,,
0.4,1981-02-10,1,94.78,236.57,,
0.39,1981-02-11,1,91.72,236.57,,
0.38,1981-02-12,1,90.89,236.57,,
0.37,1981-02-13,1,88.7,236.57,,
0.38,1981-02-17,1,90.89,236.57,,
0.4,1981-02-18,1,94.78,236.57,,
0.38,1981-02-19,1,89.15,236.57,,
0.36,1981-02-20,1,84.35,236.57,,
0.36,1981-02-23,1,85.63,236.57,,
0.35,1981-02-24,1,82.61,236.57,,
0.37,1981-02-25,1,87.83,236.57,,
0.38,1981-02-26,1,89.15,236.57,,
0.39,1981-02-27,1,92.17,236.57,,
0.39,1981-03-02,1,92.63,236.57,,
0.39,1981-03-03,1,91.3,236.57,,
0.38,1981-03-04,1,90.43,236.57,,
0.38,1981-03-05,1,89.98,236.57,,
0.38,1981-03-06,1,89.15,236.57,,
0.35,1981-03-09,1,82.19,236.57,,
0.33,1981-03-10,1,78.26,236.57,,
0.32,1981-03-11,1,75.2,236.57,,
0.33,1981-03-12,1,78.26,236.57,,
0.33,1981-03-13,1,77.39,236.57,,
0.34,1981-03-16,1,80.45,236.57,,
0.36,1981-03-17,1,84.35,236.57,,
0.38,1981-03-18,1,89.57,236.57,,
0.37,1981-03-19,1,88.7,236.57,,
0.38,1981-03-20,1,89.57,236.57,,
0.39,1981-03-23,1,93.04,236.57,,
0.39,1981-03-24,1,92.63,236.57,,
0.38,1981-03-25,1,90.89,236.57,,
0.38,1981-03-26,1,89.15,236.57,,
0.36,1981-03-27,1,86.09,236.57,,
0.36,1981-03-30,1,86.09,236.57,,
0.36,1981-03-31,1,85.22,236.57,,
0.36,1981-04-01,1,84.35,236.57,,
0.39,1981-04-02,1,91.72,236.57,,
0.39,1981-04-03,1,92.17,236.57,,
0.38,1981-04-06,1,90.43,236.57,,
0.38,1981-04-07,1,89.57,236.57,,
0.4,1981-04-08,1,93.91,236.57,,
0.4,1981-04-09,1,95.65,236.57,,
0.41,1981-04-10,1,96.97,236.57,,
0.41,1981-04-13,1,96.97,236.57,,
0.41,1981-04-14,1,96.97,236.57,,
0.39,1981-04-15,1,92.17,236.57,,
0.37,1981-04-16,1,86.96,236.57,,
0.38,1981-04-20,1,89.57,236.57,,
0.4,1981-04-21,1,95.65,236.57,,
0.42,1981-04-22,1,99.13,236.57,,
0.43,1981-04-23,1,101.74,236.57,,
0.43,1981-04-24,1,100.87,236.57,,
0.42,1981-04-27,1,100,236.57,,
0.42,1981-04-28,1,98.26,236.57,,
0.41,1981-04-29,1,96.97,236.57,,
0.42,1981-04-30,1,98.71,236.57,,
0.42,1981-05-01,1,98.71,236.57,,
0.42,1981-05-04,1,98.26,236.57,,
0.41,1981-05-05,1,97.81,236.57,,
0.4,1981-05-06,1,95.23,236.57,,
0.41,1981-05-07,1,96.52,236.57,,
0.41,1981-05-08,1,97.39,236.57,,
0.4,1981-05-11,1,95.23,236.57,,
0.4,1981-05-12,1,95.23,236.57,,
0.4,1981-05-13,1,94.78,236.57,,
0.4,1981-05-14,1,93.46,236.57,,
0.4,1981-05-15,1,95.65,236.57,,
0.41,1981-05-18,1,97.39,236.57,,
0.4,1981-05-19,1,95.65,236.57,,
0.42,1981-05-20,1,98.71,236.57,,
0.44,1981-05-21,1,104.35,236.57,,
0.46,1981-05-22,1,109.15,236.57,,
0.46,1981-05-26,1,108.7,236.57,,
0.49,1981-05-27,1,114.78,236.57,,
0.49,1981-05-28,1,114.78,236.57,,
0.49,1981-05-29,1,115.23,236.57,,
0.49,1981-06-01,1,115.23,236.57,,
0.46,1981-06-02,1,109.57,236.57,,
0.46,1981-06-03,1,109.57,236.57,,
0.47,1981-06-04,1,111.72,236.57,,
0.46,1981-06-05,1,109.98,236.57,,
0.45,1981-06-08,1,106.09,236.57,,
0.46,1981-06-09,1,108.24,236.57,,
0.46,1981-06-10,1,109.57,236.57,,
0.48,1981-06-11,1,114.33,236.57,,
0.48,1981-06-12,1,113.04,236.57,,
0.48,1981-06-15,1,112.59,236.57,,
0.47,1981-06-16,1,110.43,236.57,,
0.46,1981-06-17,1,108.7,236.57,,
0.46,1981-06-18,1,108.24,236.57,,
0.44,1981-06-19,1,105.22,236.57,,
0.43,1981-06-22,1,101.32,236.57,,
0.44,1981-06-23,1,103.06,236.57,,
0.42,1981-06-24,1,100.42,236.57,,
0.43,1981-06-25,1,102.61,236.57,,
0.43,1981-06-26,1,101.32,236.57,,
0.41,1981-06-29,1,97.81,236.57,,
0.38,1981-06-30,1,90.43,236.57,,
0.38,1981-07-01,1,89.57,236.57,,
0.38,1981-07-02,1,89.57,236.57,,
0.37,1981-07-06,1,86.54,236.57,,
0.37,1981-07-07,1,87.37,236.57,,
0.38,1981-07-08,1,90.89,236.57,,
0.35,1981-07-09,1,83.9,236.57,,
0.33,1981-07-10,1,77.39,236.57,,
0.33,1981-07-13,1,79.13,236.57,,
0.35,1981-07-14,1,82.61,236.57,,
0.36,1981-07-15,1,84.8,236.57,,
0.37,1981-07-16,1,86.96,236.57,,
0.38,1981-07-17,1,89.98,236.57,,
0.35,1981-07-20,1,83.9,236.57,,
0.35,1981-07-21,1,83.48,236.57,,
0.33,1981-07-22,1,78.71,236.57,,
0.34,1981-07-23,1,80.87,236.57,,
0.35,1981-07-24,1,83.48,236.57,,
0.37,1981-07-27,1,86.96,236.57,,
0.35,1981-07-28,1,83.9,236.57,,
0.35,1981-07-29,1,82.61,236.57,,
0.36,1981-07-30,1,85.63,236.57,,
0.37,1981-07-31,1,86.96,236.57,,
0.36,1981-08-03,1,86.09,236.57,,
0.37,1981-08-04,1,87.37,236.57,,
0.38,1981-08-05,1,89.98,236.57,,
0.37,1981-08-06,1,87.83,236.57,,
0.37,1981-08-07,1,87.83,236.57,,
0.36,1981-08-11,1,85.22,236.57,,
0.35,1981-08-12,1,83.48,236.57,,
0.34,1981-08-13,1,80.87,236.57,,
0.34,1981-08-14,1,79.55,236.57,,
0.33,1981-08-17,1,76.97,236.57,,
0.32,1981-08-18,1,75.2,236.57,,
0.31,1981-08-19,1,74.37,236.57,,
0.32,1981-08-20,1,75.2,236.57,,
0.3,1981-08-21,1,70.02,236.57,,
0.28,1981-08-24,1,65.63,236.57,,
0.28,1981-08-25,1,67.37,236.57,,
0.28,1981-08-26,1,66.09,236.57,,
0.28,1981-08-27,1,66.54,236.57,,
0.3,1981-08-28,1,70.02,236.57,,
0.3,1981-08-31,1,70.02,236.57,,
0.31,1981-09-01,1,74.37,236.57,,
0.32,1981-09-02,1,75.65,236.57,,
0.3,1981-09-03,1,71.72,236.57,,
0.3,1981-09-04,1,70.89,236.57,,
0.29,1981-09-08,1,68.7,236.57,,
0.29,1981-09-09,1,68.7,236.57,,
0.29,1981-09-10,1,69.11,236.57,,
0.29,1981-09-11,1,68.28,236.57,,
0.28,1981-09-14,1,66.09,236.57,,
0.27,1981-09-15,1,64.35,236.57,,
0.27,1981-09-16,1,63.03,236.57,,
0.26,1981-09-17,1,61.29,236.57,,
0.26,1981-09-18,1,61.74,236.57,,
0.26,1981-09-21,1,62.19,236.57,,
0.25,1981-09-22,1,58.71,236.57,,
0.24,1981-09-23,1,57.39,236.57,,
0.24,1981-09-24,1,56.94,236.57,,
0.21,1981-09-25,1,49.57,236.57,,
0.21,1981-09-28,1,50.02,236.57,,
0.22,1981-09-29,1,52.63,236.57,,
0.22,1981-09-30,1,53.04,236.57,,
0.22,1981-10-01,1,53.04,236.57,,
0.24,1981-10-02,1,57.39,236.57,,
0.25,1981-10-05,1,59.13,236.57,,
0.25,1981-10-06,1,58.71,236.57,,
0.26,1981-10-07,1,62.19,236.57,,
0.27,1981-10-08,1,64.35,236.57,,
0.27,1981-10-09,1,64.8,236.57,,
0.28,1981-10-12,1,66.96,236.57,,
0.28,1981-10-13,1,66.96,236.57,,
0.27,1981-10-14,1,63.03,236.57,,
0.27,1981-10-15,1,64.35,236.57,,
0.27,1981-10-16,1,63.48,236.57,,
0.27,1981-10-19,1,64.8,236.57,,
0.29,1981-10-20,1,68.28,236.57,,
0.29,1981-10-21,1,68.28,236.57,,
0.29,1981-10-22,1,67.83,236.57,,
0.28,1981-10-23,1,66.09,236.57,,
0.28,1981-10-26,1,66.09,236.57,,
0.28,1981-10-27,1,67.37,236.57,,
0.29,1981-10-28,1,69.57,236.57,,
0.29,1981-10-29,1,68.7,236.57,,
0.29,1981-10-30,1,69.57,236.57,,
0.29,1981-11-02,1,69.57,236.57,,
0.29,1981-11-03,1,68.7,236.57,,
0.28,1981-11-04,1,66.96,236.57,,
0.26,1981-11-05,1,62.19,236.57,,
0.26,1981-11-06,1,62.61,236.57,,
0.27,1981-11-09,1,63.48,236.57,,
0.27,1981-11-10,1,63.9,236.57,,
0.28,1981-11-11,1,65.63,236.57,,
0.29,1981-11-12,1,67.83,236.57,,
0.27,1981-11-13,1,63.03,236.57,,
0.26,1981-11-16,1,62.19,236.57,,
0.27,1981-11-17,1,63.48,236.57,,
0.28,1981-11-18,1,65.63,236.57,,
0.28,1981-11-19,1,65.63,236.57,,
0.28,1981-11-20,1,66.09,236.57,,
0.27,1981-11-23,1,63.03,236.57,,
0.26,1981-11-24,1,62.61,236.57,,
0.27,1981-11-25,1,63.9,236.57,,
0.28,1981-11-27,1,65.63,236.57,,
0.27,1981-11-30,1,64.8,236.57,,
0.27,1981-12-01,1,64.8,236.57,,
0.28,1981-12-02,1,65.22,236.57,,
0.27,1981-12-03,1,64.35,236.57,,
0.28,1981-12-04,1,66.09,236.57,,
0.28,1981-12-07,1,66.54,236.57,,
0.28,1981-12-08,1,65.22,236.57,,
0.28,1981-12-09,1,65.63,236.57,,
0.28,1981-12-10,1,65.63,236.57,,
0.28,1981-12-11,1,65.22,236.57,,
0.27,1981-12-14,1,63.03,236.57,,
0.27,1981-12-15,1,64.8,236.57,,
0.29,1981-12-16,1,67.83,236.57,,
0.31,1981-12-17,1,73.46,236.57,,
0.34,1981-12-18,1,79.55,236.57,,
0.32,1981-12-21,1,76.07,236.57,,
0.33,1981-12-22,1,77.39,236.57,,
0.32,1981-12-23,1,75.65,236.57,,
0.32,1981-12-24,1,76.07,236.57,,
0.31,1981-12-28,1,72.63,236.57,,
0.31,1981-12-29,1,73.91,236.57,,
0.33,1981-12-30,1,76.97,236.57,,
0.33,1981-12-31,1,76.97,236.57,,
0.32,1982-01-04,1,76.52,236.57,,
0.31,1982-01-05,1,72.63,236.57,,
0.3,1982-01-06,1,71.72,236.57,,
0.28,1982-01-07,1,66.09,236.57,,
0.29,1982-01-08,1,69.11,236.57,,
0.27,1982-01-11,1,64.8,236.57,,
0.26,1982-01-12,1,62.61,236.57,,
0.26,1982-01-13,1,62.19,236.57,,
0.28,1982-01-14,1,65.22,236.57,,
0.29,1982-01-15,1,69.57,236.57,,
0.3,1982-01-18,1,70.89,236.57,,
0.29,1982-01-19,1,69.11,236.57,,
0.3,1982-01-20,1,70.43,236.57,,
0.3,1982-01-21,1,71.72,236.57,,
0.31,1982-01-22,1,72.17,236.57,,
0.3,1982-01-25,1,70.02,236.57,,
0.28,1982-01-26,1,67.37,236.57,,
0.29,1982-01-27,1,67.83,236.57,,
0.3,1982-01-28,1,70.02,236.57,,
0.3,1982-01-29,1,70.89,236.57,,
0.3,1982-02-01,1,70.02,236.57,,
0.3,1982-02-02,1,70.43,236.57,,
0.3,1982-02-03,1,70.43,236.57,,
0.29,1982-02-04,1,68.7,236.57,,
0.29,1982-02-05,1,68.7,236.57,,
0.27,1982-02-08,1,64.35,236.57,,
0.27,1982-02-09,1,64.35,236.57,,
0.28,1982-02-10,1,65.22,236.57,,
0.27,1982-02-11,1,64.35,236.57,,
0.28,1982-02-12,1,65.22,236.57,,
0.27,1982-02-16,1,63.9,236.57,,
0.27,1982-02-17,1,64.8,236.57,,
0.28,1982-02-18,1,65.63,236.57,,
0.28,1982-02-19,1,65.22,236.57,,
0.27,1982-02-22,1,64.35,236.57,,
0.27,1982-02-23,1,63.48,236.57,,
0.27,1982-02-24,1,63.9,236.57,,
0.27,1982-02-25,1,63.48,236.57,,
0.27,1982-02-26,1,63.48,236.57,,
0.27,1982-03-01,1,63.9,236.57,,
0.27,1982-03-02,1,63.9,236.57,,
0.27,1982-03-03,1,63.9,236.57,,
0.26,1982-03-04,1,62.61,236.57,,
0.24,1982-03-05,1,57.84,236.57,,
0.24,1982-03-08,1,56.94,236.57,,
0.24,1982-03-09,1,57.39,236.57,,
0.24,1982-03-10,1,56.52,236.57,,
0.24,1982-03-11,1,56.52,236.57,,
0.22,1982-03-12,1,53.04,236.57,,
0.22,1982-03-15,1,52.63,236.57,,
0.22,1982-03-16,1,51.72,236.57,,
0.21,1982-03-17,1,49.11,236.57,,
0.22,1982-03-18,1,53.04,236.57,,
0.24,1982-03-19,1,57.84,236.57,,
0.26,1982-03-22,1,62.19,236.57,,
0.26,1982-03-23,1,61.29,236.57,,
0.24,1982-03-24,1,57.84,236.57,,
0.24,1982-03-25,1,57.39,236.57,,
0.24,1982-03-26,1,56.52,236.57,,
0.24,1982-03-29,1,57.84,236.57,,
0.25,1982-03-30,1,58.71,236.57,,
0.25,1982-03-31,1,58.71,236.57,,
0.26,1982-04-01,1,61.74,236.57,,
0.26,1982-04-02,1,61.74,236.57,,
0.26,1982-04-05,1,61.74,236.57,,
0.26,1982-04-06,1,61.29,236.57,,
0.26,1982-04-07,1,60.45,236.57,,
0.26,1982-04-08,1,60.87,236.57,,
0.26,1982-04-12,1,60.45,236.57,,
0.24,1982-04-13,1,55.65,236.57,,
0.24,1982-04-14,1,56.1,236.57,,
0.24,1982-04-15,1,56.94,236.57,,
0.25,1982-04-16,1,58.71,236.57,,
0.24,1982-04-19,1,57.39,236.57,,
0.23,1982-04-20,1,54.78,236.57,,
0.23,1982-04-21,1,54.37,236.57,,
0.23,1982-04-22,1,53.46,236.57,,
0.23,1982-04-23,1,53.46,236.57,,
0.23,1982-04-26,1,54.78,236.57,,
0.22,1982-04-27,1,53.04,236.57,,
0.21,1982-04-28,1,50.85,236.57,,
0.21,1982-04-29,1,50.85,236.57,,
0.22,1982-04-30,1,51.3,236.57,,
0.22,1982-05-03,1,53.04,236.57,,
0.23,1982-05-04,1,54.78,236.57,,
0.23,1982-05-05,1,53.91,236.57,,
0.24,1982-05-06,1,55.65,236.57,,
0.24,1982-05-07,1,56.52,236.57,,
0.24,1982-05-10,1,55.65,236.57,,
0.23,1982-05-11,1,53.91,236.57,,
0.22,1982-05-12,1,52.63,236.57,,
0.22,1982-05-13,1,53.04,236.57,,
0.21,1982-05-14,1,50.85,236.57,,
0.21,1982-05-17,1,50.02,236.57,,
0.21,1982-05-18,1,49.11,236.57,,
0.21,1982-05-19,1,48.7,236.57,,
0.21,1982-05-20,1,49.11,236.57,,
0.21,1982-05-21,1,49.57,236.57,,
0.21,1982-05-24,1,50.02,236.57,,
0.21,1982-05-25,1,50.02,236.57,,
0.21,1982-05-26,1,49.57,236.57,,
0.21,1982-05-27,1,48.7,236.57,,
0.21,1982-05-28,1,48.7,236.57,,
0.2,1982-06-01,1,47.83,236.57,,
0.21,1982-06-02,1,48.7,236.57,,
0.2,1982-06-03,1,46.96,236.57,,
0.19,1982-06-04,1,45.67,236.57,,
0.19,1982-06-07,1,45.67,236.57,,
0.19,1982-06-08,1,45.22,236.57,,
0.19,1982-06-09,1,44.35,236.57,,
0.19,1982-06-10,1,44.77,236.57,,
0.2,1982-06-11,1,46.54,236.57,,
0.2,1982-06-14,1,46.54,236.57,,
0.2,1982-06-15,1,46.54,236.57,,
0.2,1982-06-16,1,46.54,236.57,,
0.19,1982-06-17,1,45.67,236.57,,
0.19,1982-06-18,1,44.77,236.57,,
0.19,1982-06-21,1,44.77,236.57,,
0.2,1982-06-22,1,46.54,236.57,,
0.2,1982-06-23,1,47.83,236.57,,
0.2,1982-06-24,1,47.83,236.57,,
0.19,1982-06-25,1,46.09,236.57,,
0.19,1982-06-28,1,45.67,236.57,,
0.19,1982-06-29,1,44.35,236.57,,
0.19,1982-06-30,1,44.35,236.57,,
0.19,1982-07-01,1,43.93,236.57,,
0.18,1982-07-02,1,41.74,236.57,,
0.17,1982-07-06,1,40,236.57,,
0.17,1982-07-07,1,40,236.57,,
0.16,1982-07-08,1,38.26,236.57,,
0.17,1982-07-09,1,39.55,236.57,,
0.17,1982-07-12,1,40.45,236.57,,
0.18,1982-07-13,1,43.03,236.57,,
0.18,1982-07-14,1,43.48,236.57,,
0.19,1982-07-15,1,44.35,236.57,,
0.19,1982-07-16,1,46.09,236.57,,
0.2,1982-07-19,1,46.54,236.57,,
0.21,1982-07-20,1,49.57,236.57,,
0.21,1982-07-21,1,49.57,236.57,,
0.21,1982-07-22,1,50.02,236.57,,
0.21,1982-07-23,1,49.11,236.57,,
0.2,1982-07-26,1,46.96,236.57,,
0.2,1982-07-27,1,46.96,236.57,,
0.19,1982-07-28,1,44.77,236.57,,
0.2,1982-07-29,1,46.54,236.57,,
0.2,1982-07-30,1,46.96,236.57,,
0.2,1982-08-02,1,48.28,236.57,,
0.19,1982-08-03,1,45.22,236.57,,
0.19,1982-08-04,1,44.77,236.57,,
0.18,1982-08-05,1,43.03,236.57,,
0.18,1982-08-06,1,42.61,236.57,,
0.18,1982-08-09,1,43.03,236.57,,
0.19,1982-08-10,1,45.67,236.57,,
0.19,1982-08-11,1,46.09,236.57,,
0.19,1982-08-12,1,45.67,236.57,,
0.19,1982-08-13,1,45.67,236.57,,
0.2,1982-08-16,1,46.54,236.57,,
0.21,1982-08-17,1,49.57,236.57,,
0.21,1982-08-18,1,49.57,236.57,,
0.21,1982-08-19,1,50.02,236.57,,
0.22,1982-08-20,1,51.3,236.57,,
0.23,1982-08-23,1,53.46,236.57,,
0.24,1982-08-24,1,56.1,236.57,,
0.25,1982-08-25,1,60,236.57,,
0.26,1982-08-26,1,61.74,236.57,,
0.25,1982-08-27,1,58.71,236.57,,
0.25,1982-08-30,1,59.55,236.57,,
0.26,1982-08-31,1,62.61,236.57,,
0.26,1982-09-01,1,60.87,236.57,,
0.27,1982-09-02,1,63.48,236.57,,
0.27,1982-09-03,1,63.9,236.57,,
0.26,1982-09-07,1,60.45,236.57,,
0.26,1982-09-08,1,62.61,236.57,,
0.26,1982-09-09,1,61.29,236.57,,
0.27,1982-09-10,1,63.03,236.57,,
0.27,1982-09-13,1,63.48,236.57,,
0.28,1982-09-14,1,65.63,236.57,,
0.28,1982-09-15,1,65.22,236.57,,
0.27,1982-09-16,1,63.03,236.57,,
0.26,1982-09-17,1,61.74,236.57,,
0.26,1982-09-20,1,62.19,236.57,,
0.27,1982-09-21,1,63.48,236.57,,
0.28,1982-09-22,1,65.22,236.57,,
0.28,1982-09-23,1,65.22,236.57,,
0.27,1982-09-24,1,63.03,236.57,,
0.27,1982-09-27,1,63.03,236.57,,
0.27,1982-09-28,1,63.9,236.57,,
0.27,1982-09-29,1,63.9,236.57,,
0.27,1982-09-30,1,63.48,236.57,,
0.27,1982-10-01,1,64.35,236.57,,
0.28,1982-10-04,1,65.22,236.57,,
0.28,1982-10-05,1,65.63,236.57,,
0.3,1982-10-06,1,70.43,236.57,,
0.32,1982-10-07,1,76.07,236.57,,
0.35,1982-10-08,1,81.74,236.57,,
0.35,1982-10-11,1,83.48,236.57,,
0.34,1982-10-12,1,80.87,236.57,,
0.35,1982-10-13,1,81.74,236.57,,
0.35,1982-10-14,1,82.19,236.57,,
0.34,1982-10-15,1,80,236.57,,
0.35,1982-10-18,1,81.74,236.57,,
0.35,1982-10-19,1,83.48,236.57,,
0.37,1982-10-20,1,88.24,236.57,,
0.38,1982-10-21,1,90.43,236.57,,
0.38,1982-10-22,1,89.98,236.57,,
0.36,1982-10-25,1,84.8,236.57,,
0.36,1982-10-26,1,85.22,236.57,,
0.37,1982-10-27,1,87.37,236.57,,
0.37,1982-10-28,1,87.37,236.57,,
0.37,1982-10-29,1,88.24,236.57,,
0.39,1982-11-01,1,93.04,236.57,,
0.42,1982-11-02,1,99.55,236.57,,
0.45,1982-11-03,1,106.96,236.57,,
0.46,1982-11-04,1,107.83,236.57,,
0.44,1982-11-05,1,104.8,236.57,,
0.42,1982-11-08,1,100.42,236.57,,
0.44,1982-11-09,1,103.9,236.57,,
0.46,1982-11-10,1,107.83,236.57,,
0.49,1982-11-11,1,114.78,236.57,,
0.48,1982-11-12,1,112.59,236.57,,
0.46,1982-11-15,1,109.98,236.57,,
0.44,1982-11-16,1,104.35,236.57,,
0.46,1982-11-17,1,109.15,236.57,,
0.46,1982-11-18,1,109.15,236.57,,
0.45,1982-11-19,1,107.41,236.57,,
0.41,1982-11-22,1,97.81,236.57,,
0.42,1982-11-23,1,100.42,236.57,,
0.43,1982-11-24,1,102.61,236.57,,
0.43,1982-11-26,1,100.87,236.57,,
0.42,1982-11-29,1,100.42,236.57,,
0.47,1982-11-30,1,110.89,236.57,,
0.48,1982-12-01,1,113.04,236.57,,
0.48,1982-12-02,1,113.04,236.57,,
0.47,1982-12-03,1,110.43,236.57,,
0.49,1982-12-06,1,116.52,236.57,,
0.5,1982-12-07,1,117.81,236.57,,
0.49,1982-12-08,1,115.23,236.57,,
0.46,1982-12-09,1,109.57,236.57,,
0.43,1982-12-10,1,101.74,236.57,,
0.42,1982-12-13,1,99.55,236.57,,
0.42,1982-12-14,1,98.71,236.57,,
0.42,1982-12-15,1,98.26,236.57,,
0.42,1982-12-16,1,100,236.57,,
0.44,1982-12-17,1,104.8,236.57,,
0.44,1982-12-20,1,104.35,236.57,,
0.44,1982-12-21,1,105.22,236.57,,
0.46,1982-12-22,1,108.24,236.57,,
0.47,1982-12-23,1,111.3,236.57,,
0.48,1982-12-27,1,113.91,236.57,,
0.48,1982-12-28,1,113.04,236.57,,
0.46,1982-12-29,1,109.15,236.57,,
0.44,1982-12-30,1,104.35,236.57,,
0.44,1982-12-31,1,103.9,236.57,,
0.42,1983-01-03,1,99.13,236.57,,
0.44,1983-01-04,1,104.8,236.57,,
0.44,1983-01-05,1,105.22,236.57,,
0.43,1983-01-06,1,101.32,236.57,,
0.4,1983-01-07,1,95.65,236.57,,
0.42,1983-01-10,1,100,236.57,,
0.43,1983-01-11,1,101.32,236.57,,
0.45,1983-01-12,1,106.96,236.57,,
0.45,1983-01-13,1,106.96,236.57,,
0.49,1983-01-14,1,114.78,236.57,,
0.5,1983-01-17,1,118.71,236.57,,
0.49,1983-01-18,1,116.07,236.57,,
0.49,1983-01-19,1,116.97,236.57,,
0.55,1983-01-20,1,129.98,236.57,,
0.55,1983-01-21,1,129.98,236.57,,
0.52,1983-01-24,1,122.61,236.57,,
0.54,1983-01-25,1,127.41,236.57,,
0.56,1983-01-26,1,132.59,236.57,,
0.6,1983-01-27,1,141.74,236.57,,
0.6,1983-01-28,1,142.61,236.57,,
0.6,1983-01-31,1,142.16,236.57,,
0.61,1983-02-01,1,145.22,236.57,,
0.63,1983-02-02,1,149.11,236.57,,
0.66,1983-02-03,1,155.23,236.57,,
0.65,1983-02-04,1,153.04,236.57,,
0.62,1983-02-07,1,146.96,236.57,,
0.62,1983-02-08,1,145.67,236.57,,
0.62,1983-02-09,1,146.96,236.57,,
0.66,1983-02-10,1,156.52,236.57,,
0.68,1983-02-11,1,161.74,236.57,,
0.68,1983-02-14,1,160.87,236.57,,
0.67,1983-02-15,1,157.84,236.57,,
0.65,1983-02-16,1,154.78,236.57,,
0.65,1983-02-17,1,153.04,236.57,,
0.67,1983-02-18,1,157.84,236.57,,
0.68,1983-02-22,1,161.74,236.57,,
0.69,1983-02-23,1,163.03,236.57,,
0.71,1983-02-24,1,167.41,236.57,,
0.69,1983-02-25,1,162.61,236.57,,
0.67,1983-02-28,1,158.68,236.57,,
0.68,1983-03-01,1,161.29,236.57,,
0.69,1983-03-02,1,162.61,236.57,,
0.67,1983-03-03,1,157.39,236.57,,
0.66,1983-03-04,1,155.23,236.57,,
0.64,1983-03-07,1,152.17,236.57,,
0.62,1983-03-08,1,147.41,236.57,,
0.64,1983-03-09,1,151.76,236.57,,
0.63,1983-03-10,1,149.57,236.57,,
0.62,1983-03-11,1,147.41,236.57,,
0.61,1983-03-14,1,143.93,236.57,,
0.62,1983-03-15,1,146.09,236.57,,
0.62,1983-03-16,1,146.09,236.57,,
0.62,1983-03-17,1,147.41,236.57,,
0.63,1983-03-18,1,149.57,236.57,,
0.65,1983-03-21,1,153.04,236.57,,
0.65,1983-03-22,1,154.78,236.57,,
0.62,1983-03-23,1,147.41,236.57,,
0.63,1983-03-24,1,150.02,236.57,,
0.63,1983-03-25,1,150.02,236.57,,
0.62,1983-03-28,1,147.83,236.57,,
0.64,1983-03-29,1,152.17,236.57,,
0.65,1983-03-30,1,153.91,236.57,,
0.62,1983-03-31,1,146.96,236.57,,
0.6,1983-04-04,1,143.06,236.57,,
0.59,1983-04-05,1,140.42,236.57,,
0.59,1983-04-06,1,139.13,236.57,,
0.58,1983-04-07,1,137.84,236.57,,
0.58,1983-04-08,1,136.94,236.57,,
0.61,1983-04-11,1,144.77,236.57,,
0.62,1983-04-12,1,147.83,236.57,,
0.65,1983-04-13,1,153.04,236.57,,
0.66,1983-04-14,1,156.52,236.57,,
0.67,1983-04-15,1,159.13,236.57,,
0.69,1983-04-18,1,163.48,236.57,,
0.68,1983-04-19,1,161.74,236.57,,
0.74,1983-04-20,1,176.1,236.57,,
0.76,1983-04-21,1,180.87,236.57,,
0.75,1983-04-22,1,177.39,236.57,,
0.71,1983-04-25,1,169.11,236.57,,
0.74,1983-04-26,1,173.91,236.57,,
0.73,1983-04-27,1,172.17,236.57,,
0.74,1983-04-28,1,173.91,236.57,,
0.74,1983-04-29,1,175.65,236.57,,
0.72,1983-05-02,1,170.43,236.57,,
0.71,1983-05-03,1,168.7,236.57,,
0.76,1983-05-04,1,179.13,236.57,,
0.81,1983-05-05,1,190.85,236.57,,
0.81,1983-05-06,1,191.76,236.57,,
0.8,1983-05-09,1,189.11,236.57,,
0.8,1983-05-10,1,190.43,236.57,,
