date	close	down	downSize	recovery	redMark		val				
30-Sep-11	1930.79	1	18.6	192	1		2285.34				
3-Oct-11	1875.95	1	18.6	192	1		2285.34		18.59%		
4-Oct-11	1918.39	1	18.6	192	1		2285.34				
5-Oct-11	1953.67	1	18.6	192	1		2285.34				
6-Oct-11	1989.61	1	18.6	192	1		2285.34				
7-Oct-11	1973.42	1	18.6	192	1		2285.34				
10-Oct-11	2040.76	1	18.6	192	1		2285.34				
11-Oct-11	2041.9	1	18.6	192	1		2285.34				
12-Oct-11	2062.22	1	18.6	192	1		2285.34				
13-Oct-11	2056.26	1	18.6	192	1		2285.34				
14-Oct-11	2091.99	1	18.6	192	1		2285.34				
17-Oct-11	2051.54	1	18.6	192	1		2285.34				
18-Oct-11	2093.43	1	18.6	192	1		2285.34				
19-Oct-11	2067.28	1	18.6	192	1		2285.34				
20-Oct-11	2076.75	1	18.6	192	1		2285.34				
21-Oct-11	2115.86	1	18.6	192	1		2285.34				
24-Oct-11	2143.13	1	18.6	192	1		2285.34				
25-Oct-11	2100.17	1	18.6	192	1		2285.34				
26-Oct-11	2122.32	1	18.6	192	1		2285.34				
27-Oct-11	2195.22	1	18.6	192	1		2285.34				
28-Oct-11	2196.13	1	18.6	192	1		2285.34				
31-Oct-11	2141.81	1	18.6	192	1		2285.34				
1-Nov-11	2081.97	1	18.6	192	1		2285.34				
2-Nov-11	2115.7	1	18.6	192	1		2285.34				
3-Nov-11	2155.87	1	18.6	192	1		2285.34				
4-Nov-11	2142.34	1	18.6	192	1		2285.34				
7-Nov-11	2156	1	18.6	192	1		2285.34				
8-Nov-11	2182.61	1	18.6	192	1		2285.34				
9-Nov-11	2102.72	1	18.6	192	1		2285.34				
10-Nov-11	2121.14	1	18.6	192	1		2285.34				
11-Nov-11	2162.48	1	18.6	192	1		2285.34				
14-Nov-11	2142.09	1	18.6	192	1		2285.34				
15-Nov-11	2152.8	1	18.6	192	1		2285.34				
16-Nov-11	2117.64	1	18.6	192	1		2285.34				
17-Nov-11	2082.1	1	18.6	192	1		2285.34				
18-Nov-11	2081.42	1	18.6	192	1		2285.34				
21-Nov-11	2042.71	1	18.6	192	1		2285.34				
22-Nov-11	2034.41	1	18.6	192	1		2285.34				
23-Nov-11	1989.54	1	18.6	192	1		2285.34				
25-Nov-11	1984.5	1	18.6	192	1		2285.34				
28-Nov-11	2042.8	1	18.6	192	1		2285.34				
29-Nov-11	2048.06	1	18.6	192	1		2285.34				
30-Nov-11	2137.08	1	18.6	192	1		2285.34				
1-Dec-11	2133.07	1	18.6	192	1		2285.34				
2-Dec-11	2132.64	1	18.6	192	1		2285.34				
5-Dec-11	2154.68	1	18.6	192	1		2285.34				
6-Dec-11	2157.1	1	18.6	192	1		2285.34				
7-Dec-11	2162.07	1	18.6	192	1		2285.34				
8-Dec-11	2116.41	1	18.6	192	1		2285.34				
9-Dec-11	2152.15	1	18.6	192	1		2285.34				
12-Dec-11	2120.15	1	18.6	192	1		2285.34				
13-Dec-11	2102.15	1	18.6	192	1		2285.34				
14-Dec-11	2078.51	1	18.6	192	1		2285.34				
15-Dec-11	2085.44	1	18.6	192	1		2285.34				
16-Dec-11	2092.18	1	18.6	192	1		2285.34				
19-Dec-11	2067.67	1	18.6	192	1		2285.34				
20-Dec-11	2129.67	1	18.6	192	1		2285.34				
21-Dec-11	2133.86	1	18.6	192	1		2285.34				
22-Dec-11	2152.04	1	18.6	192	1		2285.34				
23-Dec-11	2171.5	1	18.6	192	1		2285.34				
27-Dec-11	2171.71	1	18.6	192	1		2285.34				
28-Dec-11	2145.09	1	18.6	192	1		2285.34				
29-Dec-11	2168.12	1	18.6	192	1		2285.34				
30-Dec-11	2158.94	1	18.6	192	1		2285.34				
3-Jan-12	2192.4	1	18.6	192	1		2285.34				
4-Jan-12	2193.28	1	18.6	192	1		2285.34				
5-Jan-12	2199.73	1	18.6	192	1		2285.34				
6-Jan-12	2194.98	1	18.6	192	1		2285.34				
9-Jan-12	2200	1	18.6	192	1		2285.34				
10-Jan-12	2219.58	1	18.6	192	1		2285.34				
11-Jan-12	2220.48	1	18.6	192	1		2285.34				
12-Jan-12	2225.74	1	18.6	192	1		2285.34				
13-Jan-12	2214.73	1	18.6	192	1		2285.34				
17-Jan-12	2222.59	1	18.6	192	1		2285.34				
18-Jan-12	2247.64	1	18.6	192	1		2285.34				
19-Jan-12	2258.8	1	18.6	192	1		2285.34				
20-Jan-12	2260.37	1	18.6	192	1		2285.34				
23-Jan-12	2261.47	1	18.6	192	1		2285.34				
24-Jan-12	2259.22	1	18.6	192	1		2285.34				
25-Jan-12	2278.83	1	18.6	192	1		2285.34				
26-Jan-12	2265.84	1	18.6	192	1		2285.34				
27-Jan-12	2262.35	1	18.6	192	1		2285.34				
30-Jan-12	2256.72	1	18.6	192	0		0				
31-Jan-12	2255.69	1	18.6	192	0		0				
1-Feb-12	2276.24	1	18.6	192	0		0				
2-Feb-12	2278.92	1	18.6	192	0		0				
3-Feb-12	2312.49	1	18.6	192	0		0				
6-Feb-12	2311.55	0	0	613	0		0				
7-Feb-12	2316.27	0	0	614	0		0				
8-Feb-12	2322.11	0	0	615	0		0				
9-Feb-12	2325.56	0	0	616	0		0				
10-Feb-12	2309.6	0	0	617	0		0				
13-Feb-12	2325.81	0	0	618	0		0				
14-Feb-12	2324	0	0	619	0		0				
15-Feb-12	2312.28	0	0	620	0		0				
16-Feb-12	2338.12	0	0	621	0		0				
17-Feb-12	2343.67	0	0	622	0		0				
21-Feb-12	2345.41	0	0	623	0		0				
22-Feb-12	2337.67	0	0	624	0		0				
23-Feb-12	2348.11	0	0	625	0		0				
24-Feb-12	2352.34	0	0	626	0		0				
27-Feb-12	2355.74	0	0	627	0		0				
28-Feb-12	2364.03	0	0	628	0		0				
29-Feb-12	2353.23	0	0	629	0		0				
1-Mar-12	2367.87	0	0	630	0		0				
2-Mar-12	2360.28	0	0	631	0		0				
5-Mar-12	2351.28	0	0	632	0		0				
6-Mar-12	2315.21	0	0	633	0		0				
7-Mar-12	2331.89	0	0	634	0		0				
8-Mar-12	2355.01	0	0	635	0		0				
9-Mar-12	2363.56	0	0	636	0		0				
12-Mar-12	2364.1	0	0	637	0		0				
13-Mar-12	2407.79	0	0	638	0		0				
14-Mar-12	2404.98	0	0	639	0		0				
15-Mar-12	2419.37	0	0	640	0		0				
16-Mar-12	2422.09	0	0	641	0		0				
19-Mar-12	2431.73	0	0	642	0		0				
20-Mar-12	2424.46	0	0	643	0		0				
21-Mar-12	2420.02	0	0	644	0		0				
22-Mar-12	2402.71	0	0	645	0		0				
23-Mar-12	2410.16	0	0	646	0		0				
26-Mar-12	2443.64	0	0	647	0		0				
27-Mar-12	2437.01	0	0	648	0		0				
28-Mar-12	2425.55	0	0	649	0		0				
29-Mar-12	2421.7	0	0	650	0		0				
30-Mar-12	2430.67	0	0	651	0		0				
2-Apr-12	2449.08	0	0	652	0		0				
3-Apr-12	2439.89	1	9.5	94	0		0	94			
4-Apr-12	2415.05	1	9.5	94	0		0				
5-Apr-12	2414.4	1	9.5	94	1		2439.89				
9-Apr-12	2387.03	1	9.5	94	1		2439.89				
10-Apr-12	2346.27	1	9.5	94	1		2439.89				
11-Apr-12	2364.09	1	9.5	94	1		2439.89				
12-Apr-12	2396.69	1	9.5	94	1		2439.89				
13-Apr-12	2366.84	1	9.5	94	1		2439.89				
16-Apr-12	2365.65	1	9.5	94	1		2439.89				
17-Apr-12	2402.29	1	9.5	94	1		2439.89				
18-Apr-12	2392.57	1	9.5	94	1		2439.89				
19-Apr-12	2378.48	1	9.5	94	1		2439.89				
20-Apr-12	2381.32	1	9.5	94	1		2439.89				
23-Apr-12	2361.35	1	9.5	94	1		2439.89				
24-Apr-12	2370.04	1	9.5	94	1		2439.89				
25-Apr-12	2402.71	1	9.5	94	1		2439.89				
26-Apr-12	2418.89	1	9.5	94	1		2439.89				
27-Apr-12	2424.78	1	9.5	94	1		2439.89				
30-Apr-12	2415.42	1	9.5	94	1		2439.89				
1-May-12	2429.1	1	9.5	94	1		2439.89				
2-May-12	2423.29	1	9.5	94	1		2439.89				
3-May-12	2405.17	1	9.5	94	1		2439.89				
4-May-12	2366.39	1	9.5	94	1		2439.89				
7-May-12	2367.26	1	9.5	94	1		2439.89				
8-May-12	2357.45	1	9.5	94	1		2439.89				
9-May-12	2342.31	1	9.5	94	1		2439.89				
10-May-12	2348.93	1	9.5	94	1		2439.89				
11-May-12	2341.23	1	9.5	94	1		2439.89				
14-May-12	2315.45	1	9.5	94	1		2439.89				
15-May-12	2302.56	1	9.5	94	1		2439.89				
16-May-12	2293.21	1	9.5	94	1		2439.89				
17-May-12	2258.93	1	9.5	94	1		2439.89				
18-May-12	2242.25	1	9.5	94	1		2439.89				
21-May-12	2278.24	1	9.5	94	1		2439.89				
22-May-12	2279.4	1	9.5	94	1		2439.89				
23-May-12	2283.36	1	9.5	94	1		2439.89				
24-May-12	2286.87	1	9.5	94	1		2439.89				
25-May-12	2281.92	1	9.5	94	1		2439.89				
29-May-12	2307.57	1	9.5	94	1		2439.89				
30-May-12	2275.19	1	9.5	94	1		2439.89				
31-May-12	2270.25	1	9.5	94	1		2439.89				
1-Jun-12	2214.41	1	9.5	94	1		2439.89				
4-Jun-12	2214.7	1	9.5	94	1		2439.89				
5-Jun-12	2227.45	1	9.5	94	1		2439.89				
6-Jun-12	2279.42	1	9.5	94	1		2439.89				
7-Jun-12	2279.28	1	9.5	94	1		2439.89				
8-Jun-12	2297.82	1	9.5	94	1		2439.89				
11-Jun-12	2268.94	1	9.5	94	1		2439.89				
12-Jun-12	2295.4	1	9.5	94	1		2439.89				
13-Jun-12	2280.13	1	9.5	94	1		2439.89				
14-Jun-12	2304.83	1	9.5	94	1		2439.89				
15-Jun-12	2328.66	1	9.5	94	1		2439.89				
18-Jun-12	2332.07	1	9.5	94	1		2439.89				
19-Jun-12	2355.01	1	9.5	94	1		2439.89				
20-Jun-12	2351.14	1	9.5	94	1		2439.89				
21-Jun-12	2299.16	1	9.5	94	1		2439.89				
22-Jun-12	2315.65	1	9.5	94	1		2439.89				
25-Jun-12	2278.98	1	9.5	94	1		2439.89				
26-Jun-12	2289.86	1	9.5	94	1		2439.89				
27-Jun-12	2310.98	1	9.5	94	1		2439.89				
28-Jun-12	2306.22	1	9.5	94	1		2439.89				
29-Jun-12	2363.79	1	9.5	94	1		2439.89				
2-Jul-12	2369.75	1	9.5	94	1		2439.89				
3-Jul-12	2385.06	1	9.5	94	1		2439.89				
5-Jul-12	2373.91	1	9.5	94	1		2439.89				
6-Jul-12	2352.34	1	9.5	94	1		2439.89				
9-Jul-12	2348.52	1	9.5	94	1		2439.89				
10-Jul-12	2329.46	1	9.5	94	1		2439.89				
11-Jul-12	2329.71	1	9.5	94	1		2439.89				
12-Jul-12	2318.09	1	9.5	94	1		2439.89				
13-Jul-12	2356.4	1	9.5	94	1		2439.89				
16-Jul-12	2350.94	1	9.5	94	1		2439.89				
17-Jul-12	2368.36	1	9.5	94	1		2439.89				
18-Jul-12	2384.54	1	9.5	94	1		2439.89				
19-Jul-12	2391.27	1	9.5	94	1		2439.89				
20-Jul-12	2367.26	1	9.5	94	1		2439.89				
23-Jul-12	2346.22	1	9.5	94	1		2439.89				
24-Jul-12	2325.02	1	9.5	94	1		2439.89				
25-Jul-12	2324.33	1	9.5	94	1		2439.89				
26-Jul-12	2362.85	1	9.5	94	1		2439.89				
27-Jul-12	2408.07	1	9.5	94	1		2439.89				
30-Jul-12	2406.99	1	9.5	94	1		2439.89				
31-Jul-12	2396.62	1	9.5	94	1		2439.89				
1-Aug-12	2389.73	1	9.5	94	1		2439.89				
2-Aug-12	2372.31	1	9.5	94	1		2439.89				
3-Aug-12	2417.77	1	9.5	94	1		2439.89				
6-Aug-12	2423.46	1	9.5	94	1		2439.89				
7-Aug-12	2435.88	1	9.5	94	1		2439.89				
8-Aug-12	2438.16	1	9.5	94	0		0				
9-Aug-12	2440.23	1	9.5	94	0		0				
10-Aug-12	2445.64	1	9.5	94	0		0				
13-Aug-12	2443.05	1	9.5	94	0		0				
14-Aug-12	2443.16	1	9.5	94	0		0				
15-Aug-12	2446.82	1	9.5	94	0		0				
16-Aug-12	2464.38	1	9.5	94	0		0			8	
17-Aug-12	2469	0	0	748	0		0				
20-Aug-12	2468.99	0	0	749	0		0				
21-Aug-12	2460.41	0	0	750	0		0				
22-Aug-12	2461.12	0	0	751	0		0				
23-Aug-12	2441.29	0	0	752	0		0				
24-Aug-12	2457.4	0	0	753	0		0				
27-Aug-12	2456.22	0	0	754	0		0				
28-Aug-12	2454.39	0	0	755	0		0				
29-Aug-12	2457.05	0	0	756	0		0				
30-Aug-12	2438.2	0	0	757	0		0				
31-Aug-12	2450.6	0	0	758	0		0				
4-Sep-12	2447.8	0	0	759	0		0				
5-Sep-12	2445.81	0	0	760	0		0				
6-Sep-12	2496.12	0	0	761	0		0				
7-Sep-12	2506.37	0	0	762	0		0				
10-Sep-12	2491.11	0	0	763	0		0				
11-Sep-12	2498.95	0	0	764	0		0				
12-Sep-12	2504.84	0	0	765	0		0				
13-Sep-12	2546.03	0	0	766	0		0				
14-Sep-12	2556.13	0	0	767	0		0				
17-Sep-12	2548.26	1	7.3	72	1	2568.55	2568.55		72		
18-Sep-12	2545.05	1	7.3	72	1		2568.55				
19-Sep-12	2548.11	1	7.3	72	1		2568.55			7.25	
20-Sep-12	2547.11	1	7.3	72	1		2568.55				
21-Sep-12	2546.92	1	7.3	72	1		2568.55				
24-Sep-12	2541.23	1	7.3	72	1		2568.55				
25-Sep-12	2514.83	1	7.3	72	1		2568.55				
26-Sep-12	2500.92	1	7.3	72	1		2568.55				
27-Sep-12	2525.23	1	7.3	72	1		2568.55				
28-Sep-12	2513.93	1	7.3	72	1		2568.55				
1-Oct-12	2520.71	1	7.3	72	1		2568.55				
2-Oct-12	2523.08	1	7.3	72	1		2568.55				
3-Oct-12	2532.79	1	7.3	72	1		2568.55				
4-Oct-12	2550.98	1	7.3	72	1		2568.55				
5-Oct-12	2551.03	1	7.3	72	1		2568.55				
8-Oct-12	2542.21	1	7.3	72	1		2568.55				
9-Oct-12	2517.14	1	7.3	72	1		2568.55				
10-Oct-12	2501.75	1	7.3	72	1		2568.55				
11-Oct-12	2502.66	1	7.3	72	1		2568.55				
12-Oct-12	2495.28	1	7.3	72	1		2568.55				
15-Oct-12	2515.44	1	7.3	72	1		2568.55				
16-Oct-12	2541.28	1	7.3	72	1		2568.55				
17-Oct-12	2552.05	1	7.3	72	1		2568.55				
18-Oct-12	2545.95	1	7.3	72	1		2568.55				
19-Oct-12	2503.8	1	7.3	72	1		2568.55				
22-Oct-12	2504.96	1	7.3	72	1		2568.55				
23-Oct-12	2468.78	1	7.3	72	1		2568.55				
24-Oct-12	2461.18	1	7.3	72	1		2568.55				
25-Oct-12	2468.6	1	7.3	72	1		2568.55				
26-Oct-12	2466.8	1	7.3	72	1		2568.55				
31-Oct-12	2467.51	1	7.3	72	1		2568.55				
1-Nov-12	2494.67	1	7.3	72	1		2568.55				
2-Nov-12	2471.3	1	7.3	72	1		2568.55				
5-Nov-12	2476.94	1	7.3	72	1		2568.55				
6-Nov-12	2496.46	1	7.3	72	1		2568.55				
7-Nov-12	2439.48	1	7.3	72	1		2568.55				
8-Nov-12	2409.72	1	7.3	72	1		2568.55				
9-Nov-12	2413.92	1	7.3	72	1		2568.55				
12-Nov-12	2414.24	1	7.3	72	1		2568.55				
13-Nov-12	2405.38	1	7.3	72	1		2568.55				
14-Nov-12	2372.94	1	7.3	72	1		2568.55				
15-Nov-12	2369.32	1	7.3	72	1		2568.55				
16-Nov-12	2381.02	1	7.3	72	1		2568.55				
19-Nov-12	2428.47	1	7.3	72	1		2568.55				
20-Nov-12	2430.29	1	7.3	72	1		2568.55				
21-Nov-12	2435.97	1	7.3	72	1		2568.55				
23-Nov-12	2468.06	1	7.3	72	1		2568.55				
26-Nov-12	2463.12	1	7.3	72	1		2568.55				
27-Nov-12	2450.48	1	7.3	72	1		2568.55				
28-Nov-12	2470.47	1	7.3	72	1		2568.55				
29-Nov-12	2481.42	1	7.3	72	1		2568.55				
30-Nov-12	2481.82	1	7.3	72	1		2568.55				
3-Dec-12	2470.07	1	7.3	72	1		2568.55				
4-Dec-12	2465.9	1	7.3	72	1		2568.55				
5-Dec-12	2470.59	1	7.3	72	1		2568.55				
6-Dec-12	2479.4	1	7.3	72	1		2568.55				
7-Dec-12	2486.84	1	7.3	72	1		2568.55				
10-Dec-12	2487.78	1	7.3	72	1		2568.55				
11-Dec-12	2504.08	1	7.3	72	1		2568.55				
12-Dec-12	2505.76	1	7.3	72	1		2568.55				
13-Dec-12	2490.56	1	7.3	72	1		2568.55				
14-Dec-12	2480.36	1	7.3	72	1		2568.55				
17-Dec-12	2509.84	1	7.3	72	1		2568.55				
18-Dec-12	2538.72	1	7.3	72	1		2568.55				
19-Dec-12	2519.54	1	7.3	72	1		2568.55				
20-Dec-12	2533.91	1	7.3	72	1		2568.55				
21-Dec-12	2510.32	1	7.3	72	1		2568.55				
24-Dec-12	2504.51	1	7.3	72	1		2568.55				
26-Dec-12	2492.54	1	7.3	72	1		2568.55				
27-Dec-12	2489.97	1	7.3	72	1		2568.55				
28-Dec-12	2462.71	1	7.3	72	1		2568.55				
31-Dec-12	2504.44	1	7.3	72	1		2568.55				
2-Jan-13	2568.55	1	7.3	72	0		0				
3-Jan-13	2563.19	0	0	841	0		0				
4-Jan-13	2575.66	0	0	842	0		0				
7-Jan-13	2567.63	0	0	843	0		0				
8-Jan-13	2560.17	0	0	844	0		0				
9-Jan-13	2567.02	0	0	845	0		0				
10-Jan-13	2586.52	0	0	846	0		0				
11-Jan-13	2586.69	0	0	847	0		0				
14-Jan-13	2584.27	0	0	848	0		0				
15-Jan-13	2587.2	0	0	849	0		0				
16-Jan-13	2588.02	0	0	850	0		0				
17-Jan-13	2602.64	0	0	851	0		0				
18-Jan-13	2611.54	0	0	852	0		0				
22-Jan-13	2623.22	0	0	853	0		0				
23-Jan-13	2627.23	0	0	854	0		0				
24-Jan-13	2627.33	0	0	855	0		0				
25-Jan-13	2641.64	0	0	856	0		0				
28-Jan-13	2636.83	0	0	857	0		0				
29-Jan-13	2650.43	0	0	858	0		0				
30-Jan-13	2640.77	0	0	859	0		0				
31-Jan-13	2634.16	0	0	860	0		0				
1-Feb-13	2660.7	0	0	861	0		0				
4-Feb-13	2630.05	0	0	862	0		0				
5-Feb-13	2657.76	0	0	863	0		0				
6-Feb-13	2659.55	0	0	864	0		0				
7-Feb-13	2655.84	0	0	865	0		0				
8-Feb-13	2670.85	0	0	866	0		0				
11-Feb-13	2669.37	0	0	867	0		0				
12-Feb-13	2673.77	0	0	868	0		0				
13-Feb-13	2676.6	0	0	869	0		0				
14-Feb-13	2678.77	0	0	870	0		0				
15-Feb-13	2676.21	0	0	871	0		0				
19-Feb-13	2696.26	0	0	872	0		0				
20-Feb-13	2662.94	0	0	873	0		0				
21-Feb-13	2646.75	0	0	874	0		0				
22-Feb-13	2670.36	0	0	875	0		0				
25-Feb-13	2621.46	0	0	876	0		0				
26-Feb-13	2637.89	0	0	877	0		0				
27-Feb-13	2672.11	0	0	878	0		0				
28-Feb-13	2669.92	0	0	879	0		0				
1-Mar-13	2676.18	0	0	880	0		0				
4-Mar-13	2688.54	0	0	881	0		0				
5-Mar-13	2714.35	0	0	882	0		0				
6-Mar-13	2718.07	0	0	883	0		0				
7-Mar-13	2723.27	0	0	884	0		0				
8-Mar-13	2735.67	0	0	885	0		0				
11-Mar-13	2744.81	0	0	886	0		0				
12-Mar-13	2738.35	0	0	887	0		0				
13-Mar-13	2742.87	0	0	888	0		0				
14-Mar-13	2758.3	0	0	889	0		0				
15-Mar-13	2753.82	0	0	890	0		0				
18-Mar-13	2738.68	0	0	891	0		0				
19-Mar-13	2732.09	0	0	892	0		0				
20-Mar-13	2750.42	0	0	893	0		0				
21-Mar-13	2727.69	0	0	894	0		0				
22-Mar-13	2747.25	0	0	895	0		0				
25-Mar-13	2738.08	0	0	896	0		0				
26-Mar-13	2760.32	0	0	897	0		0				
27-Mar-13	2758.85	0	0	898	0		0				
28-Mar-13	2770.05	0	0	899	0		0				
1-Apr-13	2757.83	0	0	900	0		0				
2-Apr-13	2772.11	0	0	901	0		0				
3-Apr-13	2743.38	0	0	902	0		0				
4-Apr-13	2754.67	0	0	903	0		0				
5-Apr-13	2742.86	0	0	904	0		0				
8-Apr-13	2761.05	0	0	905	0		0				
9-Apr-13	2770.84	0	0	906	0		0				
10-Apr-13	2804.81	0	0	907	0		0				
11-Apr-13	2815.02	0	0	908	0		0				
12-Apr-13	2807.1	0	0	909	0		0				
15-Apr-13	2742.63	0	0	910	0		0				
16-Apr-13	2781.86	0	0	911	0		0				
17-Apr-13	2742.01	0	0	912	0		0				
18-Apr-13	2723.72	0	0	913	0		0				
19-Apr-13	2747.94	0	0	914	0		0				
22-Apr-13	2760.8	0	0	915	0		0				
23-Apr-13	2789.56	0	0	916	0		0				
24-Apr-13	2789.93	0	0	917	0		0				
25-Apr-13	2801.28	0	0	918	0		0				
26-Apr-13	2796.24	0	0	919	0		0				
29-Apr-13	2816.39	0	0	920	0		0				
30-Apr-13	2823.42	0	0	921	0		0				
1-May-13	2797.28	0	0	922	0		0				
2-May-13	2823.82	0	0	923	0		0				
3-May-13	2853.88	0	0	924	0		0				
6-May-13	2859.34	0	0	925	0		0				
7-May-13	2874.46	0	0	926	0		0				
8-May-13	2887.61	0	0	927	0		0				
9-May-13	2878.3	0	0	928	0		0				
10-May-13	2890.77	0	0	929	0		0				
13-May-13	2891.17	0	0	930	0		0				
14-May-13	2921.12	0	0	931	0		0				
15-May-13	2936.98	0	0	932	0		0				
16-May-13	2922.4	0	0	933	0		0				
17-May-13	2952.56	0	0	934	0		0				
20-May-13	2950.53	0	0	935	0		0				
21-May-13	2955.69	0	0	936	0		0				
22-May-13	2931.58	0	0	937	0		0				
23-May-13	2923.43	0	0	938	0		0				
24-May-13	2921.88	0	0	939	0		0				
28-May-13	2940.45	0	0	940	0		0				
29-May-13	2920.18	0	0	941	0		0				
30-May-13	2931.39	0	0	942	0		0				
31-May-13	2889.46	0	0	943	0		0				
3-Jun-13	2906.91	0	0	944	0		0				
4-Jun-13	2891.02	0	0	945	0		0				
5-Jun-13	2851.89	0	0	946	0		0				
6-Jun-13	2876.5	0	0	947	0		0				
7-Jun-13	2913.46	0	0	948	0		0				
10-Jun-13	2912.63	0	0	949	0		0				
11-Jun-13	2883.07	0	0	950	0		0				
12-Jun-13	2859.62	0	0	951	0		0				
13-Jun-13	2902.32	0	0	952	0		0				
14-Jun-13	2885.24	0	0	953	0		0				
17-Jun-13	2907.12	0	0	954	0		0				
18-Jun-13	2929.81	0	0	955	0		0				
19-Jun-13	2889.25	0	0	956	0		0				
20-Jun-13	2817.44	0	0	957	0		0				
21-Jun-13	2824.97	0	0	958	0		0				
24-Jun-13	2790.66	0	0	959	0		0				
25-Jun-13	2817.44	0	0	960	0		0				
26-Jun-13	2845.04	0	0	961	0		0				
27-Jun-13	2862.92	0	0	962	0		0				
28-Jun-13	2850.66	0	0	963	0		0				
1-Jul-13	2866.41	0	0	964	0		0				
2-Jul-13	2865.48	0	0	965	0		0				
3-Jul-13	2867.85	0	0	966	0		0				
5-Jul-13	2897.12	0	0	967	0		0				
8-Jul-13	2913.2	0	0	968	0		0				
9-Jul-13	2934.31	0	0	969	0		0				
10-Jul-13	2934.97	0	0	970	0		0				
11-Jul-13	2975.06	0	0	971	0		0				
12-Jul-13	2984.24	0	0	972	0		0				
15-Jul-13	2988.35	0	0	973	0		0				
16-Jul-13	2977.26	0	0	974	0		0				
17-Jul-13	2985.85	0	0	975	0		0				
18-Jul-13	3001.21	0	0	976	0		0				
19-Jul-13	3006.13	0	0	977	0		0				
22-Jul-13	3012.3	0	0	978	0		0				
23-Jul-13	3006.72	0	0	979	0		0				
24-Jul-13	2995.3	0	0	980	0		0				
25-Jul-13	3003.01	0	0	981	0		0				
26-Jul-13	3005.51	0	0	982	0		0				
29-Jul-13	2994.45	0	0	983	0		0				
30-Jul-13	2995.68	0	0	984	0		0				
31-Jul-13	2995.72	0	0	985	0		0				
1-Aug-13	3033.59	0	0	986	0		0				
2-Aug-13	3038.63	0	0	987	0		0				
5-Aug-13	3034.43	0	0	988	0		0				
6-Aug-13	3017.16	0	0	989	0		0				
7-Aug-13	3006.63	0	0	990	0		0				
8-Aug-13	3019	0	0	991	0		0				
9-Aug-13	3008.79	0	0	992	0		0				
12-Aug-13	3005.42	0	0	993	0		0				
13-Aug-13	3014.43	0	0	994	0		0				
14-Aug-13	2999.42	0	0	995	0		0				
15-Aug-13	2957.08	0	0	996	0		0				
16-Aug-13	2947.46	0	0	997	0		0				
19-Aug-13	2930.27	0	0	998	0		0				
20-Aug-13	2941.58	0	0	999	0		0				
21-Aug-13	2924.73	0	0	1000	0		0				
22-Aug-13	2949.96	0	0	1001	0		0				
23-Aug-13	2962.06	0	0	1002	0		0				
26-Aug-13	2950.13	0	0	1003	0		0				
27-Aug-13	2903.29	0	0	1004	0		0				
28-Aug-13	2911.83	0	0	1005	0		0				
29-Aug-13	2917.96	0	0	1006	0		0				
30-Aug-13	2908.96	0	0	1007	0		0				
3-Sep-13	2921.23	0	0	1008	0		0				
4-Sep-13	2945.62	0	0	1009	0		0				
5-Sep-13	2949.27	0	0	1010	0		0				
6-Sep-13	2949.8	0	0	1011	0		0				
9-Sep-13	2979.45	0	0	1012	0		0				
10-Sep-13	3001.36	0	0	1013	0		0				
11-Sep-13	3010.94	0	0	1014	0		0				
12-Sep-13	3001.62	0	0	1015	0		0				
13-Sep-13	3009.79	0	0	1016	0		0				
16-Sep-13	3026.94	0	0	1017	0		0				
17-Sep-13	3039.75	0	0	1018	0		0				
18-Sep-13	3076.81	0	0	1019	0		0				
19-Sep-13	3071.61	0	0	1020	0		0				
20-Sep-13	3049.47	0	0	1021	0		0				
23-Sep-13	3035.09	0	0	1022	0		0				
24-Sep-13	3027.52	0	0	1023	0		0				
25-Sep-13	3019.31	0	0	1024	0		0				
26-Sep-13	3030.41	0	0	1025	0		0				
27-Sep-13	3018.24	0	0	1026	0		0				
30-Sep-13	3000.18	0	0	1027	0		0				
1-Oct-13	3024.38	0	0	1028	0		0				
2-Oct-13	3022.95	0	0	1029	0		0				
3-Oct-13	2995.81	0	0	1030	0		0				
4-Oct-13	3017.05	0	0	1031	0		0				
7-Oct-13	2991.39	0	0	1032	0		0				
8-Oct-13	2955.41	0	0	1033	0		0				
9-Oct-13	2957.4	0	0	1034	0		0				
10-Oct-13	3022.43	0	0	1035	0		0				
11-Oct-13	3041.43	0	0	1036	0		0				
14-Oct-13	3053.84	0	0	1037	0		0				
15-Oct-13	3032.27	0	0	1038	0		0				
16-Oct-13	3074.54	0	0	1039	0		0				
17-Oct-13	3095.42	0	0	1040	0		0				
18-Oct-13	3115.77	0	0	1041	0		0				
21-Oct-13	3116.09	0	0	1042	0		0				
22-Oct-13	3133.98	0	0	1043	0		0				
23-Oct-13	3119.2	0	0	1044	0		0				
24-Oct-13	3129.41	0	0	1045	0		0				
25-Oct-13	3143.16	0	0	1046	0		0				
28-Oct-13	3147.36	0	0	1047	0		0				
29-Oct-13	3165.11	0	0	1048	0		0				
30-Oct-13	3149.93	0	0	1049	0		0				
31-Oct-13	3138.09	0	0	1050	0		0				
1-Nov-13	3147.21	0	0	1051	0		0				
4-Nov-13	3158.47	0	0	1052	0		0				
5-Nov-13	3149.96	0	0	1053	0		0				
6-Nov-13	3165.13	0	0	1054	0		0				
7-Nov-13	3124.12	0	0	1055	0		0				
8-Nov-13	3166.11	0	0	1056	0		0				
11-Nov-13	3168.41	0	0	1057	0		0				
