date	close	down	downSize	recovery	redMark	val						
4-Aug-11	1200.07	1	13.9	78	1	1254.19						1286.94
5-Aug-11	1199.38	1	13.9	78	1	1254.19						1286.94
8-Aug-11	1119.46	1	13.9	78	1	1254.19						1286.94
9-Aug-11	1172.53	1	13.9	78	1	1254.19						1286.94
10-Aug-11	1120.76	1	13.9	78	1	1254.19						1286.94
11-Aug-11	1172.64	1	13.9	78	1	1254.19						1286.94
12-Aug-11	1178.81	1	13.9	78	1	1254.19						1286.94
15-Aug-11	1204.49	1	13.9	78	1	1254.19						1286.94
16-Aug-11	1192.76	1	13.9	78	1	1254.19						1286.94
17-Aug-11	1193.89	1	13.9	78	1	1254.19						1286.94
18-Aug-11	1140.65	1	13.9	78	1	1254.19						1286.94
19-Aug-11	1123.53	1	13.9	78	1	1254.19						1286.94
22-Aug-11	1123.82	1	13.9	78	1	1254.19						1286.94
23-Aug-11	1162.35	1	13.9	78	1	1254.19						1286.94
24-Aug-11	1177.6	1	13.9	78	1	1254.19						1286.94
25-Aug-11	1159.27	1	13.9	78	1	1254.19						1286.94
26-Aug-11	1176.8	1	13.9	78	1	1254.19						1286.94
29-Aug-11	1210.08	1	13.9	78	1	1254.19						1286.94
30-Aug-11	1212.92	1	13.9	78	1	1254.19						1286.94
31-Aug-11	1218.89	1	13.9	78	1	1254.19						1286.94
1-Sep-11	1204.42	1	13.9	78	1	1254.19						1286.94
2-Sep-11	1173.97	1	13.9	78	1	1254.19						1286.94
6-Sep-11	1165.24	1	13.9	78	1	1254.19						1286.94
7-Sep-11	1198.62	1	13.9	78	1	1254.19						1286.94
8-Sep-11	1185.9	1	13.9	78	1	1254.19						1286.94
9-Sep-11	1154.23	1	13.9	78	1	1254.19						1286.94
12-Sep-11	1162.27	1	13.9	78	1	1254.19						1286.94
13-Sep-11	1172.87	1	13.9	78	1	1254.19						1286.94
14-Sep-11	1188.68	1	13.9	78	1	1254.19						1286.94
15-Sep-11	1209.11	1	13.9	78	1	1254.19						1286.94
16-Sep-11	1216.01	1	13.9	78	1	1254.19						1286.94
19-Sep-11	1204.09	1	13.9	78	1	1254.19						1286.94
20-Sep-11	1202.09	1	13.9	78	1	1254.19						1286.94
21-Sep-11	1166.76	1	13.9	78	1	1254.19						1286.94
22-Sep-11	1129.56	1	13.9	78	1	1254.19						1286.94
23-Sep-11	1136.43	1	13.9	78	1	1254.19						1286.94
26-Sep-11	1162.95	1	13.9	78	1	1254.19						1286.94
27-Sep-11	1175.38	1	13.9	78	1	1254.19						1286.94
28-Sep-11	1151.06	1	13.9	78	1	1254.19						1286.94
29-Sep-11	1160.4	1	13.9	78	1	1254.19						1286.94
30-Sep-11	1131.42	1	13.9	78	1	1254.19						1286.94
3-Oct-11	1099.23	1	13.9	78	1	1254.19						1286.94
4-Oct-11	1123.95	1	13.9	78	1	1254.19						1286.94
5-Oct-11	1144.03	1	13.9	78	1	1254.19						1286.94
6-Oct-11	1164.97	1	13.9	78	1	1254.19						1286.94
7-Oct-11	1155.46	1	13.9	78	1	1254.19						1286.94
10-Oct-11	1194.89	1	13.9	78	1	1254.19						1286.94
11-Oct-11	1195.54	1	13.9	78	1	1254.19						1286.94
12-Oct-11	1207.25	1	13.9	78	1	1254.19						1286.94
13-Oct-11	1203.66	1	13.9	78	1	1254.19						1286.94
14-Oct-11	1224.58	1	13.9	78	1	1254.19						1286.94
17-Oct-11	1200.86	1	13.9	78	1	1254.19						1286.94
18-Oct-11	1225.38	1	13.9	78	1	1254.19						1286.94
19-Oct-11	1209.88	1	13.9	78	1	1254.19						1286.94
20-Oct-11	1215.39	1	13.9	78	1	1254.19						1286.94
21-Oct-11	1238.25	1	13.9	78	1	1254.19						1286.94
24-Oct-11	1254.19	1	13.9	78	0	0						1286.94
25-Oct-11	1229.05	1	13.9	78	0	0						1286.94
26-Oct-11	1242	1	13.9	78	0	0						1286.94
27-Oct-11	1284.59	1	13.9	78	0	0						1286.94
28-Oct-11	1285.09	0	59.14	546	0	0						0
31-Oct-11	1253.3	0	55.85	547	0	0						0
1-Nov-11	1218.28	0	52.89	548	0	0						0
2-Nov-11	1237.9	0	54.59	549	0	0						0
3-Nov-11	1261.15	0	57.86	550	0	0						0
4-Nov-11	1253.23	0	57.51	551	0	0						0
7-Nov-11	1261.12	0	58.11	552	0	0						0
8-Nov-11	1275.92	0	59.81	553	0	0						0
9-Nov-11	1229.1	1	7.4	36	1	1254						0
10-Nov-11	1239.7	1	7.4	36	1	1254						0
11-Nov-11	1263.85	1	7.4	36	1	1254						0
14-Nov-11	1251.78	1	7.4	36	1	1254						0
15-Nov-11	1257.81	1	7.4	36	1	1254						0
16-Nov-11	1236.91	1	7.4	36	1	1254						0
17-Nov-11	1216.13	1	7.4	36	1	1254						0
18-Nov-11	1215.65	1	7.4	36	1	1254						0
21-Nov-11	1192.98	1	7.4	36	1	1254						0
22-Nov-11	1188.04	1	7.4	36	1	1254						0
23-Nov-11	1161.79	1	7.4	36	1	1254						0
25-Nov-11	1158.67	1	7.4	36	1	1254						0
28-Nov-11	1192.55	1	7.4	36	1	1254						0
29-Nov-11	1195.19	1	7.4	36	1	1254						0
30-Nov-11	1246.96	1	7.4	36	1	1254						0
1-Dec-11	1244.58	1	7.4	36	1	1254						0
2-Dec-11	1244.28	1	7.4	36	1	1254						0
5-Dec-11	1257.08	1	7.4	36	1	1254						0
6-Dec-11	1258.47	1	7.4	36	1	1254						0
7-Dec-11	1261.01	1	7.4	36	1	1254						0
8-Dec-11	1234.35	1	7.4	36	1	1254						0
9-Dec-11	1255.19	1	7.4	36	1	1254						0
12-Dec-11	1236.47	1	7.4	36	1	1254						0
13-Dec-11	1225.73	1	7.4	36	1	1254						0
14-Dec-11	1211.82	1	7.4	36	1	1254						0
15-Dec-11	1215.75	1	7.4	36	1	1254						0
16-Dec-11	1219.66	1	7.4	36	1	1254						0
19-Dec-11	1205.35	1	7.4	36	1	1254						0
20-Dec-11	1241.3	1	7.4	36	1	1254						0
21-Dec-11	1243.72	1	7.4	36	1	1254						0
22-Dec-11	1254	1	7.4	36	1	1254						0
23-Dec-11	1265.33	1	7.4	36	1	1254						0
27-Dec-11	1265.43	1	7.4	36	1	1254						0
28-Dec-11	1249.64	1	7.4	36	1	1254						0
29-Dec-11	1263.02	1	7.4	36	0	0						0
30-Dec-11	1257.6	1	7.4	36	0	0						0
3-Jan-12	1277.06	1	7.4	36	0	0						0
4-Jan-12	1277.3	0	60.79	591	0	0						0
5-Jan-12	1281.06	0	61.6	592	0	0						0
6-Jan-12	1277.81	0	60.97	593	0	0						0
9-Jan-12	1280.7	0	61.52	594	0	0						0
10-Jan-12	1292.08	0	63.12	595	0	0						0
11-Jan-12	1292.48	0	63.28	596	0	0						0
12-Jan-12	1295.5	0	63.75	597	0	0						0
13-Jan-12	1289.09	0	62.75	598	0	0						0
17-Jan-12	1293.67	0	63.51	599	0	0						0
18-Jan-12	1308.04	0	65.28	600	0	0						0
19-Jan-12	1314.5	0	66.73	601	0	0						0
20-Jan-12	1315.38	0	67.15	602	0	0						0
23-Jan-12	1316	0	67.21	603	0	0						0
24-Jan-12	1314.65	0	67.41	604	0	0						0
25-Jan-12	1326.06	0	68.61	605	0	0						0
26-Jan-12	1318.43	0	67.7	606	0	0						0
27-Jan-12	1316.33	0	67.34	607	0	0						0
30-Jan-12	1313.01	0	67.22	608	0	0						0
31-Jan-12	1312.41	0	66.89	609	0	0						0
1-Feb-12	1324.09	0	68.24	610	0	0						0
2-Feb-12	1325.54	0	68.33	611	0	0						0
3-Feb-12	1344.9	0	71.23	612	0	0						0
6-Feb-12	1344.33	0	70.49	613	0	0						0
7-Feb-12	1347.05	0	70.78	614	0	0						0
8-Feb-12	1349.96	0	70.69	615	0	0						0
9-Feb-12	1351.95	0	71.41	616	0	0						0
10-Feb-12	1342.64	0	70.47	617	0	0						0
13-Feb-12	1351.77	0	71.31	618	0	0						0
14-Feb-12	1350.5	0	71.26	619	0	0						0
15-Feb-12	1343.23	0	69.53	620	0	0						0
16-Feb-12	1358.04	0	71.5	621	0	0						0
17-Feb-12	1361.23	0	71.78	622	0	0						0
21-Feb-12	1362.21	0	71.38	623	0	0						0
22-Feb-12	1357.66	0	71.17	624	0	0						0
23-Feb-12	1363.46	0	72.19	625	0	0						0
24-Feb-12	1365.74	0	72.06	626	0	0						0
27-Feb-12	1367.59	0	72.4	627	0	0						0
28-Feb-12	1372.18	0	72.57	628	0	0						0
29-Feb-12	1365.68	0	71.96	629	0	0						0
1-Mar-12	1374.09	0	72.97	630	0	0						0
2-Mar-12	1369.63	0	72.31	631	0	0						0
5-Mar-12	1364.33	0	72.28	632	0	0						0
6-Mar-12	1343.36	0	69.62	633	0	0						0
7-Mar-12	1352.63	0	70.8	634	0	0						0
8-Mar-12	1365.91	0	72.37	635	0	0						0
9-Mar-12	1370.87	0	73.35	636	0	0						0
12-Mar-12	1371.09	0	73.59	637	0	0						0
13-Mar-12	1395.95	0	76.24	638	0	0						0
14-Mar-12	1394.28	0	75.5	639	0	0						0
15-Mar-12	1402.6	0	77.1	640	0	0						0
16-Mar-12	1404.17	0	77.09	641	0	0						0
19-Mar-12	1409.75	0	77.06	642	0	0						0
20-Mar-12	1405.52	0	76.24	643	0	0						0
21-Mar-12	1402.89	0	76.46	644	0	0						0
22-Mar-12	1392.78	0	75.48	645	0	0						0
23-Mar-12	1397.11	0	75.91	646	0	0						0
26-Mar-12	1416.51	0	78.42	647	0	0						0
27-Mar-12	1412.52	0	78.07	648	0	0						0
28-Mar-12	1405.54	0	76.4	649	0	0						0
29-Mar-12	1403.28	0	76.59	650	0	0						0
30-Mar-12	1408.47	0	77.62	651	0	0						0
2-Apr-12	1419.04	0	78.79	652	0	0						0
3-Apr-12	1413.38	0	78.15	653	0	0						0
4-Apr-12	1398.96	0	76.55	654	0	0						0
5-Apr-12	1398.08	0	77.27	655	0	0						0
9-Apr-12	1382.2	0	75.39	656	0	0						0
10-Apr-12	1358.59	0	72.12	657	0	0						0
11-Apr-12	1368.71	0	73.94	658	0	0						0
12-Apr-12	1387.57	0	76.17	659	0	0						0
13-Apr-12	1370.26	0	74.97	660	0	0						0
16-Apr-12	1369.57	0	75.45	661	0	0						0
17-Apr-12	1390.78	0	77.76	662	0	0						0
18-Apr-12	1385.14	0	77.14	663	0	0						0
19-Apr-12	1376.92	0	75.37	664	0	0						0
20-Apr-12	1378.53	0	76.55	665	0	0						0
23-Apr-12	1366.94	0	74.6	666	0	0						0
24-Apr-12	1371.97	0	74.65	667	0	0						0
25-Apr-12	1390.69	0	76.75	668	0	0						0
26-Apr-12	1399.98	0	78.18	669	0	0						0
27-Apr-12	1403.36	0	79.37	670	0	0						0
30-Apr-12	1397.91	1	6.1	67	0	0						0
1-May-12	1405.82	1	6.1	67	0	0						0
2-May-12	1402.31	1	6.1	67	0	0						0
3-May-12	1391.57	1	6.1	67	0	0						0
4-May-12	1369.1	1	6.1	67	1	1369.1						0
7-May-12	1369.58	1	6.1	67	1	1369.1						0
8-May-12	1363.72	1	6.1	67	1	1369.1						0
9-May-12	1354.58	1	6.1	67	1	1369.1						0
10-May-12	1357.99	1	6.1	67	1	1369.1						0
11-May-12	1353.39	1	6.1	67	1	1369.1						0
14-May-12	1338.35	1	6.1	67	1	1369.1						0
15-May-12	1330.66	1	6.1	67	1	1369.1						0
16-May-12	1324.8	1	6.1	67	1	1369.1						0
17-May-12	1304.86	1	6.1	67	1	1369.1						0
18-May-12	1295.22	1	6.1	67	1	1369.1						0
21-May-12	1315.99	1	6.1	67	1	1369.1						0
22-May-12	1316.63	1	6.1	67	1	1369.1						0
23-May-12	1318.86	1	6.1	67	1	1369.1						0
24-May-12	1320.68	1	6.1	67	1	1369.1						0
25-May-12	1317.82	1	6.1	67	1	1369.1						0
29-May-12	1332.42	1	6.1	67	1	1369.1						0
30-May-12	1313.32	1	6.1	67	1	1369.1						0
31-May-12	1310.33	1	6.1	67	1	1369.1						0
1-Jun-12	1278.04	1	6.1	67	1	1369.1						0
4-Jun-12	1278.18	1	6.1	67	1	1369.1						0
5-Jun-12	1285.5	1	6.1	67	1	1369.1						0
6-Jun-12	1315.13	1	6.1	67	1	1369.1						0
7-Jun-12	1314.99	1	6.1	67	1	1369.1						0
8-Jun-12	1325.66	1	6.1	67	1	1369.1						0
11-Jun-12	1308.93	1	6.1	67	1	1369.1						0
12-Jun-12	1324.18	1	6.1	67	1	1369.1						0
13-Jun-12	1314.88	1	6.1	67	1	1369.1						0
14-Jun-12	1329.1	1	6.1	67	1	1369.1						0
15-Jun-12	1342.84	1	6.1	67	1	1369.1						0
18-Jun-12	1344.78	1	6.1	67	1	1369.1						0
19-Jun-12	1357.98	1	6.1	67	1	1369.1						0
20-Jun-12	1355.69	1	6.1	67	1	1369.1						0
21-Jun-12	1325.51	1	6.1	67	1	1369.1						0
22-Jun-12	1335.02	1	6.1	67	1	1369.1						0
25-Jun-12	1313.72	1	6.1	67	1	1369.1						0
26-Jun-12	1319.99	1	6.1	67	1	1369.1						0
27-Jun-12	1331.85	1	6.1	67	1	1369.1						0
28-Jun-12	1329.04	1	6.1	67	1	1369.1						0
29-Jun-12	1362.16	1	6.1	67	1	1369.1						0
2-Jul-12	1365.51	1	6.1	67	1	1369.1						0
3-Jul-12	1374.02	1	6.1	67	1	1369.1						0
5-Jul-12	1367.58	1	6.1	67	1	1369.1						0
6-Jul-12	1354.68	1	6.1	67	1	1369.1						0
9-Jul-12	1352.46	1	6.1	67	1	1369.1						0
10-Jul-12	1341.47	1	6.1	67	1	1369.1						0
11-Jul-12	1341.45	1	6.1	67	1	1369.1						0
12-Jul-12	1334.76	1	6.1	67	1	1369.1						0
13-Jul-12	1356.78	1	6.1	67	1	1369.1						0
16-Jul-12	1353.64	1	6.1	67	1	1369.1						0
17-Jul-12	1363.67	1	6.1	67	1	1369.1						0
18-Jul-12	1372.78	1	6.1	67	1	1369.1						0
19-Jul-12	1376.51	1	6.1	67	1	1369.1						0
20-Jul-12	1362.66	1	6.1	67	1	1369.1						0
23-Jul-12	1350.52	1	6.1	67	1	1369.1						0
24-Jul-12	1338.31	1	6.1	67	1	1369.1						0
25-Jul-12	1337.89	1	6.1	67	1	1369.1						0
26-Jul-12	1360.02	1	6.1	67	1	1369.1						0
27-Jul-12	1385.97	1	6.1	67	1	1369.1						0
30-Jul-12	1385.3	1	6.1	67	0	0						0
31-Jul-12	1379.32	1	6.1	67	0	0						0
1-Aug-12	1375.32	1	6.1	67	0	0						0
2-Aug-12	1365	1	6.1	67	0	0						0
3-Aug-12	1390.99	1	6.1	67	0	0						0
6-Aug-12	1394.23	0	80.23	739	0	0						0
7-Aug-12	1401.35	0	81.01	740	0	0						0
8-Aug-12	1402.22	0	80.91	741	0	0						0
9-Aug-12	1402.8	0	80.21	742	0	0						0
10-Aug-12	1405.87	0	80.62	743	0	0						0
13-Aug-12	1404.11	0	80.63	744	0	0						0
14-Aug-12	1403.93	0	80.23	745	0	0						0
15-Aug-12	1405.53	0	80.55	746	0	0						0
16-Aug-12	1415.51	0	81.44	747	0	0						0
17-Aug-12	1418.16	0	82.48	748	0	0						0
20-Aug-12	1418.13	0	82.22	749	0	0						0
21-Aug-12	1413.17	0	81.83	750	0	0						0
22-Aug-12	1413.49	0	81.64	751	0	0						0
23-Aug-12	1402.08	0	80.37	752	0	0						0
24-Aug-12	1411.13	0	81.28	753	0	0						0
27-Aug-12	1410.44	0	80.63	754	0	0						0
28-Aug-12	1409.3	0	80.21	755	0	0						0
29-Aug-12	1410.49	0	80.78	756	0	0						0
30-Aug-12	1399.48	0	79.57	757	0	0						0
31-Aug-12	1406.58	0	80.64	758	0	0						0
4-Sep-12	1404.94	0	80.58	759	0	0						0
5-Sep-12	1403.44	0	79.59	760	0	0						0
6-Sep-12	1432.12	0	82.88	761	0	0						0
7-Sep-12	1437.92	0	83.41	762	0	0						0
10-Sep-12	1429.08	0	83.03	763	0	0						0
11-Sep-12	1433.56	0	83.84	764	0	0						0
12-Sep-12	1436.56	0	84.33	765	0	0						0
13-Sep-12	1459.99	0	86.11	766	0	0						0
14-Sep-12	1465.77	0	86.62	767	0	0						0
17-Sep-12	1461.19	0	86	768	0	0						0
18-Sep-12	1459.32	0	85.54	769	0	0						0
19-Sep-12	1461.05	0	85.45	770	0	0						0
20-Sep-12	1460.26	0	84.53	771	0	0						0
21-Sep-12	1460.15	0	83.9	772	0	0						0
24-Sep-12	1456.89	0	83.93	773	0	0						0
25-Sep-12	1441.59	0	82.1	774	0	0						0
26-Sep-12	1433.32	0	81.78	775	0	0						0
27-Sep-12	1447.15	0	83.28	776	0	0						0
28-Sep-12	1440.67	0	82.69	777	0	0						0
1-Oct-12	1444.49	0	83.4	778	0	0						0
2-Oct-12	1445.75	0	83.13	779	0	0						0
3-Oct-12	1450.99	0	84.09	780	0	0						0
4-Oct-12	1461.4	0	85.28	781	0	0						0
5-Oct-12	1460.93	0	85.72	782	0	0						0
8-Oct-12	1455.88	0	85.58	783	0	0						0
9-Oct-12	1441.48	0	83.8	784	0	0						0
10-Oct-12	1432.56	0	83.63	785	0	0						0
11-Oct-12	1432.84	0	83.41	786	0	0						0
12-Oct-12	1428.59	0	83.44	787	0	0						0
15-Oct-12	1440.13	0	85.09	788	0	0						0
16-Oct-12	1454.92	0	86.52	789	0	0						0
17-Oct-12	1460.91	0	86.13	790	0	0						0
18-Oct-12	1457.34	0	85.94	791	0	0						0
19-Oct-12	1433.19	0	83.12	792	0	0						0
22-Oct-12	1433.82	0	83.05	793	0	0						0
23-Oct-12	1413.11	0	81.99	794	0	0						0
24-Oct-12	1408.75	0	80.7	795	0	0						0
25-Oct-12	1412.97	0	81.28	796	0	0						0
26-Oct-12	1411.94	0	81.03	797	0	0						0
31-Oct-12	1412.16	0	79.6	798	0	0						0
1-Nov-12	1427.59	0	82.14	799	0	0						0
2-Nov-12	1414.2	0	80.88	800	0	0						0
5-Nov-12	1417.26	0	81.34	801	0	0						0
6-Nov-12	1428.39	0	82.58	802	0	0						0
7-Nov-12	1394.53	0	79.93	803	0	0						0
8-Nov-12	1377.51	0	78.46	804	0	0						0
9-Nov-12	1379.85	0	78.76	805	0	0						0
12-Nov-12	1380.03	0	78.98	806	0	0						0
13-Nov-12	1374.53	0	79.02	807	0	0						0
14-Nov-12	1355.49	0	76.89	808	0	0						0
15-Nov-12	1353.33	0	76.46	809	0	0						0
16-Nov-12	1359.88	0	77	810	0	0						0
19-Nov-12	1386.89	0	79.94	811	0	0						0
20-Nov-12	1387.81	0	79.49	812	0	0						0
21-Nov-12	1391.03	0	79.91	813	0	0						0
23-Nov-12	1409.15	0	81.98	814	0	0						0
26-Nov-12	1406.29	0	81.37	815	0	0						0
27-Nov-12	1398.94	0	80.88	816	0	0						0
28-Nov-12	1409.93	0	82.43	817	0	0						0
29-Nov-12	1415.95	0	82.8	818	0	0						0
30-Nov-12	1416.18	0	81.75	819	0	0						0
3-Dec-12	1409.46	0	80.54	820	0	0						0
4-Dec-12	1407.05	0	80.27	821	0	0						0
5-Dec-12	1409.28	0	81.16	822	0	0						0
6-Dec-12	1413.94	0	81.46	823	0	0						0
7-Dec-12	1418.07	0	82.24	824	0	0						0
10-Dec-12	1418.55	0	82.34	825	0	0						0
11-Dec-12	1427.84	0	82.76	826	0	0						0
12-Dec-12	1428.48	0	82.5	827	0	0						0
13-Dec-12	1419.45	0	82.02	828	0	0						0
14-Dec-12	1413.58	0	81.8	829	0	0						0
17-Dec-12	1430.36	0	83.76	830	0	0						0
18-Dec-12	1446.79	0	85.76	831	0	0						0
19-Dec-12	1435.81	0	84.87	832	0	0						0
20-Dec-12	1443.69	0	84.96	833	0	0						0
21-Dec-12	1430.15	0	83.57	834	0	0						0
24-Dec-12	1426.66	0	83.45	835	0	0						0
26-Dec-12	1419.83	0	82.22	836	0	0						0
27-Dec-12	1418.1	0	82.61	837	0	0						0
28-Dec-12	1402.43	0	81.07	838	0	0						0
31-Dec-12	1426.19	0	84.16	839	0	0						0
2-Jan-13	1462.42	0	87.59	840	0	0						0
3-Jan-13	1459.37	0	88.58	841	0	0						0
4-Jan-13	1466.47	0	89.42	842	0	0						0
7-Jan-13	1461.89	0	88.27	843	0	0						0
8-Jan-13	1457.15	0	87.18	844	0	0						0
9-Jan-13	1461.02	0	88.09	845	0	0						0
10-Jan-13	1472.12	0	89.4	846	0	0						0
11-Jan-13	1472.05	0	89.04	847	0	0						0
14-Jan-13	1470.68	0	89.17	848	0	0						0
15-Jan-13	1472.34	0	89.96	849	0	0						0
16-Jan-13	1472.63	0	89.6	850	0	0						0
17-Jan-13	1480.94	0	91.24	851	0	0						0
18-Jan-13	1485.98	0	91.72	852	0	0						0
22-Jan-13	1492.56	0	92.88	853	0	0						0
23-Jan-13	1494.81	0	93.88	854	0	0						0
24-Jan-13	1494.82	0	94.81	855	0	0						0
25-Jan-13	1502.96	0	95.34	856	0	0						0
28-Jan-13	1500.18	0	95.1	857	0	0						0
29-Jan-13	1507.84	0	95.47	858	0	0						0
30-Jan-13	1501.96	0	94.79	859	0	0						0
31-Jan-13	1498.11	0	94.78	860	0	0						0
1-Feb-13	1513.17	0	96.01	861	0	0						0
4-Feb-13	1495.71	0	94.42	862	0	0						0
5-Feb-13	1511.29	0	96.1	863	0	0						0
6-Feb-13	1512.12	0	96.12	864	0	0						0
7-Feb-13	1509.39	0	95.87	865	0	0						0
8-Feb-13	1517.93	0	96.99	866	0	0						0
11-Feb-13	1517.01	0	96.91	867	0	0						0
12-Feb-13	1519.43	0	97.57	868	0	0						0
13-Feb-13	1520.33	0	97.27	869	0	0						0
14-Feb-13	1521.38	0	97.43	870	0	0						0
15-Feb-13	1519.79	0	98.06	871	0	0						0
19-Feb-13	1530.94	0	99.26	872	0	0						0
20-Feb-13	1511.95	0	96.67	873	0	0						0
21-Feb-13	1502.42	0	95.35	874	0	0						0
22-Feb-13	1515.6	0	96.43	875	0	0						0
25-Feb-13	1487.85	0	93.16	876	0	0						0
26-Feb-13	1496.94	0	94.69	877	0	0						0
27-Feb-13	1515.99	0	97.81	878	0	0						0
28-Feb-13	1514.68	0	98.07	879	0	0						0
1-Mar-13	1518.2	0	98.81	880	0	0						0
4-Mar-13	1525.2	0	99.94	881	0	0						0
5-Mar-13	1539.79	0	101.99	882	0	0						0
6-Mar-13	1541.46	0	101.62	883	0	0						0
7-Mar-13	1544.26	0	100.83	884	0	0						0
8-Mar-13	1551.18	0	102.42	885	0	0						0
11-Mar-13	1556.22	0	103.06	886	0	0						0
12-Mar-13	1552.48	0	102.38	887	0	0						0
13-Mar-13	1554.52	0	102.92	888	0	0						0
14-Mar-13	1563.23	0	103.93	889	0	0						0
15-Mar-13	1560.7	0	103.86	890	0	0						0
18-Mar-13	1552.1	0	102.74	891	0	0						0
19-Mar-13	1548.34	0	101.96	892	0	0						0
20-Mar-13	1558.71	0	103.41	893	0	0						0
21-Mar-13	1545.8	0	102.15	894	0	0						0
22-Mar-13	1556.89	0	103.43	895	0	0						0
25-Mar-13	1551.69	0	102.37	896	0	0						0
26-Mar-13	1563.77	0	103.41	897	0	0						0
27-Mar-13	1562.85	0	103.73	898	0	0						0
28-Mar-13	1569.19	0	105.07	899	0	0						0
1-Apr-13	1562.17	0	103.03	900	0	0						0
2-Apr-13	1570.25	0	103.45	901	0	0						0
3-Apr-13	1553.69	0	102.21	902	0	0						0
4-Apr-13	1559.98	0	103.51	903	0	0						0
5-Apr-13	1553.28	0	102.61	904	0	0						0
8-Apr-13	1563.07	0	104.12	905	0	0						0
9-Apr-13	1568.61	0	104.5	906	0	0						0
10-Apr-13	1587.73	0	106.55	907	0	0						0
11-Apr-13	1593.37	0	107.97	908	0	0						0
12-Apr-13	1588.85	0	107.78	909	0	0						0
15-Apr-13	1552.36	0	102.87	910	0	0						0
16-Apr-13	1574.57	0	106.26	911	0	0						0
17-Apr-13	1552.01	0	104.07	912	0	0						0
18-Apr-13	1541.61	0	102.86	913	0	0						0
19-Apr-13	1555.25	0	104.19	914	0	0						0
22-Apr-13	1562.5	0	104.81	915	0	0						0
23-Apr-13	1578.78	0	105.99	916	0	0						0
24-Apr-13	1578.79	0	106.9	917	0	0						0
25-Apr-13	1585.16	0	108.55	918	0	0						0
26-Apr-13	1582.24	0	108.14	919	0	0						0
29-Apr-13	1593.61	0	109.77	920	0	0						0
30-Apr-13	1597.57	0	110.23	921	0	0						0
1-May-13	1582.7	0	109.19	922	0	0						0
2-May-13	1597.59	0	110.57	923	0	0						0
3-May-13	1614.42	0	113.34	924	0	0						0
6-May-13	1617.5	0	113.28	925	0	0						0
7-May-13	1625.96	0	115.35	926	0	0						0
8-May-13	1632.69	0	115.85	927	0	0						0
9-May-13	1626.67	0	115.12	928	0	0						0
10-May-13	1633.7	0	116.22	929	0	0						0
13-May-13	1633.77	0	115.88	930	0	0						0
14-May-13	1650.34	0	118.38	931	0	0						0
15-May-13	1658.78	0	119.23	932	0	0						0
16-May-13	1650.47	0	117.52	933	0	0						0
17-May-13	1667.47	0	120.03	934	0	0						0
20-May-13	1666.29	0	119.98	935	0	0						0
21-May-13	1669.16	0	120.95	936	0	0						0
22-May-13	1655.35	0	118.5	937	0	0						0
23-May-13	1650.51	0	117.49	938	0	0						0
24-May-13	1649.6	0	117.57	939	0	0						0
28-May-13	1660.06	0	118.47	940	0	0						0
29-May-13	1648.36	0	117.03	941	0	0						0
30-May-13	1654.41	0	117.04	942	0	0						0
31-May-13	1630.74	0	115.64	943	0	0						0
3-Jun-13	1640.42	0	116.62	944	0	0						0
4-Jun-13	1631.38	0	115.81	945	0	0						0
5-Jun-13	1608.9	0	112.65	946	0	0						0
6-Jun-13	1622.56	0	114.69	947	0	0						0
7-Jun-13	1643.38	0	117.29	948	0	0						0
10-Jun-13	1642.81	0	116.61	949	0	0						0
11-Jun-13	1626.13	0	115.17	950	0	0						0
12-Jun-13	1612.52	0	113.63	951	0	0						0
13-Jun-13	1636.36	0	116.87	952	0	0						0
14-Jun-13	1626.73	0	116.02	953	0	0						0
17-Jun-13	1639.04	0	116.87	954	0	0						0
18-Jun-13	1651.81	0	118.9	955	0	0						0
19-Jun-13	1628.93	0	116.27	956	0	0						0
20-Jun-13	1588.19	0	111.72	957	0	0						0
21-Jun-13	1592.43	0	111.6	958	0	0						0
24-Jun-13	1573.09	0	109.18	959	0	0						0
25-Jun-13	1588.03	0	111.39	960	0	0						0
26-Jun-13	1603.26	0	113.04	961	0	0						0
27-Jun-13	1613.2	0	114.48	962	0	0						0
28-Jun-13	1606.28	0	113.65	963	0	0						0
1-Jul-13	1614.96	0	114.88	964	0	0						0
2-Jul-13	1614.08	0	114.33	965	0	0						0
3-Jul-13	1615.41	0	114.65	966	0	0						0
5-Jul-13	1631.89	0	116.61	967	0	0						0
8-Jul-13	1640.46	0	117.96	968	0	0						0
9-Jul-13	1652.32	0	120.18	969	0	0						0
10-Jul-13	1652.62	0	120.47	970	0	0						0
11-Jul-13	1675.02	0	122.67	971	0	0						0
12-Jul-13	1680.19	0	122.93	972	0	0						0
15-Jul-13	1682.5	0	123.44	973	0	0						0
16-Jul-13	1676.26	0	122.76	974	0	0						0
17-Jul-13	1680.91	0	122.9	975	0	0						0
18-Jul-13	1689.37	0	124.3	976	0	0						0
19-Jul-13	1692.09	0	124.31	977	0	0						0
22-Jul-13	1695.53	0	124.54	978	0	0						0
23-Jul-13	1692.39	0	123.95	979	0	0						0
24-Jul-13	1685.94	0	123.09	980	0	0						0
25-Jul-13	1690.25	0	123.09	981	0	0						0
26-Jul-13	1691.65	0	123.39	982	0	0						0
29-Jul-13	1685.33	0	122.77	983	0	0						0
30-Jul-13	1685.96	0	123.68	984	0	0						0
31-Jul-13	1685.73	0	124.39	985	0	0						0
