,,,,,,,S&P 500 Total Return,,,,,,,N'th,,Row of,High Price,Row of ,,Value ,# Days Since,Length of ,Min Value,Start ,,
,,,,,,,Closing,Daily,Closing Price,,,,% Max,Largest,Drawdown,Drawdown,Prior to ,1st Day of,,At,Prior ,Drawdown,During,Date of,,
,Date,,,,,,Price,% Return,(100 scale),100,0,,Drawdown,Drawdown,Size,Recovery,Drawdown,Drawdown,,Recovery,Drawdown,in # Days,Drawdown,Drawdown,,
"1,487",7/29/2015,,,,,1,"3,904.21",0.74%,238.99,241.14,6.82,,,,,,,,,,,,,,,
"1,488",7/30/2015,,,,,1,"3,904.64",0.01%,239.02,241.14,6.82,,,,,,,,,,,,,,,
"1,489",7/31/2015,,,,,1,"3,895.80",-0.23%,238.48,241.14,6.82,,,,,,,,,,,,,,,
"1,490",8/3/2015,,,,,1,"3,885.07",-0.28%,237.82,241.14,6.82,,,,,,,,,,,,,,,
"1,491",8/4/2015,,,,,1,"3,876.44",-0.22%,237.29,241.14,6.82,,,,,,,,,,,,,,,
"1,492",8/5/2015,,,,,1,"3,889.99",0.35%,238.12,241.14,6.82,,,,,,,,,,,,,,,
"1,493",8/6/2015,,,,,1,"3,860.92",-0.75%,236.34,241.14,6.82,,,,,,,,,,,,,,,
"1,494",8/7/2015,,,,,1,"3,849.96",-0.28%,235.67,241.14,6.82,,,,,,,,,,,,,,,
"1,495",8/10/2015,,,,,1,"3,899.36",1.28%,238.69,241.14,6.82,,,,,,,,,,,,,,,
"1,496",8/11/2015,,,,,1,"3,862.81",-0.94%,236.46,241.14,6.82,,,,,,,,,,,,,,,
"1,497",8/12/2015,,,,,1,"3,867.37",0.12%,236.73,241.14,6.82,,,,,,,,,,,,,,,
"1,498",8/13/2015,,,,,1,"3,863.03",-0.11%,236.47,241.14,6.82,,,,,,,,,,,,,,,
"1,499",8/14/2015,,,,,1,"3,878.16",0.39%,237.4,241.14,6.82,,,,,,,,,,,,,,,
"1,500",8/17/2015,,,,,1,"3,899.10",0.54%,238.68,241.14,6.82,,,,,,,,,,,,,,,
"1,501",8/18/2015,,,,,1,"3,889.60",-0.24%,238.1,241.14,6.82,,,,,,,,,,,,,,,
"1,502",8/19/2015,,,,,1,"3,857.74",-0.82%,236.15,241.14,6.82,,,,,,,,,,,,,,,
"1,503",8/20/2015,,,,,1,"3,776.36",-2.11%,231.16,241.14,9.98,,,,,,,,,,,,,,,
"1,504",8/21/2015,,,,,1,"3,656.67",-3.17%,223.84,241.14,17.3,,,,,,,,,,,,,,,
"1,505",8/24/2015,,,,,1,"3,512.65",-3.94%,215.02,241.14,26.12,,,,,,,,,,,,,,,
"1,506",8/25/2015,,,,,1,"3,465.19",-1.35%,212.12,241.14,29.02,,,,,,,,,,,,,,,
"1,507",8/26/2015,,,,,1,"3,600.73",3.91%,220.41,241.14,29.02,,,,,,,,,,,,,,,
"1,508",8/27/2015,,,,,1,"3,688.60",2.44%,225.79,241.14,29.02,,,,,,,,,,,,,,,
"1,509",8/28/2015,,,,,1,"3,691.30",0.07%,225.96,241.14,29.02,,,,,,,,,,,,,,,
"1,510",8/31/2015,,,,,1,"3,660.75",-0.83%,224.09,241.14,29.02,,,,,,,,,,,,,,,
"1,511",9/1/2015,,,,,1,"3,552.65",-2.95%,217.47,241.14,29.02,,,,,,,,,,,,,,,
"1,512",9/2/2015,,,,,1,"3,618.25",1.85%,221.49,241.14,29.02,,,,,,,,,,,,,,,
"1,513",9/3/2015,,,,,1,"3,622.66",0.12%,221.76,241.14,29.02,,,,,,,,,,,,,,,
"1,514",9/4/2015,,,,,1,"3,567.41",-1.53%,218.37,241.14,29.02,,,,,,,,,,,,,,,
"1,515",9/8/2015,,,,,1,"3,657.32",2.52%,223.88,241.14,29.02,,,,,,,,,,,,,,,
"1,516",9/9/2015,,,,,1,"3,606.80",-1.38%,220.78,241.14,29.02,,,,,,,,,,,,,,,
"1,517",9/10/2015,,,,,1,"3,626.14",0.54%,221.97,241.14,29.02,,,,,,,,,,,,,,,
"1,518",9/11/2015,,,,,1,"3,643.54",0.48%,223.03,241.14,29.02,,,,,,,,,,,,,,,
"1,519",9/14/2015,,,,,1,"3,628.87",-0.40%,222.14,241.14,29.02,,,,,,,,,,,,,,,
"1,520",9/15/2015,,,,,1,"3,675.48",1.28%,224.99,241.14,29.02,,,,,,,,,,,,,,,
"1,521",9/16/2015,,,,,1,"3,707.62",0.87%,226.96,241.14,29.02,,,,,,,,,,,,,,,
"1,522",9/17/2015,,,,,1,"3,698.74",-0.24%,226.41,241.14,29.02,,,,,,,,,,,,,,,
"1,523",9/18/2015,,,,,1,"3,638.99",-1.62%,222.75,241.14,29.02,,,,,,,,,,,,,,,
"1,524",9/21/2015,,,,,1,"3,655.64",0.46%,223.77,241.14,29.02,,,,,,,,,,,,,,,
"1,525",9/22/2015,,,,,1,"3,610.70",-1.23%,221.02,241.14,29.02,,,,,,,,,,,,,,,
"1,526",9/23/2015,,,,,1,"3,603.49",-0.20%,220.58,241.14,29.02,,,,,,,,,,,,,,,
"1,527",9/24/2015,,,,,1,"3,591.37",-0.34%,219.84,241.14,29.02,,,,,,,,,,,,,,,
"1,528",9/25/2015,,,,,1,"3,589.71",-0.05%,219.74,241.14,29.02,,,,,,,,,,,,,,,
"1,529",9/28/2015,,,,,1,"3,498.61",-2.54%,214.16,241.14,29.02,,,,,,,,,,,,,,,
"1,530",9/29/2015,,,,,1,"3,503.13",0.13%,214.44,241.14,29.02,,,,,,,,,,,,,,,
"1,531",9/30/2015,,,,,1,"3,570.17",1.91%,218.54,241.14,29.02,,,,,,,,,,,,,,,
"1,532",10/1/2015,,,,,1,"3,577.47",0.20%,218.99,241.14,29.02,,,,,,,,,,,,,,,
"1,533",10/2/2015,,,,,1,"3,629.04",1.44%,222.15,241.14,29.02,,,,,,,,,,,,,,,
"1,534",10/5/2015,,,,,1,"3,695.61",1.83%,226.22,241.14,29.02,,,,,,,,,,,,,,,
"1,535",10/6/2015,,,,,1,"3,682.33",-0.36%,225.41,241.14,29.02,,,,,,,,,,,,,,,
"1,536",10/7/2015,,,,,1,"3,713.36",0.84%,227.31,241.14,29.02,,,,,,,,,,,,,,,
"1,537",10/8/2015,,,,,1,"3,746.12",0.88%,229.31,241.14,29.02,,,,,,,,,,,,,,,
"1,538",10/9/2015,,,,,1,"3,748.96",0.08%,229.49,241.14,29.02,,,,,,,,,,,,,,,
"1,539",10/12/2015,,,,,1,"3,753.73",0.13%,229.78,241.14,29.02,,,,,,,,,,,,,,,
"1,540",10/13/2015,,,,,1,"3,728.48",-0.67%,228.23,241.14,29.02,,,,,,,,,,,,,,,
"1,541",10/14/2015,,,,,1,"3,711.11",-0.47%,227.17,241.14,29.02,,,,,,,,,,,,,,,
"1,542",10/15/2015,,,,,1,"3,766.43",1.49%,230.56,241.14,29.02,,,,,,,,,,,,,,,
"1,543",10/16/2015,,,,,1,"3,783.64",0.46%,231.61,241.14,29.02,,,,,,,,,,,,,,,
"1,544",10/19/2015,,,,,1,"3,784.72",0.03%,231.68,241.14,29.02,,,,,,,,,,,,,,,
"1,545",10/20/2015,,,,,1,"3,779.44",-0.14%,231.35,241.14,29.02,,,,,,,,,,,,,,,
"1,546",10/21/2015,,,,,1,"3,757.91",-0.57%,230.03,241.14,29.02,,,,,,,,,,,,,,,
"1,547",10/22/2015,,,,,1,"3,820.49",1.67%,233.87,241.14,29.02,,,,,,,,,,,,,,,
"1,548",10/23/2015,,,,,1,"3,862.65",1.10%,236.45,241.14,29.02,,,,,,,,,,,,,,,
"1,549",10/26/2015,,,,,1,"3,855.29",-0.19%,236,241.14,29.02,,,,,,,,,,,,,,,
"1,550",10/27/2015,,,,,1,"3,845.45",-0.26%,235.39,241.14,29.02,,,,,,,,,,,,,,,
"1,551",10/28/2015,,,,,1,"3,891.34",1.19%,238.2,241.14,29.02,,,,,,,,,,,,,,,
"1,552",10/29/2015,,,,,1,"3,890.04",-0.03%,238.12,241.14,29.02,,,,,,,,,,,,,,,
"1,553",10/30/2015,,,,,1,"3,871.33",-0.48%,236.98,241.14,29.02,,,,,,,,,,,,,,,
"1,554",11/2/2015,,,,,1,"3,917.30",1.19%,239.79,241.14,29.02,,,,,,,,,,,,,,,
"1,555",11/3/2015,,,,,1,"3,928.05",0.27%,240.45,241.14,29.02,,,,,,,,,,,,,,,
"1,556",11/4/2015,,,,,1,"3,915.52",-0.32%,239.68,241.14,29.02,,,,,,,,,,,,,,,
"1,557",11/5/2015,,,,,1,"3,911.89",-0.09%,239.46,241.14,29.02,,,,,,,,,,,,,,,
"1,558",11/6/2015,,,,,1,"3,910.98",-0.02%,239.4,241.14,29.02,,,,,,,,,,,,,,,
"1,559",11/9/2015,,,,,1,"3,873.37",-0.96%,237.1,241.14,29.02,,,,,,,,,,,,,,,
"1,560",11/10/2015,,,,,1,"3,880.23",0.18%,237.52,241.14,29.02,,,,,,,,,,,,,,,
"1,561",11/11/2015,,,,,1,"3,867.71",-0.32%,236.76,241.14,29.02,,,,,,,,,,,,,,,
"1,562",11/12/2015,,,,,1,"3,814.29",-1.38%,233.49,241.14,29.02,,,,,,,,,,,,,,,
"1,563",11/13/2015,,,,,1,"3,771.59",-1.12%,230.87,241.14,29.02,,,,,,,,,,,,,,,
"1,564",11/16/2015,,,,,1,"3,828.46",1.51%,234.35,241.14,29.02,,,,,,,,,,,,,,,
"1,565",11/17/2015,,,,,1,"3,824.14",-0.11%,234.09,241.14,29.02,,,,,,,,,,,,,,,
"1,566",11/18/2015,,,,,1,"3,886.26",1.62%,237.89,241.14,29.02,,,,,,,,,,,,,,,
"1,567",11/19/2015,,,,,1,"3,882.06",-0.11%,237.63,241.14,29.02,,,,,,,,,,,,,,,
"1,568",11/20/2015,,,,,1,"3,897.45",0.40%,238.58,241.14,29.02,,,,,,,,,,,,,,,
"1,569",11/23/2015,,,,,1,"3,892.80",-0.12%,238.29,241.14,29.02,,,,,,,,,,,,,,,
"1,570",11/24/2015,,,,,1,"3,897.67",0.13%,238.59,241.14,29.02,,,,,,,,,,,,,,,
"1,571",11/25/2015,,,,,1,"3,897.57",0.00%,238.58,241.14,29.02,,,,,,,,,,,,,,,
"1,572",11/27/2015,,,,,1,"3,900.74",0.08%,238.78,241.14,29.02,,,,,,,,,,,,,,,
"1,573",11/30/2015,,,,,1,"3,882.84",-0.46%,237.68,241.14,29.02,,,,,,,,,,,,,,,
"1,574",12/1/2015,,,,,1,"3,924.63",1.08%,240.24,241.14,29.02,,,,,,,,,,,,,,,
"1,575",12/2/2015,,,,,1,"3,882.38",-1.08%,237.65,241.14,29.02,,,,,,,,,,,,,,,
"1,576",12/3/2015,,,,,1,"3,826.74",-1.43%,234.25,241.14,29.02,,,,,,,,,,,,,,,
"1,577",12/4/2015,,,,,1,"3,905.31",2.05%,239.06,241.14,29.02,,,,,,,,,,,,,,,
"1,578",12/7/2015,,,,,1,"3,878.31",-0.69%,237.4,241.14,29.02,,,,,,,,,,,,,,,
"1,579",12/8/2015,,,,,1,"3,853.48",-0.64%,235.88,241.14,29.02,,,,,,,,,,,,,,,
"1,580",12/9/2015,,,,,1,"3,823.90",-0.77%,234.07,241.14,29.02,,,,,,,,,,,,,,,
"1,581",12/10/2015,,,,,1,"3,832.93",0.24%,234.63,241.14,29.02,,,,,,,,,,,,,,,
"1,582",12/11/2015,,,,,1,"3,759.09",-1.93%,230.11,241.14,29.02,,,,,,,,,,,,,,,
"1,583",12/14/2015,,,,,1,"3,777.22",0.48%,231.22,241.14,29.02,,,,,,,,,,,,,,,
"1,584",12/15/2015,,,,,1,"3,817.36",1.06%,233.67,241.14,29.02,,,,,,,,,,,,,,,
"1,585",12/16/2015,,,,,1,"3,873.12",1.46%,237.09,241.14,29.02,,,,,,,,,,,,,,,
"1,586",12/17/2015,,,,,1,"3,815.46",-1.49%,233.56,241.14,29.02,,,,,,,,,,,,,,,
"1,587",12/18/2015,,,,,1,"3,747.56",-1.78%,229.4,241.14,29.02,,,,,,,,,,,,,,,
"1,588",12/21/2015,,,,,1,"3,777.15",0.79%,231.21,241.14,29.02,,,,,,,,,,,,,,,
"1,589",12/22/2015,,,,,1,"3,810.85",0.89%,233.27,241.14,29.02,,,,,,,,,,,,,,,
"1,590",12/23/2015,,,,,1,"3,858.47",1.25%,236.19,241.14,29.02,,,,,,,,,,,,,,,
"1,591",12/24/2015,,,,,1,"3,852.31",-0.16%,235.81,241.14,29.02,,,,,,,,,,,,,,,
"1,592",12/28/2015,,,,,1,"3,843.94",-0.22%,235.3,241.14,29.02,,,,,,,,,,,,,,,
"1,593",12/29/2015,,,,,1,"3,885.55",1.08%,237.85,241.14,29.02,,,,,,,,,,,,,,,
"1,594",12/30/2015,,,,,1,"3,857.90",-0.71%,236.16,241.14,29.02,,,,,,,,,,,,,,,
"1,595",12/31/2015,,,,,1,"3,821.60",-0.94%,233.93,241.14,29.02,,,,,,,,,,,,,,,
"1,596",1/4/2016,,,,,1,"3,763.99",-1.51%,230.41,241.14,29.02,,,,,,,,,,,,,,,
"1,597",1/5/2016,,,,,1,"3,771.57",0.20%,230.87,241.14,29.02,,,,,,,,,,,,,,,
"1,598",1/6/2016,,,,,1,"3,723.44",-1.28%,227.92,241.14,29.02,,,,,,,,,,,,,,,
"1,599",1/7/2016,,,,,1,"3,635.29",-2.37%,222.53,241.14,29.02,,,,,,,,,,,,,,,
"1,600",1/8/2016,,,,,1,"3,595.91",-1.08%,220.12,241.14,29.02,,,,,,,,,,,,,,,
"1,601",1/11/2016,,,,,1,"3,598.97",0.09%,220.31,241.14,29.02,,,,,,,,,,,,,,,
"1,602",1/12/2016,,,,,1,"3,627.06",0.78%,222.02,241.14,29.02,,,,,,,,,,,,,,,
"1,603",1/13/2016,,,,,1,"3,536.92",-2.49%,216.51,241.14,29.02,,,,,,,,,,,,,,,
"1,604",1/14/2016,,,,,1,"3,596.03",1.67%,220.13,241.14,29.02,,,,,,,,,,,,,,,
"1,605",1/15/2016,,,,,1,"3,518.51",-2.16%,215.38,241.14,29.02,,,,,,,,,,,,,,,
"1,606",1/19/2016,,,,,1,"3,520.40",0.05%,215.5,241.14,29.02,,,,,,,,,,,,,,,
"1,607",1/20/2016,,,,,1,"3,479.75",-1.15%,213.01,241.14,29.02,,,,,,,,,,,,,,,
"1,608",1/21/2016,,,,,1,"3,497.94",0.52%,214.12,241.14,29.02,,,,,,,,,,,,,,,
"1,609",1/22/2016,,,,,1,"3,568.90",2.03%,218.46,241.14,29.02,,,,,,,,,,,,,,,
"1,610",1/25/2016,,,,,1,"3,513.11",-1.56%,215.05,241.14,29.02,,,,,,,,,,,,,,,
"1,611",1/26/2016,,,,,1,"3,562.81",1.41%,218.09,241.14,29.02,,,,,,,,,,,,,,,
"1,612",1/27/2016,,,,,1,"3,524.33",-1.08%,215.74,241.14,29.02,,,,,,,,,,,,,,,
"1,613",1/28/2016,,,,,1,"3,544.13",0.56%,216.95,241.14,29.02,,,,,,,,,,,,,,,
"1,614",1/29/2016,,,,,1,"3,631.96",2.48%,222.32,241.14,29.02,,,,,,,,,,,,,,,
"1,615",2/1/2016,,,,,1,"3,630.46",-0.04%,222.23,241.14,29.02,,,,,,,,,,,,,,,
"1,616",2/2/2016,,,,,1,"3,562.52",-1.87%,218.07,241.14,29.02,,,,,,,,,,,,,,,
"1,617",2/3/2016,,,,,1,"3,581.53",0.53%,219.24,241.14,29.02,,,,,,,,,,,,,,,
"1,618",2/4/2016,,,,,1,"3,587.71",0.17%,219.62,241.14,29.02,,,,,,,,,,,,,,,
"1,619",2/5/2016,,,,,1,"3,521.60",-1.84%,215.57,241.14,29.02,,,,,,,,,,,,,,,
"1,620",2/8/2016,,,,,1,"3,472.08",-1.41%,212.54,241.14,29.02,,,,,,,,,,,,,,,
"1,621",2/9/2016,,,,,1,"3,470.50",-0.05%,212.44,241.14,29.02,,,,,,,,,,,,,,,
"1,622",2/10/2016,,,,,1,"3,471.04",0.02%,212.47,241.14,29.02,,,,,,,,,,,,,,,
"1,623",2/11/2016,,,,,1,"3,428.99",-1.21%,209.9,241.14,31.24,,,,,,,,,,,,,,,
"1,624",2/12/2016,,,,,1,"3,496.28",1.96%,214.02,241.14,31.24,,,,,,,,,,,,,,,
"1,625",2/16/2016,,,,,1,"3,555.20",1.69%,217.63,241.14,31.24,,,,,,,,,,,,,,,
"1,626",2/17/2016,,,,,1,"3,614.16",1.66%,221.23,241.14,31.24,,,,,,,,,,,,,,,
"1,627",2/18/2016,,,,,1,"3,597.49",-0.46%,220.21,241.14,31.24,,,,,,,,,,,,,,,
"1,628",2/19/2016,,,,,1,"3,597.92",0.01%,220.24,241.14,31.24,,,,,,,,,,,,,,,
"1,629",2/22/2016,,,,,1,"3,649.92",1.45%,223.42,241.14,31.24,,,,,,,,,,,,,,,
"1,630",2/23/2016,,,,,1,"3,604.68",-1.24%,220.65,241.14,31.24,,,,,,,,,,,,,,,
"1,631",2/24/2016,,,,,1,"3,620.87",0.45%,221.65,241.14,31.24,,,,,,,,,,,,,,,
"1,632",2/25/2016,,,,,1,"3,662.84",1.16%,224.21,241.14,31.24,,,,,,,,,,,,,,,
"1,633",2/26/2016,,,,,1,"3,656.42",-0.18%,223.82,241.14,31.24,,,,,,,,,,,,,,,
"1,634",2/29/2016,,,,,1,"3,627.06",-0.80%,222.02,241.14,31.24,,,,,,,,,,,,,,,
"1,635",3/1/2016,,,,,1,"3,713.70",2.39%,227.33,241.14,31.24,,,,,,,,,,,,,,,
"1,636",3/2/2016,,,,,1,"3,729.59",0.43%,228.3,241.14,31.24,,,,,,,,,,,,,,,
"1,637",3/3/2016,,,,,1,"3,743.02",0.36%,229.12,241.14,31.24,,,,,,,,,,,,,,,
"1,638",3/4/2016,,,,,1,"3,755.47",0.33%,229.88,241.14,31.24,,,,,,,,,,,,,,,
"1,639",3/7/2016,,,,,1,"3,759.05",0.10%,230.1,241.14,31.24,,,,,,,,,,,,,,,
"1,640",3/8/2016,,,,,1,"3,717.49",-1.11%,227.56,241.14,31.24,,,,,,,,,,,,,,,
"1,641",3/9/2016,,,,,1,"3,736.92",0.52%,228.75,241.14,31.24,,,,,,,,,,,,,,,
"1,642",3/10/2016,,,,,1,"3,737.74",0.02%,228.8,241.14,31.24,,,,,,,,,,,,,,,
"1,643",3/11/2016,,,,,1,"3,800.07",1.67%,232.62,241.14,31.24,,,,,,,,,,,,,,,
"1,644",3/14/2016,,,,,1,"3,795.53",-0.12%,232.34,241.14,31.24,,,,,,,,,,,,,,,
"1,645",3/15/2016,,,,,1,"3,788.62",-0.18%,231.91,241.14,31.24,,,,,,,,,,,,,,,
"1,646",3/16/2016,,,,,1,"3,810.09",0.57%,233.23,241.14,31.24,,,,,,,,,,,,,,,
"1,647",3/17/2016,,,,,1,"3,835.26",0.66%,234.77,241.14,31.24,,,,,,,,,,,,,,,
"1,648",3/18/2016,,,,,1,"3,852.15",0.44%,235.8,241.14,31.24,,,,,,,,,,,,,,,
"1,649",3/21/2016,,,,,1,"3,855.97",0.10%,236.04,241.14,31.24,,,,,,,,,,,,,,,
"1,650",3/22/2016,,,,,1,"3,853.18",-0.07%,235.87,241.14,31.24,,,,,,,,,,,,,,,
"1,651",3/23/2016,,,,,1,"3,828.58",-0.64%,234.36,241.14,31.24,,,,,,,,,,,,,,,
"1,652",3/24/2016,,,,,1,"3,827.14",-0.04%,234.27,241.14,31.24,,,,,,,,,,,,,,,
"1,653",3/28/2016,,,,,1,"3,829.26",0.06%,234.4,241.14,31.24,,,,,,,,,,,,,,,
"1,654",3/29/2016,,,,,1,"3,863.80",0.90%,236.52,241.14,31.24,,,,,,,,,,,,,,,
"1,655",3/30/2016,,,,,1,"3,881.01",0.45%,237.57,241.14,31.24,,,,,,,,,,,,,,,
"1,656",3/31/2016,,,,,1,"3,873.11",-0.20%,237.09,241.14,31.24,,,,,,,,,,,,,,,
"1,657",4/1/2016,,,,,1,"3,897.66",0.63%,238.59,241.14,31.24,,,,,,,,,,,,,,,
"1,658",4/4/2016,,,,,1,"3,886.00",-0.30%,237.88,241.14,31.24,,,,,,,,,,,,,,,
"1,659",4/5/2016,,,,,1,"3,846.59",-1.01%,235.46,241.14,31.24,,,,,,,,,,,,,,,
"1,660",4/6/2016,,,,,1,"3,888.41",1.09%,238.02,241.14,31.24,,,,,,,,,,,,,,,
"1,661",4/7/2016,,,,,1,"3,841.98",-1.19%,235.18,241.14,31.24,,,,,,,,,,,,,,,
"1,662",4/8/2016,,,,,1,"3,852.72",0.28%,235.84,241.14,31.24,,,,,,,,,,,,,,,
"1,663",4/11/2016,,,,,1,"3,842.17",-0.27%,235.19,241.14,31.24,,,,,,,,,,,,,,,
"1,664",4/12/2016,,,,,1,"3,879.42",0.97%,237.47,241.14,31.24,,,,,,,,,,,,,,,
"1,665",4/13/2016,,,,,1,"3,918.95",1.02%,239.89,241.14,31.24,,,,,,,,,,,,,,,
"1,666",4/14/2016,,,,,1,"3,920.03",0.03%,239.96,241.14,31.24,,,,,,,,,,,,,,,
"1,667",4/15/2016,,,,,1,"3,916.17",-0.10%,239.72,241.14,31.24,,,,,,,,,,,,,,,
"1,668",4/18/2016,,,,,1,"3,941.86",0.66%,241.29,241.29,0,31.24,12.95%,,,,,,,,,,,,,
"1,669",4/19/2016,,,,,,"3,954.01",0.31%,242.04,242.04,0,,,,,,,,,,,,,,,
"1,670",4/20/2016,,,,,,"3,957.25",0.08%,242.24,242.24,0,,,,,,,,,,,,,,,
"1,671",4/21/2016,,,,,,"3,936.80",-0.52%,240.98,242.24,1.25,,,,,,,,,,,,,,,
"1,672",4/22/2016,,,,,,"3,937.00",0.01%,241,242.24,1.25,,,,,,,,,,,,,,,
"1,673",4/25/2016,,,,,,"3,929.88",-0.18%,240.56,242.24,1.68,,,,,,,,,,,,,,,
"1,674",4/26/2016,,,,,,"3,937.23",0.19%,241.01,242.24,1.68,,,,,,,,,,,,,,,
"1,675",4/27/2016,,,,,,"3,944.02",0.17%,241.43,242.24,1.68,,,,,,,,,,,,,,,
"1,676",4/28/2016,,,,,,"3,907.88",-0.92%,239.21,242.24,3.02,,,,,,,,,,,,,,,
"1,677",4/29/2016,,,,,,"3,888.13",-0.51%,238.01,242.24,4.23,,,,,,,,,,,,,,,
"1,678",5/2/2016,,,,,,"3,918.53",0.78%,239.87,242.24,4.23,,,,,,,,,,,,,,,
"1,679",5/3/2016,,,,,,"3,884.63",-0.87%,237.79,242.24,4.45,,,,,,,,,,,,,,,
"1,680",5/4/2016,,,,,,"3,862.40",-0.57%,236.43,242.24,5.81,,,,,,,,,,,,,,,
"1,681",5/5/2016,,,,,,"3,862.40",0.00%,236.43,242.24,5.81,,,,,,,,,,,,,,,
"1,682",5/6/2016,,,,,,"3,875.18",0.33%,237.21,242.24,5.81,,,,,,,,,,,,,,,
"1,683",5/9/2016,,,,,,"3,878.14",0.08%,237.39,242.24,5.81,,,,,,,,,,,,,,,
"1,684",5/10/2016,,,,,,"3,926.63",1.25%,240.36,242.24,5.81,,,,,,,,,,,,,,,
"1,685",5/11/2016,,,,,,"3,891.13",-0.90%,238.19,242.24,5.81,,,,,,,,,,,,,,,
"1,686",5/12/2016,,,,,,"3,890.85",-0.01%,238.17,242.24,5.81,,,,,,,,,,,,,,,
"1,687",5/13/2016,,,,,,"3,858.17",-0.84%,236.17,242.24,6.07,,,,,,,,,,,,,,,
"1,688",5/16/2016,,,,,,"3,896.36",0.99%,238.51,242.24,6.07,,,,,,,,,,,,,,,
"1,689",5/17/2016,,,,,,"3,860.88",-0.91%,236.34,242.24,6.07,,,,,,,,,,,,,,,
"1,690",5/18/2016,,,,,,"3,862.25",0.04%,236.42,242.24,6.07,,,,,,,,,,,,,,,
"1,691",5/19/2016,,,,,,"3,847.97",-0.37%,235.55,242.24,6.69,,,,,,,,,,,,,,,
"1,692",5/20/2016,,,,,,"3,871.75",0.62%,237,242.24,6.69,,,,,,,,,,,,,,,
"1,693",5/23/2016,,,,,,"3,863.82",-0.20%,236.52,242.24,6.69,,,,,,,,,,,,,,,
"1,694",5/24/2016,,,,,,"3,916.77",1.37%,239.76,242.24,6.69,,,,,,,,,,,,,,,
"1,695",5/25/2016,,,,,,"3,944.33",0.70%,241.45,242.24,6.69,,,,,,,,,,,,,,,
"1,696",5/26/2016,,,,,,"3,944.05",-0.01%,241.43,242.24,6.69,,,,,,,,,,,,,,,
"1,697",5/27/2016,,,,,,"3,961.67",0.45%,242.51,242.51,0,6.69,2.76%,,,,,,,,,,,,,
"1,698",5/31/2016,,,,,,"3,957.95",-0.09%,242.28,242.51,0.23,,,,,,,,,,,,,,,
"1,699",6/1/2016,,,,,,"3,963.10",0.13%,242.59,242.59,0,0.23,0.09%,,,,,,,,,,,,,
"1,700",6/2/2016,,,,,,"3,974.76",0.29%,243.31,243.31,0,,,,,,,,,,,,,,,
"1,701",6/3/2016,,,,,,"3,963.23",-0.29%,242.6,243.31,0.71,,,,,,,,,,,,,,,
"1,702",6/6/2016,,,,,,"3,982.74",0.49%,243.8,243.8,0,0.71,0.29%,,,,,,,,,,,,,
"1,703",6/7/2016,,,,,,"3,987.96",0.13%,244.12,244.12,0,,,,,,,,,,,,,,,
"1,704",6/8/2016,,,,,,"4,001.98",0.35%,244.97,244.97,0,,,,,,,,,,,,,,,
"1,705",6/9/2016,,,,,,"3,995.28",-0.17%,244.56,244.97,0.41,,,,,,,,,,,,,,,
"1,706",6/10/2016,,,,,,"3,958.68",-0.92%,242.32,244.97,2.65,,,,,,,,,,,,,,,
"1,707",6/13/2016,,,,,,"3,927.73",-0.78%,240.43,244.97,4.55,,,,,,,,,,,,,,,
"1,708",6/14/2016,,,,,,"3,920.93",-0.17%,240.01,244.97,4.96,,,,,,,,,,,,,,,
"1,709",6/15/2016,,,,,,"3,914.02",-0.18%,239.59,244.97,5.38,,,,,,,,,,,,,,,
"1,710",6/16/2016,,,,,,"3,926.93",0.33%,240.38,244.97,5.38,,,,,,,,,,,,,,,
"1,711",6/17/2016,,,,,,"3,914.15",-0.33%,239.6,244.97,5.38,,,,,,,,,,,,,,,
"1,712",6/20/2016,,,,,,"3,936.91",0.58%,240.99,244.97,5.38,,,,,,,,,,,,,,,
"1,713",6/21/2016,,,,,,"3,947.94",0.28%,241.67,244.97,5.38,,,,,,,,,,,,,,,
"1,714",6/22/2016,,,,,,"3,941.45",-0.16%,241.27,244.97,5.38,,,,,,,,,,,,,,,
"1,715",6/23/2016,,,,,,"3,994.18",1.34%,244.5,244.97,5.38,,,,,,,,,,,,,,,
"1,716",6/24/2016,,,,,,"3,850.70",-3.59%,235.71,244.97,9.26,,,,,,,,,,,,,,,
"1,717",6/27/2016,,,,,,"3,781.02",-1.81%,231.45,244.97,13.53,,,,,,,,,,,,,,,
"1,718",6/28/2016,,,,,,"3,849.05",1.80%,235.61,244.97,13.53,,,,,,,,,,,,,,,
"1,719",6/29/2016,,,,,,"3,915.10",1.72%,239.66,244.97,13.53,,,,,,,,,,,,,,,
"1,720",6/30/2016,,,,,,"3,968.21",1.36%,242.91,244.97,13.53,,,,,,,,,,,,,,,
"1,721",7/1/2016,,,,,,"3,976.68",0.21%,243.43,244.97,13.53,,,,,,,,,,,,,,,
"1,722",7/5/2016,,,,,,"3,949.72",-0.68%,241.78,244.97,13.53,,,,,,,,,,,,,,,
"1,723",7/6/2016,,,,,,"3,972.26",0.57%,243.16,244.97,13.53,,,,,,,,,,,,,,,
"1,724",7/7/2016,,,,,,"3,969.19",-0.08%,242.97,244.97,13.53,,,,,,,,,,,,,,,
"1,725",7/8/2016,,,,,,"4,029.75",1.53%,246.67,246.67,0,13.53,5.48%,,,,,,,,,,,,,
"1,726",7/11/2016,,,,,,"4,043.49",0.34%,247.52,247.52,0,,,,,,,,,,,,,,,
