date	close
6-Dec-10	1223.12
7-Dec-10	1223.75
8-Dec-10	1228.28
9-Dec-10	1233.00
10-Dec-10	1240.40
13-Dec-10	1240.46
14-Dec-10	1241.59
15-Dec-10	1235.23
16-Dec-10	1242.87
17-Dec-10	1243.91
20-Dec-10	1247.08
21-Dec-10	1254.60
22-Dec-10	1258.84
23-Dec-10	1256.77
27-Dec-10	1257.54
28-Dec-10	1258.51
29-Dec-10	1259.78
30-Dec-10	1257.88
31-Dec-10	1257.64
3-Jan-11	1271.87
4-Jan-11	1270.20
5-Jan-11	1276.56
6-Jan-11	1273.85
7-Jan-11	1271.50
10-Jan-11	1269.75
11-Jan-11	1274.48
12-Jan-11	1285.96
13-Jan-11	1283.76
14-Jan-11	1293.24
18-Jan-11	1295.02
19-Jan-11	1281.92
20-Jan-11	1280.26
21-Jan-11	1283.35
24-Jan-11	1290.84
25-Jan-11	1291.18
26-Jan-11	1296.63
27-Jan-11	1299.54
28-Jan-11	1276.34
31-Jan-11	1286.12
1-Feb-11	1307.59
2-Feb-11	1304.03
3-Feb-11	1307.10
4-Feb-11	1310.87
7-Feb-11	1319.05
8-Feb-11	1324.57
9-Feb-11	1320.88
10-Feb-11	1321.87
11-Feb-11	1329.15
14-Feb-11	1332.32
15-Feb-11	1328.01
16-Feb-11	1336.32
17-Feb-11	1340.43
18-Feb-11	1343.01
22-Feb-11	1315.44
23-Feb-11	1307.40
24-Feb-11	1306.10
25-Feb-11	1319.88
28-Feb-11	1327.22
1-Mar-11	1306.33
2-Mar-11	1308.44
3-Mar-11	1330.97
4-Mar-11	1321.15
7-Mar-11	1310.13
8-Mar-11	1321.82
9-Mar-11	1320.02
10-Mar-11	1295.11
11-Mar-11	1304.28
14-Mar-11	1296.39
15-Mar-11	1281.87
16-Mar-11	1256.88
17-Mar-11	1273.72
18-Mar-11	1279.21
21-Mar-11	1298.38
22-Mar-11	1293.77
23-Mar-11	1297.54
24-Mar-11	1309.66
25-Mar-11	1313.80
28-Mar-11	1310.19
29-Mar-11	1319.44
30-Mar-11	1328.26
31-Mar-11	1325.83
1-Apr-11	1332.41
4-Apr-11	1332.87
5-Apr-11	1332.63
6-Apr-11	1335.54
7-Apr-11	1333.51
8-Apr-11	1328.17
11-Apr-11	1324.46
12-Apr-11	1314.16
13-Apr-11	1314.41
14-Apr-11	1314.52
15-Apr-11	1319.68
18-Apr-11	1305.14
19-Apr-11	1312.62
20-Apr-11	1330.36
21-Apr-11	1337.38
25-Apr-11	1335.25
26-Apr-11	1347.24
27-Apr-11	1355.66
28-Apr-11	1360.48
29-Apr-11	1363.61
2-May-11	1361.22
3-May-11	1356.62
4-May-11	1347.32
5-May-11	1335.10
6-May-11	1340.20
9-May-11	1346.29
10-May-11	1357.16
11-May-11	1342.08
12-May-11	1348.65
13-May-11	1337.77
16-May-11	1329.47
17-May-11	1328.98
18-May-11	1340.68
19-May-11	1343.60
20-May-11	1333.27
23-May-11	1317.37
24-May-11	1316.28
25-May-11	1320.47
26-May-11	1325.69
27-May-11	1331.10
31-May-11	1345.20
1-Jun-11	1314.55
2-Jun-11	1312.94
3-Jun-11	1300.16
6-Jun-11	1286.17
7-Jun-11	1284.94
8-Jun-11	1279.56
9-Jun-11	1289.00
10-Jun-11	1270.98
13-Jun-11	1271.83
14-Jun-11	1287.87
15-Jun-11	1265.42
16-Jun-11	1267.64
17-Jun-11	1271.50
20-Jun-11	1278.36
21-Jun-11	1295.52
22-Jun-11	1287.14
23-Jun-11	1283.50
24-Jun-11	1268.45
27-Jun-11	1280.10
28-Jun-11	1296.67
29-Jun-11	1307.41
30-Jun-11	1320.64
1-Jul-11	1339.67
5-Jul-11	1337.88
6-Jul-11	1339.22
7-Jul-11	1353.22
8-Jul-11	1343.80
11-Jul-11	1319.49
12-Jul-11	1313.64
13-Jul-11	1317.72
14-Jul-11	1308.87
15-Jul-11	1316.14
18-Jul-11	1305.44
19-Jul-11	1326.73
20-Jul-11	1325.84
21-Jul-11	1343.80
22-Jul-11	1345.02
25-Jul-11	1337.43
26-Jul-11	1331.94
27-Jul-11	1304.89
28-Jul-11	1300.67
29-Jul-11	1292.28
1-Aug-11	1286.94
2-Aug-11	1254.05
3-Aug-11	1260.34
4-Aug-11	1200.07
5-Aug-11	1199.38
8-Aug-11	1119.46
9-Aug-11	1172.53
10-Aug-11	1120.76
11-Aug-11	1172.64
12-Aug-11	1178.81
15-Aug-11	1204.49
16-Aug-11	1192.76
17-Aug-11	1193.89
18-Aug-11	1140.65
19-Aug-11	1123.53
22-Aug-11	1123.82
23-Aug-11	1162.35
24-Aug-11	1177.60
25-Aug-11	1159.27
26-Aug-11	1176.80
29-Aug-11	1210.08
30-Aug-11	1212.92
31-Aug-11	1218.89
1-Sep-11	1204.42
2-Sep-11	1173.97
6-Sep-11	1165.24
7-Sep-11	1198.62
8-Sep-11	1185.90
9-Sep-11	1154.23
12-Sep-11	1162.27
13-Sep-11	1172.87
14-Sep-11	1188.68
15-Sep-11	1209.11
16-Sep-11	1216.01
19-Sep-11	1204.09
20-Sep-11	1202.09
21-Sep-11	1166.76
22-Sep-11	1129.56
23-Sep-11	1136.43
26-Sep-11	1162.95
27-Sep-11	1175.38
28-Sep-11	1151.06
29-Sep-11	1160.40
30-Sep-11	1131.42
3-Oct-11	1099.23
4-Oct-11	1123.95
5-Oct-11	1144.03
6-Oct-11	1164.97
7-Oct-11	1155.46
10-Oct-11	1194.89
11-Oct-11	1195.54
12-Oct-11	1207.25
13-Oct-11	1203.66
14-Oct-11	1224.58
17-Oct-11	1200.86
18-Oct-11	1225.38
19-Oct-11	1209.88
20-Oct-11	1215.39
21-Oct-11	1238.25
24-Oct-11	1254.19
25-Oct-11	1229.05
26-Oct-11	1242.00
27-Oct-11	1284.59
28-Oct-11	1285.09
31-Oct-11	1253.30
1-Nov-11	1218.28
2-Nov-11	1237.90
3-Nov-11	1261.15
4-Nov-11	1253.23
7-Nov-11	1261.12
8-Nov-11	1275.92
9-Nov-11	1229.10
10-Nov-11	1239.70
11-Nov-11	1263.85
14-Nov-11	1251.78
15-Nov-11	1257.81
16-Nov-11	1236.91
17-Nov-11	1216.13
18-Nov-11	1215.65
21-Nov-11	1192.98
22-Nov-11	1188.04
23-Nov-11	1161.79
25-Nov-11	1158.67
28-Nov-11	1192.55
29-Nov-11	1195.19
30-Nov-11	1246.96
1-Dec-11	1244.58
2-Dec-11	1244.28
5-Dec-11	1257.08
6-Dec-11	1258.47
7-Dec-11	1261.01
8-Dec-11	1234.35
9-Dec-11	1255.19
12-Dec-11	1236.47
13-Dec-11	1225.73
14-Dec-11	1211.82
15-Dec-11	1215.75
16-Dec-11	1219.66
19-Dec-11	1205.35
20-Dec-11	1241.30
21-Dec-11	1243.72
22-Dec-11	1254.00
23-Dec-11	1265.33
27-Dec-11	1265.43
28-Dec-11	1249.64
29-Dec-11	1263.02
30-Dec-11	1257.60
3-Jan-12	1277.06
4-Jan-12	1277.30
5-Jan-12	1281.06
6-Jan-12	1277.81
9-Jan-12	1280.70
10-Jan-12	1292.08
11-Jan-12	1292.48
12-Jan-12	1295.50
13-Jan-12	1289.09
17-Jan-12	1293.67
18-Jan-12	1308.04
19-Jan-12	1314.50
20-Jan-12	1315.38
23-Jan-12	1316.00
24-Jan-12	1314.65
25-Jan-12	1326.06
26-Jan-12	1318.43
27-Jan-12	1316.33
30-Jan-12	1313.01
31-Jan-12	1312.41
1-Feb-12	1324.09
2-Feb-12	1325.54
3-Feb-12	1344.90
6-Feb-12	1344.33
7-Feb-12	1347.05
8-Feb-12	1349.96
9-Feb-12	1351.95
10-Feb-12	1342.64
13-Feb-12	1351.77
14-Feb-12	1350.50
15-Feb-12	1343.23
16-Feb-12	1358.04
17-Feb-12	1361.23
21-Feb-12	1362.21
22-Feb-12	1357.66
23-Feb-12	1363.46
24-Feb-12	1365.74
27-Feb-12	1367.59
28-Feb-12	1372.18
29-Feb-12	1365.68
1-Mar-12	1374.09
2-Mar-12	1369.63
5-Mar-12	1364.33
6-Mar-12	1343.36
7-Mar-12	1352.63
8-Mar-12	1365.91
9-Mar-12	1370.87
12-Mar-12	1371.09
13-Mar-12	1395.95
14-Mar-12	1394.28
15-Mar-12	1402.60
16-Mar-12	1404.17
19-Mar-12	1409.75
20-Mar-12	1405.52
21-Mar-12	1402.89
22-Mar-12	1392.78
23-Mar-12	1397.11
26-Mar-12	1416.51
27-Mar-12	1412.52
28-Mar-12	1405.54
29-Mar-12	1403.28
30-Mar-12	1408.47
2-Apr-12	1419.04
3-Apr-12	1413.38
4-Apr-12	1398.96
5-Apr-12	1398.08
9-Apr-12	1382.20
10-Apr-12	1358.59
11-Apr-12	1368.71
12-Apr-12	1387.57
13-Apr-12	1370.26
16-Apr-12	1369.57
17-Apr-12	1390.78
18-Apr-12	1385.14
19-Apr-12	1376.92
20-Apr-12	1378.53
23-Apr-12	1366.94
24-Apr-12	1371.97
25-Apr-12	1390.69
26-Apr-12	1399.98
27-Apr-12	1403.36
30-Apr-12	1397.91
1-May-12	1405.82
2-May-12	1402.31
3-May-12	1391.57
4-May-12	1369.10
7-May-12	1369.58
8-May-12	1363.72
9-May-12	1354.58
10-May-12	1357.99
11-May-12	1353.39
14-May-12	1338.35
15-May-12	1330.66
16-May-12	1324.80
17-May-12	1304.86
18-May-12	1295.22
21-May-12	1315.99
22-May-12	1316.63
23-May-12	1318.86
24-May-12	1320.68
25-May-12	1317.82
29-May-12	1332.42
30-May-12	1313.32
31-May-12	1310.33
1-Jun-12	1278.04
4-Jun-12	1278.18
5-Jun-12	1285.50
6-Jun-12	1315.13
7-Jun-12	1314.99
8-Jun-12	1325.66
11-Jun-12	1308.93
12-Jun-12	1324.18
13-Jun-12	1314.88
14-Jun-12	1329.10
15-Jun-12	1342.84
18-Jun-12	1344.78
19-Jun-12	1357.98
20-Jun-12	1355.69
21-Jun-12	1325.51
22-Jun-12	1335.02
25-Jun-12	1313.72
26-Jun-12	1319.99
27-Jun-12	1331.85
28-Jun-12	1329.04
29-Jun-12	1362.16
2-Jul-12	1365.51
3-Jul-12	1374.02
5-Jul-12	1367.58
6-Jul-12	1354.68
9-Jul-12	1352.46
10-Jul-12	1341.47
11-Jul-12	1341.45
12-Jul-12	1334.76
13-Jul-12	1356.78
16-Jul-12	1353.64
17-Jul-12	1363.67
18-Jul-12	1372.78
19-Jul-12	1376.51
20-Jul-12	1362.66
23-Jul-12	1350.52
24-Jul-12	1338.31
25-Jul-12	1337.89
26-Jul-12	1360.02
27-Jul-12	1385.97
30-Jul-12	1385.30
31-Jul-12	1379.32
1-Aug-12	1375.32
2-Aug-12	1365.00
3-Aug-12	1390.99
6-Aug-12	1394.23
7-Aug-12	1401.35
8-Aug-12	1402.22
9-Aug-12	1402.80
10-Aug-12	1405.87
13-Aug-12	1404.11
14-Aug-12	1403.93
15-Aug-12	1405.53
16-Aug-12	1415.51
17-Aug-12	1418.16
20-Aug-12	1418.13
21-Aug-12	1413.17
22-Aug-12	1413.49
23-Aug-12	1402.08
24-Aug-12	1411.13
27-Aug-12	1410.44
28-Aug-12	1409.30
29-Aug-12	1410.49
30-Aug-12	1399.48
31-Aug-12	1406.58
4-Sep-12	1404.94
5-Sep-12	1403.44
6-Sep-12	1432.12
7-Sep-12	1437.92
10-Sep-12	1429.08
11-Sep-12	1433.56
12-Sep-12	1436.56
13-Sep-12	1459.99
14-Sep-12	1465.77
17-Sep-12	1461.19
18-Sep-12	1459.32
19-Sep-12	1461.05
20-Sep-12	1460.26
21-Sep-12	1460.15
24-Sep-12	1456.89
25-Sep-12	1441.59
26-Sep-12	1433.32
27-Sep-12	1447.15
28-Sep-12	1440.67
1-Oct-12	1444.49
2-Oct-12	1445.75
3-Oct-12	1450.99
4-Oct-12	1461.40
5-Oct-12	1460.93
8-Oct-12	1455.88
9-Oct-12	1441.48
10-Oct-12	1432.56
11-Oct-12	1432.84
12-Oct-12	1428.59
15-Oct-12	1440.13
16-Oct-12	1454.92
17-Oct-12	1460.91
18-Oct-12	1457.34
19-Oct-12	1433.19
22-Oct-12	1433.82
23-Oct-12	1413.11
24-Oct-12	1408.75
25-Oct-12	1412.97
26-Oct-12	1411.94
31-Oct-12	1412.16
1-Nov-12	1427.59
2-Nov-12	1414.20
5-Nov-12	1417.26
6-Nov-12	1428.39
7-Nov-12	1394.53
8-Nov-12	1377.51
9-Nov-12	1379.85
12-Nov-12	1380.03
13-Nov-12	1374.53
14-Nov-12	1355.49
15-Nov-12	1353.33
16-Nov-12	1359.88
19-Nov-12	1386.89
20-Nov-12	1387.81
21-Nov-12	1391.03
23-Nov-12	1409.15
26-Nov-12	1406.29
27-Nov-12	1398.94
28-Nov-12	1409.93
29-Nov-12	1415.95
30-Nov-12	1416.18
3-Dec-12	1409.46
4-Dec-12	1407.05
5-Dec-12	1409.28
6-Dec-12	1413.94
7-Dec-12	1418.07
10-Dec-12	1418.55
11-Dec-12	1427.84
12-Dec-12	1428.48
13-Dec-12	1419.45
14-Dec-12	1413.58
17-Dec-12	1430.36
18-Dec-12	1446.79
19-Dec-12	1435.81
20-Dec-12	1443.69
21-Dec-12	1430.15
24-Dec-12	1426.66
26-Dec-12	1419.83
27-Dec-12	1418.10
28-Dec-12	1402.43
31-Dec-12	1426.19
2-Jan-13	1462.42
3-Jan-13	1459.37
4-Jan-13	1466.47
7-Jan-13	1461.89
8-Jan-13	1457.15
9-Jan-13	1461.02
10-Jan-13	1472.12
11-Jan-13	1472.05
14-Jan-13	1470.68
15-Jan-13	1472.34
16-Jan-13	1472.63
17-Jan-13	1480.94
18-Jan-13	1485.98
22-Jan-13	1492.56
23-Jan-13	1494.81
24-Jan-13	1494.82
25-Jan-13	1502.96
28-Jan-13	1500.18
29-Jan-13	1507.84
30-Jan-13	1501.96
31-Jan-13	1498.11
1-Feb-13	1513.17
4-Feb-13	1495.71
5-Feb-13	1511.29
6-Feb-13	1512.12
7-Feb-13	1509.39
8-Feb-13	1517.93
11-Feb-13	1517.01
12-Feb-13	1519.43
13-Feb-13	1520.33
14-Feb-13	1521.38
15-Feb-13	1519.79
19-Feb-13	1530.94
20-Feb-13	1511.95
21-Feb-13	1502.42
22-Feb-13	1515.60
25-Feb-13	1487.85
26-Feb-13	1496.94
27-Feb-13	1515.99
28-Feb-13	1514.68
1-Mar-13	1518.20
4-Mar-13	1525.20
5-Mar-13	1539.79
6-Mar-13	1541.46
7-Mar-13	1544.26
8-Mar-13	1551.18
11-Mar-13	1556.22
12-Mar-13	1552.48
13-Mar-13	1554.52
14-Mar-13	1563.23
15-Mar-13	1560.70
18-Mar-13	1552.10
19-Mar-13	1548.34
20-Mar-13	1558.71
21-Mar-13	1545.80
22-Mar-13	1556.89
25-Mar-13	1551.69
26-Mar-13	1563.77
27-Mar-13	1562.85
28-Mar-13	1569.19
1-Apr-13	1562.17
2-Apr-13	1570.25
3-Apr-13	1553.69
4-Apr-13	1559.98
5-Apr-13	1553.28
8-Apr-13	1563.07
9-Apr-13	1568.61
10-Apr-13	1587.73
11-Apr-13	1593.37
12-Apr-13	1588.85
15-Apr-13	1552.36
16-Apr-13	1574.57
17-Apr-13	1552.01
18-Apr-13	1541.61
19-Apr-13	1555.25
22-Apr-13	1562.50
23-Apr-13	1578.78
24-Apr-13	1578.79
25-Apr-13	1585.16
26-Apr-13	1582.24
29-Apr-13	1593.61
30-Apr-13	1597.57
1-May-13	1582.70
2-May-13	1597.59
3-May-13	1614.42
6-May-13	1617.50
7-May-13	1625.96
8-May-13	1632.69
9-May-13	1626.67
10-May-13	1633.70
13-May-13	1633.77
14-May-13	1650.34
15-May-13	1658.78
16-May-13	1650.47
17-May-13	1667.47
20-May-13	1666.29
21-May-13	1669.16
22-May-13	1655.35
23-May-13	1650.51
24-May-13	1649.60
28-May-13	1660.06
29-May-13	1648.36
30-May-13	1654.41
31-May-13	1630.74
3-Jun-13	1640.42
4-Jun-13	1631.38
5-Jun-13	1608.90
6-Jun-13	1622.56
7-Jun-13	1643.38
10-Jun-13	1642.81
11-Jun-13	1626.13
12-Jun-13	1612.52
13-Jun-13	1636.36
14-Jun-13	1626.73
17-Jun-13	1639.04
18-Jun-13	1651.81
19-Jun-13	1628.93
20-Jun-13	1588.19
21-Jun-13	1592.43
24-Jun-13	1573.09
25-Jun-13	1588.03
26-Jun-13	1603.26
27-Jun-13	1613.20
28-Jun-13	1606.28
1-Jul-13	1614.96
2-Jul-13	1614.08
3-Jul-13	1615.41
5-Jul-13	1631.89
8-Jul-13	1640.46
9-Jul-13	1652.32
10-Jul-13	1652.62
11-Jul-13	1675.02
12-Jul-13	1680.19
15-Jul-13	1682.50
16-Jul-13	1676.26
17-Jul-13	1680.91
18-Jul-13	1689.37
19-Jul-13	1692.09
22-Jul-13	1695.53
23-Jul-13	1692.39
24-Jul-13	1685.94
25-Jul-13	1690.25
26-Jul-13	1691.65
29-Jul-13	1685.33
30-Jul-13	1685.96
31-Jul-13	1685.73
1-Aug-13	1706.87
2-Aug-13	1709.67
5-Aug-13	1707.14
6-Aug-13	1697.37
7-Aug-13	1690.91
8-Aug-13	1697.48
9-Aug-13	1691.42
12-Aug-13	1689.47
13-Aug-13	1694.16
14-Aug-13	1685.39
15-Aug-13	1661.32
16-Aug-13	1655.83
19-Aug-13	1646.06
20-Aug-13	1652.35
21-Aug-13	1642.80
22-Aug-13	1656.96
23-Aug-13	1663.50
26-Aug-13	1656.78
27-Aug-13	1630.48
28-Aug-13	1634.96
29-Aug-13	1638.17
30-Aug-13	1632.97
3-Sep-13	1639.77
4-Sep-13	1653.08
5-Sep-13	1655.08
6-Sep-13	1655.17
9-Sep-13	1671.71
10-Sep-13	1683.99
11-Sep-13	1689.13
12-Sep-13	1683.42
13-Sep-13	1687.99
16-Sep-13	1697.60
17-Sep-13	1704.76
18-Sep-13	1725.52
19-Sep-13	1722.34
20-Sep-13	1709.91
23-Sep-13	1701.84
24-Sep-13	1697.42
25-Sep-13	1692.77
26-Sep-13	1698.67
27-Sep-13	1691.75
30-Sep-13	1681.55
1-Oct-13	1695.00
2-Oct-13	1693.87
3-Oct-13	1678.66
4-Oct-13	1690.50
7-Oct-13	1676.12
8-Oct-13	1655.45
9-Oct-13	1656.40
10-Oct-13	1692.56
11-Oct-13	1703.20
14-Oct-13	1710.14
15-Oct-13	1698.06
16-Oct-13	1721.54
17-Oct-13	1733.15
18-Oct-13	1744.50
21-Oct-13	1744.66
22-Oct-13	1754.67
23-Oct-13	1746.38
24-Oct-13	1752.07
25-Oct-13	1759.77
28-Oct-13	1762.11
29-Oct-13	1771.95
30-Oct-13	1763.31
31-Oct-13	1756.54
1-Nov-13	1761.64
4-Nov-13	1767.93
5-Nov-13	1762.97
6-Nov-13	1770.49
7-Nov-13	1747.15
8-Nov-13	1770.61
11-Nov-13	1771.89
12-Nov-13	1767.69
13-Nov-13	1782.00
14-Nov-13	1790.62
15-Nov-13	1798.18
18-Nov-13	1791.53
19-Nov-13	1787.87
20-Nov-13	1781.37
21-Nov-13	1795.85
22-Nov-13	1804.76
25-Nov-13	1802.48
26-Nov-13	1802.75
27-Nov-13	1807.23
29-Nov-13	1805.81
2-Dec-13	1800.90
3-Dec-13	1795.15
4-Dec-13	1792.81
5-Dec-13	1785.03
6-Dec-13	1805.09
9-Dec-13	1808.37
10-Dec-13	1802.62
11-Dec-13	1782.22
12-Dec-13	1775.50
13-Dec-13	1775.32
16-Dec-13	1786.54
17-Dec-13	1781.00
18-Dec-13	1810.65
19-Dec-13	1809.60
20-Dec-13	1818.32
23-Dec-13	1827.99
24-Dec-13	1833.32
26-Dec-13	1842.02
27-Dec-13	1841.40
