date	snp	bg	line							
15-Jul-16	250.39	315.53								
18-Jul-16	251	315.97								
19-Jul-16	250.64	316.33								
20-Jul-16	251.75	318.54								
21-Jul-16	250.84	315.54								
22-Jul-16	251.98	317.44								
25-Jul-16	251.23	316.24								
26-Jul-16	251.32	317.36								
27-Jul-16	251.02	316.29								
28-Jul-16	251.45	316.8								
29-Jul-16	251.86	316.98								
1-Aug-16	251.54	317.49								
2-Aug-16	249.95	314.97								
3-Aug-16	250.81	315.21								
4-Aug-16	250.93	314.42								
5-Aug-16	253.09	316.51								
8-Aug-16	252.88	315.47								
9-Aug-16	252.99	315.63								
10-Aug-16	252.36	315.88								
11-Aug-16	253.59	317.13								
12-Aug-16	253.4	316.89								
15-Aug-16	254.14	317.66								
16-Aug-16	252.79	316.52								
17-Aug-16	253.33	317.47								
18-Aug-16	253.89	317.38								
19-Aug-16	253.56	318.68								
22-Aug-16	253.42	319.69								
23-Aug-16	253.92	319.81								
24-Aug-16	252.61	318.66								
25-Aug-16	252.27	318.53								
26-Aug-16	251.87	317.89								
29-Aug-16	253.22	319.09								
30-Aug-16	252.77	317.99								
31-Aug-16	252.22	317.46								
1-Sep-16	252.21	317.83								
2-Sep-16	253.28	319.57								
6-Sep-16	254.04	318.99								
7-Sep-16	254.07	318.41								
8-Sep-16	253.51	315.6								
9-Sep-16	247.3	308.8								
12-Sep-16	250.94	311.88								
13-Sep-16	247.3	308.91								
14-Sep-16	247.17	308.21								
15-Sep-16	249.71	310.49								
16-Sep-16	248.77	309.38								
19-Sep-16	248.77	309.54								
20-Sep-16	248.84	310.37								
21-Sep-16	251.56	312.41								
22-Sep-16	253.2	314.65								
23-Sep-16	251.75	313.52								
26-Sep-16	249.61	311.47								
27-Sep-16	251.23	313.32								
28-Sep-16	252.62	313.78								
29-Sep-16	250.27	310.85								
30-Sep-16	252.26	313.08								
3-Oct-16	251.47	312.67								
4-Oct-16	250.25	311.05								
5-Oct-16	251.43	311.42								
6-Oct-16	251.56	312.88								
7-Oct-16	250.75	310.5								
10-Oct-16	251.9	311.86								
11-Oct-16	248.77	309.38								
12-Oct-16	249.07	310.35								
13-Oct-16	248.31	309.8								
14-Oct-16	248.36	309.93								
17-Oct-16	247.61	308.65								
18-Oct-16	249.14	310.14								
19-Oct-16	249.72	311.24								
20-Oct-16	249.39	311.92								
21-Oct-16	249.37	311.59								
24-Oct-16	250.56	312.66								
25-Oct-16	249.62	309.49								
26-Oct-16	249.18	307.89								
27-Oct-16	248.45	307.82								
28-Oct-16	247.69	306.63								
31-Oct-16	247.66	307.46								
1-Nov-16	245.98	305.51								
2-Nov-16	244.41	305.39								
3-Nov-16	243.42	303.66								
4-Nov-16	243.02	303.74								
7-Nov-16	248.42	309.43								
8-Nov-16	249.48	308.92								
9-Nov-16	252.26	311.78								
10-Nov-16	252.78	313.58								
11-Nov-16	252.42	314.29								
14-Nov-16	252.43	315.29								
15-Nov-16	254.38	315.92								
16-Nov-16	254.05	316.33								
17-Nov-16	255.25	317.02								
18-Nov-16	254.68	316.75								
21-Nov-16	256.59	316.1								
22-Nov-16	257.15	317.33								
23-Nov-16	257.37	317.79								
25-Nov-16	258.38	318.85								
28-Nov-16	257.06	317.25								
29-Nov-16	257.46	318.16								
30-Nov-16	256.83	316.43								
1-Dec-16	255.94	316.17								
2-Dec-16	256.04	316.72								
5-Dec-16	257.56	317.57								
6-Dec-16	258.45	318.18								
7-Dec-16	261.9	322.42								
8-Dec-16	262.49	322.91								
9-Dec-16	264.05	324.6								
12-Dec-16	263.76	323.45								
13-Dec-16	265.54	325.44								
14-Dec-16	263.4	324.14								
15-Dec-16	264.43	325.99								
16-Dec-16	263.98	325.61								
19-Dec-16	264.5	325.59								
20-Dec-16	265.5	326.38								
21-Dec-16	264.86	325.73								
22-Dec-16	264.4	325.24								
23-Dec-16	264.76	325.66								
27-Dec-16	265.36	326.02								
28-Dec-16	263.18	323.4								
29-Dec-16	263.12	323.57								
30-Dec-16	261.91	321.94								
3-Jan-17	264.14	323.99								
4-Jan-17	265.71	326.28								
5-Jan-17	265.51	325.72								
6-Jan-17	266.53	327.11								
9-Jan-17	265.58	326.69								
10-Jan-17	265.58	327.52								
11-Jan-17	266.36	329.25								
12-Jan-17	265.79	328.43								
13-Jan-17	266.28	329.13								
17-Jan-17	265.49	328.6								
18-Jan-17	266.01	329.27								
19-Jan-17	265.05	327.66								
20-Jan-17	265.95	328.25								
23-Jan-17	265.24	327.25								
24-Jan-17	266.99	329.84								
25-Jan-17	269.13	331.32								
26-Jan-17	268.94	332.81								
27-Jan-17	268.72	333.05								
30-Jan-17	267.11	332.23								
31-Jan-17	266.88	333.11								
1-Feb-17	267.02	332.29								
2-Feb-17	267.19	331.85								
3-Feb-17	269.15	334.17								
6-Feb-17	268.58	332.76								
7-Feb-17	268.66	332.76								
8-Feb-17	268.93	332.95								
9-Feb-17	270.53	336.15								
10-Feb-17	271.51	337.37								
13-Feb-17	273	338.79								
14-Feb-17	274.17	339.81								
15-Feb-17	275.58	342.42								
16-Feb-17	275.37	341.79								
17-Feb-17	275.84	342.1								
21-Feb-17	277.51	342.88								
22-Feb-17	277.23	343.13								
23-Feb-17	277.38	342.08								
24-Feb-17	277.86	343.56								
27-Feb-17	278.18	342.61								
28-Feb-17	277.48	341.13								
1-Mar-17	281.32	345.14								
2-Mar-17	279.69	343.04								
3-Mar-17	279.84	343.32								
6-Mar-17	278.93	341.68								
7-Mar-17	278.14	340.72								
8-Mar-17	277.58	340.74								
9-Mar-17	277.81	340.78								
10-Mar-17	278.72	342.42								
13-Mar-17	278.92	342.67								
14-Mar-17	277.99	341.13								
15-Mar-17	280.32	344.51								
16-Mar-17	279.88	343.39								
17-Mar-17	279.51	344.59								
20-Mar-17	278.96	343.68								
21-Mar-17	275.52	340.8								
22-Mar-17	276.05	341.8								
23-Mar-17	275.76	342.03								
24-Mar-17	275.53	341.89								
27-Mar-17	275.25	341.58								
28-Mar-17	277.25	343.75								
29-Mar-17	277.6	343.19								
30-Mar-17	278.43	344.13								
31-Mar-17	277.8	343.87								
3-Apr-17	277.36	343.29								
4-Apr-17	277.56	342.28								
5-Apr-17	276.74	341.68								
6-Apr-17	277.35	342.46								
7-Apr-17	277.13	342.41								
10-Apr-17	277.33	343.07								
11-Apr-17	276.97	343.02								
12-Apr-17	275.94	341.73								
13-Apr-17	274.06	340.25								
17-Apr-17	276.42	343.13								
18-Apr-17	275.62	343.14								
19-Apr-17	275.19	343.24								
20-Apr-17	277.28	346.08								
21-Apr-17	276.43	346.58								
24-Apr-17	279.43	349.36								
25-Apr-17	281.14	351.28								
26-Apr-17	281	351.33								
27-Apr-17	281.19	351.59								
28-Apr-17	280.65	350.75								
