price,date,split_ratio,tri,shares_owned,dividend_value,
1.4,5/27/1999,1,366.55,262.27,,
1.42,5/28/1999,1,371.27,262.27,,
1.44,6/1/1999,1,377.59,262.27,,
1.5,6/2/1999,1,392.33,262.27,,
1.52,6/3/1999,1,399.75,262.27,,
1.55,6/4/1999,1,405.56,262.27,,
1.57,6/7/1999,1,412.39,262.27,,
1.53,6/8/1999,1,401.85,262.27,,
1.56,6/9/1999,1,408.17,262.27,,
1.55,6/10/1999,1,405.56,262.27,,
1.49,6/11/1999,1,391.32,262.27,,
1.46,6/14/1999,1,382.89,262.27,,
1.48,6/15/1999,1,388.12,262.27,,
1.54,6/16/1999,1,403.96,262.27,,
1.49,6/17/1999,1,390.82,262.27,,
1.51,6/18/1999,1,397.14,262.27,,
1.49,6/21/1999,1,391.83,262.27,,
1.46,6/22/1999,1,382.39,262.27,,
1.4,6/23/1999,1,368.15,262.27,,
1.36,6/24/1999,1,356.52,262.27,,
1.36,6/25/1999,1,355.51,262.27,,
1.37,6/28/1999,1,358.63,262.27,,
1.46,6/29/1999,1,382.39,262.27,,
1.49,6/30/1999,1,390.23,262.27,,
1.46,7/1/1999,1,381.8,262.27,,
1.49,7/2/1999,1,390.23,262.27,,
1.52,7/6/1999,1,399.24,262.27,,
1.6,7/7/1999,1,420.31,262.27,,
1.75,7/8/1999,1,459.24,262.27,,
1.79,7/9/1999,1,468.76,262.27,,
1.75,7/12/1999,1,459.24,262.27,,
1.72,7/13/1999,1,452.41,262.27,,
1.8,7/14/1999,1,471.37,262.27,,
1.71,7/15/1999,1,448.7,262.27,,
1.7,7/16/1999,1,447.1,262.27,,
1.75,7/19/1999,1,458.73,262.27,,
1.7,7/20/1999,1,445.59,262.27,,
1.74,7/21/1999,1,455.53,262.27,,
1.68,7/22/1999,1,441.37,262.27,,
1.71,7/23/1999,1,449.21,262.27,,
1.64,7/26/1999,1,429.24,262.27,,
1.72,7/27/1999,1,452.41,262.27,,
1.75,7/28/1999,1,458.23,262.27,,
1.73,7/29/1999,1,454.01,262.27,,
1.79,7/30/1999,1,469.27,262.27,,
1.79,8/2/1999,1,469.77,262.27,,
1.78,8/3/1999,1,465.56,262.27,,
1.73,8/4/1999,1,453.42,262.27,,
1.76,8/5/1999,1,461.34,262.27,,
1.74,8/6/1999,1,456.12,262.27,,
1.75,8/9/1999,1,458.73,262.27,,
1.78,8/10/1999,1,466.65,262.27,,
1.92,8/11/1999,1,502.97,262.27,,
1.93,8/12/1999,1,505.58,262.27,,
1.93,8/13/1999,1,506.09,262.27,,
1.94,8/16/1999,1,509.8,262.27,,
1.94,8/17/1999,1,508.2,262.27,,
1.93,8/18/1999,1,506.68,262.27,,
1.89,8/19/1999,1,495.05,262.27,,
1.9,8/20/1999,1,498.76,262.27,,
1.95,8/23/1999,1,511.9,262.27,,
1.94,8/24/1999,1,508.78,262.27,,
1.97,8/25/1999,1,517.21,262.27,,
2,8/26/1999,1,523.53,262.27,,
2.08,8/27/1999,1,545.61,262.27,,
1.99,8/30/1999,1,522.94,262.27,,
2.1,8/31/1999,1,549.82,262.27,,
2.2,9/1/1999,1,578.22,262.27,,
2.27,9/2/1999,1,594.57,262.27,,
2.36,9/3/1999,1,619.34,262.27,,
2.45,9/7/1999,1,643.52,262.27,,
2.39,9/8/1999,1,627.77,262.27,,
2.43,9/9/1999,1,636.7,262.27,,
2.49,9/10/1999,1,652.54,262.27,,
2.41,9/13/1999,1,631.98,262.27,,
2.5,9/14/1999,1,655.66,262.27,,
2.42,9/15/1999,1,635.1,262.27,,
2.47,9/16/1999,1,647.23,262.27,,
2.47,9/17/1999,1,648.33,262.27,,
2.54,9/20/1999,1,666.19,262.27,,
2.22,9/21/1999,1,583.53,262.27,,
2.26,9/22/1999,1,592.46,262.27,,
2.03,9/23/1999,1,533.47,262.27,,
2.09,9/24/1999,1,547.21,262.27,,
1.97,9/27/1999,1,516.62,262.27,,
1.92,9/28/1999,1,502.47,262.27,,
1.9,9/29/1999,1,497.66,262.27,,
2.03,9/30/1999,1,533.47,262.27,,
1.98,10/1/1999,1,520.08,262.27,,
2.07,10/4/1999,1,544.01,262.27,,
2.18,10/5/1999,1,572.49,262.27,,
2.16,10/6/1999,1,566.17,262.27,,
2.13,10/7/1999,1,559.26,262.27,,
2.11,10/8/1999,1,552.43,262.27,,
2.14,10/11/1999,1,561.96,262.27,,
2.17,10/12/1999,1,570.38,262.27,,
2.06,10/13/1999,1,539.54,262.27,,
2.35,10/14/1999,1,616.73,262.27,,
2.4,10/15/1999,1,628.27,262.27,,
2.35,10/18/1999,1,617.23,262.27,,
2.2,10/19/1999,1,577.21,262.27,,
2.41,10/20/1999,1,632.99,262.27,,
2.45,10/21/1999,1,641.42,262.27,,
2.38,10/22/1999,1,623.05,262.27,,
2.39,10/25/1999,1,627.77,262.27,,
2.41,10/26/1999,1,632.48,262.27,,
2.45,10/27/1999,1,643.52,262.27,,
2.5,10/28/1999,1,656.16,262.27,,
2.57,10/29/1999,1,675.12,262.27,,
2.49,11/1/1999,1,654.06,262.27,,
2.58,11/2/1999,1,676.22,262.27,,
2.62,11/3/1999,1,686.75,262.27,,
2.69,11/4/1999,1,704.61,262.27,,
2.84,11/5/1999,1,744.13,262.27,,
3.1,11/8/1999,1,812.05,262.27,,
2.88,11/9/1999,1,755.17,262.27,,
2.94,11/10/1999,1,770.51,262.27,,
2.96,11/11/1999,1,777.33,262.27,,
2.91,11/12/1999,1,763.6,262.27,,
2.87,11/15/1999,1,753.66,262.27,,
2.93,11/16/1999,1,768.4,262.27,,
2.9,11/17/1999,1,760.48,262.27,,
2.88,11/18/1999,1,755.17,262.27,,
2.97,11/19/1999,1,778.93,262.27,,
2.91,11/22/1999,1,763.6,262.27,,
2.98,11/23/1999,1,782.05,262.27,,
3.04,11/24/1999,1,797.89,262.27,,
3.05,11/26/1999,1,801.01,262.27,,
3.04,11/29/1999,1,796.8,262.27,,
3.14,11/30/1999,1,824.69,262.27,,
3.31,12/1/1999,1,868.42,262.27,,
3.54,12/2/1999,1,928.5,262.27,,
3.69,12/3/1999,1,969.03,262.27,,
3.73,12/6/1999,1,977.46,262.27,,
3.79,12/7/1999,1,992.71,262.27,,
3.54,12/8/1999,1,927.41,262.27,,
3.38,12/9/1999,1,886.88,262.27,,
3.31,12/10/1999,1,867.92,262.27,,
3.18,12/13/1999,1,834.21,262.27,,
3.05,12/14/1999,1,799.41,262.27,,
3.12,12/15/1999,1,817.36,262.27,,
3.16,12/16/1999,1,828.4,262.27,,
3.21,12/17/1999,1,842.64,262.27,,
3.15,12/20/1999,1,825.79,262.27,,
3.29,12/21/1999,1,863.7,262.27,,
3.21,12/22/1999,1,842.13,262.27,,
3.33,12/23/1999,1,872.13,262.27,,
3.19,12/27/1999,1,836.82,262.27,,
3.15,12/28/1999,1,827.39,262.27,,
3.24,12/29/1999,1,848.45,262.27,,
3.22,12/30/1999,1,845.25,262.27,,
3.3,12/31/1999,1,866.32,262.27,,
3.6,1/3/2000,1,943.25,262.27,,
3.29,1/4/2000,1,863.7,262.27,,
3.34,1/5/2000,1,876.34,262.27,,
3.05,1/6/2000,1,800.51,262.27,,
3.2,1/7/2000,1,838.42,262.27,,
3.14,1/10/2000,1,823.68,262.27,,
2.98,1/11/2000,1,781.55,262.27,,
2.8,1/12/2000,1,734.7,262.27,,
3.11,1/13/2000,1,815.25,262.27,,
3.23,1/14/2000,1,846.35,262.27,,
3.34,1/18/2000,1,875.84,262.27,,
3.42,1/19/2000,1,897.92,262.27,,
3.65,1/20/2000,1,956.39,262.27,,
3.58,1/21/2000,1,937.94,262.27,,
3.41,1/24/2000,1,895.3,262.27,,
3.61,1/25/2000,1,945.86,262.27,,
3.54,1/26/2000,1,928.5,262.27,,
3.53,1/27/2000,1,926.9,262.27,,
3.26,1/28/2000,1,856.29,262.27,,
3.33,1/31/2000,1,874.24,262.27,,
3.22,2/1/2000,1,844.74,262.27,,
3.17,2/2/2000,1,832.61,262.27,,
3.32,2/3/2000,1,870.53,262.27,,
3.47,2/4/2000,1,910.05,262.27,,
3.66,2/7/2000,1,961.11,262.27,,
3.69,2/8/2000,1,967.94,262.27,,
3.62,2/9/2000,1,948.98,262.27,,
3.65,2/10/2000,1,956.39,262.27,,
3.49,2/11/2000,1,916.37,262.27,,
3.72,2/14/2000,1,975.86,262.27,,
3.82,2/15/2000,1,1002.74,262.27,,
3.67,2/16/2000,1,961.62,262.27,,
3.69,2/17/2000,1,967.94,262.27,,
3.57,2/18/2000,1,937.43,262.27,,
3.66,2/22/2000,1,959.01,262.27,,
3.73,2/23/2000,1,979.57,262.27,,
3.7,2/24/2000,1,970.72,262.27,,
3.55,2/25/2000,1,930.02,262.27,,
3.64,2/28/2000,1,954.29,262.27,,
3.68,2/29/2000,1,965.83,262.27,,
4.19,3/1/2000,1,1098.04,262.27,,
3.92,3/2/2000,1,1028.02,262.27,,
4.11,3/3/2000,1,1078.58,262.27,,
4.04,3/6/2000,1,1059.11,262.27,,
3.95,3/7/2000,1,1035.35,262.27,,
3.92,3/8/2000,1,1028.02,262.27,,
3.93,3/9/2000,1,1030.13,262.27,,
4.04,3/10/2000,1,1059.62,262.27,,
3.9,3/13/2000,1,1022.2,262.27,,
3.67,3/14/2000,1,962.71,262.27,,
3.73,3/15/2000,1,979.57,262.27,,
3.91,3/16/2000,1,1024.31,262.27,,
4.02,3/17/2000,1,1053.3,262.27,,
3.95,3/20/2000,1,1036.44,262.27,,
4.34,3/21/2000,1,1137.06,262.27,,
4.63,3/22/2000,1,1215,262.27,,
4.54,3/23/2000,1,1190.73,262.27,,
4.46,3/24/2000,1,1168.65,262.27,,
4.48,3/27/2000,1,1175.99,262.27,,
4.47,3/28/2000,1,1172.36,262.27,,
4.37,3/29/2000,1,1145.48,262.27,,
4.04,3/30/2000,1,1059.62,262.27,,
4.36,3/31/2000,1,1144.39,262.27,,
4.28,4/3/2000,1,1123.32,262.27,,
4.09,4/4/2000,1,1072.76,262.27,,
4.19,4/5/2000,1,1098.63,262.27,,
4.02,4/6/2000,1,1054.9,262.27,,
4.23,4/7/2000,1,1110.18,262.27,,
4.02,4/10/2000,1,1053.3,262.27,,
3.84,4/11/2000,1,1006.45,262.27,,
3.51,4/12/2000,1,920.58,262.27,,
3.66,4/13/2000,1,959.01,262.27,,
3.59,4/14/2000,1,942.66,262.27,,
3.98,4/17/2000,1,1043.78,262.27,,
4.08,4/18/2000,1,1069.06,262.27,,
3.89,4/19/2000,1,1020.6,262.27,,
3.82,4/20/2000,1,1001.64,262.27,,
3.87,4/24/2000,1,1015.38,262.27,,
4.12,4/25/2000,1,1081.19,262.27,,
3.9,4/26/2000,1,1022.2,262.27,,
4.07,4/27/2000,1,1068.04,262.27,,
3.99,4/28/2000,1,1045.38,262.27,,
3.99,5/1/2000,1,1047.48,262.27,,
3.79,5/2/2000,1,993.22,262.27,,
3.7,5/3/2000,1,969.54,262.27,,
3.56,5/4/2000,1,932.72,262.27,,
3.63,5/5/2000,1,953.19,262.27,,
3.54,5/8/2000,1,927.91,262.27,,
3.39,5/9/2000,1,888.48,262.27,,
3.19,5/10/2000,1,836.82,262.27,,
3.3,5/11/2000,1,866.32,262.27,,
3.46,5/12/2000,1,906.85,262.27,,
3.24,5/15/2000,1,851.06,262.27,,
3.4,5/16/2000,1,890.58,262.27,,
3.26,5/17/2000,1,854.18,262.27,,
3.24,5/18/2000,1,848.96,262.27,,
3.02,5/19/2000,1,792.08,262.27,,
2.89,5/22/2000,1,757.87,262.27,,
2.76,5/23/2000,1,723.07,262.27,,
2.82,5/24/2000,1,738.91,262.27,,
2.8,5/25/2000,1,735.37,262.27,,
2.77,5/26/2000,1,727.79,262.27,,
2.81,5/30/2000,1,737.81,262.27,,
2.7,5/31/2000,1,707.82,262.27,,
2.86,6/1/2000,1,750.96,262.27,,
2.97,6/2/2000,1,779.95,262.27,,
2.93,6/5/2000,1,769.41,262.27,,
2.98,6/6/2000,1,782.56,262.27,,
3.1,6/7/2000,1,813.65,262.27,,
3.05,6/8/2000,1,798.91,262.27,,
3.08,6/9/2000,1,806.83,262.27,,
2.93,6/12/2000,1,768.4,262.27,,
3.04,6/13/2000,1,796.29,262.27,,
2.91,6/14/2000,1,762.08,262.27,,
2.97,6/15/2000,1,778.34,262.27,,
2.93,6/16/2000,1,768.4,262.27,,
3.1,6/19/2000,1,814.16,262.27,,
3.25,6/20/2000,1,853.17,262.27,,
3.57,6/21/2000,2,937.52,262.27,,
3.45,6/22/2000,1,905.84,262.27,,
3.32,6/23/2000,1,871.12,262.27,,
3.48,6/26/2000,1,912.24,262.27,,
3.33,6/27/2000,1,872.13,262.27,,
3.5,6/28/2000,1,917.46,262.27,,
3.29,6/29/2000,1,863.7,262.27,,
3.37,6/30/2000,1,882.75,262.27,,
3.43,7/3/2000,1,898.42,262.27,,
3.32,7/5/2000,1,870.11,262.27,,
3.33,7/6/2000,1,873.14,262.27,,
3.5,7/7/2000,1,917.46,262.27,,
3.67,7/10/2000,1,962.8,262.27,,
3.66,7/11/2000,1,959.6,262.27,,
3.78,7/12/2000,1,992.29,262.27,,
3.63,7/13/2000,1,952.18,262.27,,
3.71,7/14/2000,1,972.24,262.27,,
3.75,7/17/2000,1,982.68,262.27,,
3.68,7/18/2000,1,964.82,262.27,,
3.39,7/19/2000,1,887.97,262.27,,
3.54,7/20/2000,1,929.09,262.27,,
3.44,7/21/2000,1,902.63,262.27,,
3.13,7/24/2000,1,820.56,262.27,,
3.22,7/25/2000,1,843.65,262.27,,
3.22,7/26/2000,1,843.65,262.27,,
3.34,7/27/2000,1,876.34,262.27,,
3.1,7/28/2000,1,814.16,262.27,,
3.26,7/31/2000,1,856.29,262.27,,
3.17,8/1/2000,1,831.01,262.27,,
3.04,8/2/2000,1,796.29,262.27,,
3.08,8/3/2000,1,808.93,262.27,,
3.04,8/4/2000,1,798.48,262.27,,
3.08,8/7/2000,1,807.92,262.27,,
3,8/8/2000,1,787.87,262.27,,
3.05,8/9/2000,1,800.51,262.27,,
3.06,8/10/2000,1,801.52,262.27,,
3.06,8/11/2000,1,803.71,262.27,,
3.02,8/14/2000,1,793.09,262.27,,
3,8/15/2000,1,786.86,262.27,,
3.12,8/16/2000,1,817.36,262.27,,
3.31,8/17/2000,1,866.91,262.27,,
3.21,8/18/2000,1,842.64,262.27,,
3.24,8/21/2000,1,851.06,262.27,,
3.32,8/22/2000,1,871.12,262.27,,
3.49,8/23/2000,1,915.27,262.27,,
3.61,8/24/2000,1,945.61,262.27,,
3.65,8/25/2000,1,957.41,262.27,,
3.73,8/28/2000,1,978.47,262.27,,
3.8,8/29/2000,1,997.52,262.27,,
3.82,8/30/2000,1,1002.74,262.27,,
3.92,8/31/2000,1,1027.01,262.27,,
4.08,9/1/2000,1,1069.14,262.27,,
4.01,9/5/2000,1,1052.29,262.27,,
3.76,9/6/2000,1,984.88,262.27,,
3.98,9/7/2000,1,1044.87,262.27,,
3.78,9/8/2000,1,992.29,262.27,,
3.76,9/11/2000,1,984.88,262.27,,
3.71,9/12/2000,1,973.25,262.27,,
3.73,9/13/2000,1,977.46,262.27,,
3.65,9/14/2000,1,958.25,262.27,,
3.55,9/15/2000,1,930.78,262.27,,
3.9,9/18/2000,1,1022.29,262.27,,
3.85,9/19/2000,1,1010.15,262.27,,
3.92,9/20/2000,1,1028.86,262.27,,
3.64,9/21/2000,1,955.38,262.27,,
3.35,9/22/2000,1,879.55,262.27,,
3.44,9/25/2000,1,901.62,262.27,,
3.31,9/26/2000,1,866.91,262.27,,
3.14,9/27/2000,1,824.77,262.27,,
3.44,9/28/2000,1,901.62,262.27,,
1.65,9/29/2000,1,433.96,262.27,,
1.56,10/2/2000,1,408.68,262.27,,
1.43,10/3/2000,1,375.99,262.27,,
1.52,10/4/2000,1,398.06,262.27,,
1.42,10/5/2000,1,371.77,262.27,,
1.43,10/6/2000,1,373.96,262.27,,
1.4,10/9/2000,1,366.55,262.27,,
1.34,10/10/2000,1,351.72,262.27,,
1.26,10/11/2000,1,330.65,262.27,,
1.29,10/12/2000,1,337.06,262.27,,
1.42,10/13/2000,1,371.77,262.27,,
1.38,10/16/2000,1,362.33,262.27,,
1.29,10/17/2000,1,339.08,262.27,,
1.29,10/18/2000,1,339.08,262.27,,
1.22,10/19/2000,1,319.19,262.27,,
1.25,10/20/2000,1,328.63,262.27,,
1.31,10/23/2000,1,343.29,262.27,,
1.21,10/24/2000,1,318.01,262.27,,
1.19,10/25/2000,1,311.78,262.27,,
1.19,10/26/2000,1,311.78,262.27,,
1.19,10/27/2000,1,312.79,262.27,,
1.24,10/30/2000,1,325.43,262.27,,
1.26,10/31/2000,1,329.64,262.27,,
1.32,11/1/2000,1,345.48,262.27,,
1.43,11/2/2000,1,375.99,262.27,,
1.43,11/3/2000,1,374.97,262.27,,
1.38,11/6/2000,1,361.32,262.27,,
1.37,11/7/2000,1,359.13,262.27,,
1.29,11/8/2000,1,338.07,262.27,,
1.3,11/9/2000,1,340.26,262.27,,
1.22,11/10/2000,1,321.21,262.27,,
1.24,11/13/2000,1,326.44,262.27,,
1.3,11/14/2000,1,341.27,262.27,,
1.28,11/15/2000,1,334.86,262.27,,
1.22,11/16/2000,1,320.2,262.27,,
1.19,11/17/2000,1,311.78,262.27,,
1.22,11/20/2000,1,319.19,262.27,,
1.21,11/21/2000,1,317,262.27,,
1.19,11/22/2000,1,311.78,262.27,,
1.24,11/24/2000,1,325.43,262.27,,
1.2,11/27/2000,1,314.98,262.27,,
1.16,11/28/2000,1,303.86,262.27,,
1.13,11/29/2000,1,295.93,262.27,,
1.06,11/30/2000,1,278.07,262.27,,
1.1,12/1/2000,1,287.51,262.27,,
1.07,12/4/2000,1,281.27,262.27,,
1.09,12/5/2000,1,286.5,262.27,,
0.92,12/6/2000,1,241.16,262.27,,
0.92,12/7/2000,1,241.16,262.27,,
0.97,12/8/2000,1,253.8,262.27,,
0.98,12/11/2000,1,255.99,262.27,,
0.99,12/12/2000,1,259.2,262.27,,
0.96,12/13/2000,1,252.79,262.27,,
0.93,12/14/2000,1,243.35,262.27,,
0.9,12/15/2000,1,236.95,262.27,,
0.92,12/18/2000,1,240.15,262.27,,
0.9,12/19/2000,1,235.94,262.27,,
0.92,12/20/2000,1,242.34,262.27,,
0.9,12/21/2000,1,236.95,262.27,,
0.96,12/22/2000,1,252.79,262.27,,
0.94,12/26/2000,1,247.57,262.27,,
0.95,12/27/2000,1,249.59,262.27,,
0.95,12/28/2000,1,249.59,262.27,,
0.96,12/29/2000,1,250.77,262.27,,
0.96,1/2/2001,1,250.77,262.27,,
1.05,1/3/2001,1,275.88,262.27,,
1.1,1/4/2001,1,287.51,262.27,,
1.05,1/5/2001,1,275.88,262.27,,
1.06,1/8/2001,1,279.08,262.27,,
1.1,1/9/2001,1,289.7,262.27,,
1.06,1/10/2001,1,279.08,262.27,,
1.16,1/11/2001,1,303.35,262.27,,
1.1,1/12/2001,1,289.7,262.27,,
1.1,1/16/2001,1,288.52,262.27,,
1.08,1/17/2001,1,283.29,262.27,,
1.2,1/18/2001,1,314.98,262.27,,
1.25,1/19/2001,1,328.63,262.27,,
1.24,1/22/2001,1,324.42,262.27,,
1.32,1/23/2001,1,345.48,262.27,,
1.32,1/24/2001,1,345.48,262.27,,
1.28,1/25/2001,1,336.04,262.27,,
1.26,1/26/2001,1,329.64,262.27,,
1.39,1/29/2001,1,365.54,262.27,,
1.4,1/30/2001,1,366.55,262.27,,
1.39,1/31/2001,1,364.36,262.27,,
1.36,2/1/2001,1,355.93,262.27,,
1.32,2/2/2001,1,347.5,262.27,,
1.3,2/5/2001,1,340.26,262.27,,
1.36,2/6/2001,1,355.93,262.27,,
1.33,2/7/2001,1,349.69,262.27,,
1.33,2/8/2001,1,349.69,262.27,,
1.23,2/9/2001,1,322.22,262.27,,
1.27,2/12/2001,1,331.83,262.27,,
1.23,2/13/2001,1,322.22,262.27,,
1.25,2/14/2001,1,328.63,262.27,,
1.29,2/15/2001,1,338.07,262.27,,
1.22,2/16/2001,1,320.2,262.27,,
1.18,2/20/2001,1,308.57,262.27,,
1.21,2/21/2001,1,318.01,262.27,,
1.21,2/22/2001,1,317,262.27,,
1.21,2/23/2001,1,317,262.27,,
1.25,2/26/2001,1,328.63,262.27,,
1.24,2/27/2001,1,326.44,262.27,,
1.17,2/28/2001,1,307.56,262.27,,
1.2,3/1/2001,1,315.99,262.27,,
1.24,3/2/2001,1,324.42,262.27,,
1.31,3/5/2001,1,343.29,262.27,,
1.38,3/6/2001,1,362.33,262.27,,
1.37,3/7/2001,1,358.12,262.27,,
1.34,3/8/2001,1,350.71,262.27,,
1.3,3/9/2001,1,341.27,262.27,,
1.2,3/12/2001,1,313.8,262.27,,
1.26,3/13/2001,1,329.64,262.27,,
1.31,3/14/2001,1,344.47,262.27,,
1.27,3/15/2001,1,331.83,262.27,,
1.26,3/16/2001,1,330.65,262.27,,
1.32,3/19/2001,1,346.49,262.27,,
1.27,3/20/2001,1,331.83,262.27,,
1.29,3/21/2001,1,339.08,262.27,,
1.39,3/22/2001,1,364.36,262.27,,
1.48,3/23/2001,1,387.61,262.27,,
1.4,3/26/2001,1,367.05,262.27,,
1.47,3/27/2001,1,385.42,262.27,,
1.42,3/28/2001,1,373.63,262.27,,
1.45,3/29/2001,1,379.69,262.27,,
1.42,3/30/2001,1,371.94,262.27,,
1.39,4/2/2001,1,363.85,262.27,,
1.3,4/3/2001,1,341.1,262.27,,
1.25,4/4/2001,1,328.63,262.27,,
1.34,4/5/2001,1,351.72,262.27,,
1.32,4/6/2001,1,347,262.27,,
1.32,4/9/2001,1,346.16,262.27,,
1.42,4/10/2001,1,371.43,262.27,,
1.4,4/11/2001,1,367.39,262.27,,
1.44,4/12/2001,1,377.84,262.27,,
1.38,4/16/2001,1,361.32,262.27,,
1.31,4/17/2001,1,343.8,262.27,,
1.46,4/18/2001,1,384.07,262.27,,
1.65,4/19/2001,1,433.45,262.27,,
1.61,4/20/2001,1,421.99,262.27,,
1.56,4/23/2001,1,408.68,262.27,,
1.54,4/24/2001,1,404.97,262.27,,
1.59,4/25/2001,1,416.6,262.27,,
1.59,4/26/2001,1,416.09,262.27,,
1.68,4/27/2001,1,441.54,262.27,,
1.64,4/30/2001,1,429.58,262.27,,
1.67,5/1/2001,1,436.99,262.27,,
1.71,5/2/2001,1,448.11,262.27,,
1.6,5/3/2001,1,420.64,262.27,,
1.65,5/4/2001,1,433.96,262.27,,
1.6,5/7/2001,1,420.64,262.27,,
1.58,5/8/2001,1,414.07,262.27,,
1.54,5/9/2001,1,404.13,262.27,,
1.48,5/10/2001,1,387.61,262.27,,
1.47,5/11/2001,1,385.09,262.27,,
1.5,5/14/2001,1,392.5,262.27,,
1.49,5/15/2001,1,390.65,262.27,,
1.55,5/16/2001,1,406.15,262.27,,
1.51,5/17/2001,1,396.88,262.27,,
1.51,5/18/2001,1,396.55,262.27,,
1.51,5/21/2001,1,397.05,262.27,,
1.51,5/22/2001,1,396.04,262.27,,
1.49,5/23/2001,1,391.49,262.27,,
1.49,5/24/2001,1,390.98,262.27,,
1.46,5/25/2001,1,383.57,262.27,,
1.38,5/29/2001,1,361.83,262.27,,
1.27,5/30/2001,1,333.35,262.27,,
1.28,5/31/2001,1,336.21,262.27,,
1.34,6/1/2001,1,352.05,262.27,,
1.33,6/4/2001,1,348.18,262.27,,
1.35,6/5/2001,1,352.9,262.27,,
1.33,6/6/2001,1,349.36,262.27,,
1.39,6/7/2001,1,365.03,262.27,,
1.37,6/8/2001,1,359.3,262.27,,
1.29,6/11/2001,1,337.73,262.27,,
1.31,6/12/2001,1,342.28,262.27,,
1.32,6/13/2001,1,344.98,262.27,,
1.28,6/14/2001,1,335.03,262.27,,
1.31,6/15/2001,1,344.47,262.27,,
1.31,6/18/2001,1,342.62,262.27,,
1.3,6/19/2001,1,340.26,262.27,,
1.39,6/20/2001,1,365.2,262.27,,
1.45,6/21/2001,1,379.02,262.27,,
1.43,6/22/2001,1,375.14,262.27,,
1.54,6/25/2001,1,404.3,262.27,,
1.53,6/26/2001,1,400.25,262.27,,
1.5,6/27/2001,1,393.34,262.27,,
1.51,6/28/2001,1,396.71,262.27,,
1.49,6/29/2001,1,391.83,262.27,,
1.54,7/2/2001,1,402.78,262.27,,
1.53,7/3/2001,1,401.77,262.27,,
1.49,7/5/2001,1,390.82,262.27,,
1.42,7/6/2001,1,371.27,262.27,,
1.46,7/9/2001,1,382.56,262.27,,
1.36,7/10/2001,1,356.27,262.27,,
1.45,7/11/2001,1,379.86,262.27,,
1.57,7/12/2001,1,410.53,262.27,,
1.6,7/13/2001,1,418.79,262.27,,
1.54,7/16/2001,1,403.79,262.27,,
1.61,7/17/2001,1,423,262.27,,
1.34,7/18/2001,1,350.37,262.27,,
1.28,7/19/2001,1,336.38,262.27,,
1.28,7/20/2001,1,336.72,262.27,,
1.26,7/23/2001,1,329.3,262.27,,
1.23,7/24/2001,1,321.72,262.27,,
1.19,7/25/2001,1,311.27,262.27,,
1.19,7/26/2001,1,313.29,262.27,,
1.22,7/27/2001,1,319.53,262.27,,
1.22,7/30/2001,1,319.02,262.27,,
1.21,7/31/2001,1,316.66,262.27,,
1.22,8/1/2001,1,321.21,262.27,,
1.27,8/2/2001,1,334.02,262.27,,
1.25,8/3/2001,1,328.63,262.27,,
1.23,8/6/2001,1,322.39,262.27,,
1.24,8/7/2001,1,324.42,262.27,,
1.21,8/8/2001,1,318.52,262.27,,
1.22,8/9/2001,1,321.05,262.27,,
1.22,8/10/2001,1,320.54,262.27,,
1.23,8/13/2001,1,321.72,262.27,,
1.2,8/14/2001,1,315.65,262.27,,
1.18,8/15/2001,1,310.76,262.27,,
1.2,8/16/2001,1,314.3,262.27,,
1.16,8/17/2001,1,304.53,262.27,,
1.16,8/20/2001,1,305.37,262.27,,
1.15,8/21/2001,1,302,262.27,,
1.17,8/22/2001,1,306.89,262.27,,
1.14,8/23/2001,1,300.15,262.27,,
1.19,8/24/2001,1,312.96,262.27,,
1.22,8/27/2001,1,318.85,262.27,,
1.18,8/28/2001,1,310.09,262.27,,
1.15,8/29/2001,1,300.48,262.27,,
1.15,8/30/2001,1,300.48,262.27,,
1.19,8/31/2001,1,312.62,262.27,,
1.17,9/4/2001,1,307.56,262.27,,
1.19,9/5/2001,1,312.62,262.27,,
1.14,9/6/2001,1,298.63,262.27,,
1.11,9/7/2001,1,291.22,262.27,,
1.12,9/10/2001,1,292.73,262.27,,
1.09,9/17/2001,1,286.33,262.27,,
1.05,9/18/2001,1,274.36,262.27,,
1.09,9/19/2001,1,286.83,262.27,,
1.01,9/20/2001,1,264.25,262.27,,
1.01,9/21/2001,1,265.09,262.27,,
1.06,9/24/2001,1,277.23,262.27,,
1,9/25/2001,1,261.89,262.27,,
0.97,9/26/2001,1,255.32,262.27,,
1,9/27/2001,1,261.39,262.27,,
1,9/28/2001,1,261.39,262.27,,
1,10/1/2001,1,261.89,262.27,,
0.97,10/2/2001,1,253.63,262.27,,
0.96,10/3/2001,1,252.45,262.27,,
1.02,10/4/2001,1,267.62,262.27,,
1.04,10/5/2001,1,272,262.27,,
1.04,10/8/2001,1,273.01,262.27,,
1.03,10/9/2001,1,269.64,262.27,,
1.08,10/10/2001,1,283.46,262.27,,
1.14,10/11/2001,1,298.97,262.27,,
1.16,10/12/2001,1,303.52,262.27,,
1.16,10/15/2001,1,303.18,262.27,,
1.16,10/16/2001,1,303.52,262.27,,
1.09,10/17/2001,1,286.33,262.27,,
1.16,10/18/2001,1,303.35,262.27,,
1.18,10/19/2001,1,308.41,262.27,,
1.22,10/22/2001,1,320.54,262.27,,
1.17,10/23/2001,1,305.71,262.27,,
1.22,10/24/2001,1,319.36,262.27,,
