price,date,split_ratio,tri,shares_owned,dividend_value,
0.42,12/12/1980,1,100,236.57,0,100
0.4,12/15/1980,1,94.78,236.57,,
0.37,12/16/1980,1,87.83,236.57,,
0.38,12/17/1980,1,89.98,236.57,,
0.39,12/18/1980,1,92.63,236.57,,
0.42,12/19/1980,1,98.26,236.57,,
0.44,12/22/1980,1,103.06,236.57,,
0.45,12/23/1980,1,107.41,236.57,,
0.48,12/24/1980,1,113.04,236.57,,
0.52,12/26/1980,1,123.48,236.57,,
0.53,12/29/1980,1,125.22,236.57,,
0.52,12/30/1980,1,122.16,236.57,,
0.5,12/31/1980,1,118.71,236.57,,
0.51,1/2/1981,1,120,236.57,,
0.5,1/5/1981,1,117.39,236.57,,
0.47,1/6/1981,1,112.17,236.57,,
0.45,1/7/1981,1,107.41,236.57,,
0.44,1/8/1981,1,105.22,236.57,,
0.47,1/9/1981,1,110.89,236.57,,
0.46,1/12/1981,1,109.98,236.57,,
0.45,1/13/1981,1,106.09,236.57,,
0.45,1/14/1981,1,106.54,236.57,,
0.46,1/15/1981,1,108.7,236.57,,
0.46,1/16/1981,1,107.83,236.57,,
0.48,1/19/1981,1,114.33,236.57,,
0.47,1/20/1981,1,110.89,236.57,,
0.48,1/21/1981,1,113.04,236.57,,
0.48,1/22/1981,1,114.33,236.57,,
0.48,1/23/1981,1,113.91,236.57,,
0.47,1/26/1981,1,112.17,236.57,,
0.47,1/27/1981,1,111.3,236.57,,
0.46,1/28/1981,1,107.83,236.57,,
0.44,1/29/1981,1,103.9,236.57,,
0.42,1/30/1981,1,98.26,236.57,,
0.39,2/2/1981,1,92.63,236.57,,
0.41,2/3/1981,1,96.07,236.57,,
0.42,2/4/1981,1,99.55,236.57,,
0.42,2/5/1981,1,99.55,236.57,,
0.42,2/6/1981,1,100,236.57,,
0.4,2/9/1981,1,94.78,236.57,,
0.4,2/10/1981,1,94.78,236.57,,
0.39,2/11/1981,1,91.72,236.57,,
0.38,2/12/1981,1,90.89,236.57,,
0.37,2/13/1981,1,88.7,236.57,,
0.38,2/17/1981,1,90.89,236.57,,
0.4,2/18/1981,1,94.78,236.57,,
0.38,2/19/1981,1,89.15,236.57,,
0.36,2/20/1981,1,84.35,236.57,,
0.36,2/23/1981,1,85.63,236.57,,
0.35,2/24/1981,1,82.61,236.57,,
0.37,2/25/1981,1,87.83,236.57,,
0.38,2/26/1981,1,89.15,236.57,,
0.39,2/27/1981,1,92.17,236.57,,
0.39,3/2/1981,1,92.63,236.57,,
0.39,3/3/1981,1,91.3,236.57,,
0.38,3/4/1981,1,90.43,236.57,,
0.38,3/5/1981,1,89.98,236.57,,
0.38,3/6/1981,1,89.15,236.57,,
0.35,3/9/1981,1,82.19,236.57,,
0.33,3/10/1981,1,78.26,236.57,,
0.32,3/11/1981,1,75.2,236.57,,
0.33,3/12/1981,1,78.26,236.57,,
0.33,3/13/1981,1,77.39,236.57,,
0.34,3/16/1981,1,80.45,236.57,,
0.36,3/17/1981,1,84.35,236.57,,
0.38,3/18/1981,1,89.57,236.57,,
0.37,3/19/1981,1,88.7,236.57,,
0.38,3/20/1981,1,89.57,236.57,,
0.39,3/23/1981,1,93.04,236.57,,
0.39,3/24/1981,1,92.63,236.57,,
0.38,3/25/1981,1,90.89,236.57,,
0.38,3/26/1981,1,89.15,236.57,,
0.36,3/27/1981,1,86.09,236.57,,
0.36,3/30/1981,1,86.09,236.57,,
0.36,3/31/1981,1,85.22,236.57,,
0.36,4/1/1981,1,84.35,236.57,,
0.39,4/2/1981,1,91.72,236.57,,
0.39,4/3/1981,1,92.17,236.57,,
0.38,4/6/1981,1,90.43,236.57,,
0.38,4/7/1981,1,89.57,236.57,,
0.4,4/8/1981,1,93.91,236.57,,
0.4,4/9/1981,1,95.65,236.57,,
0.41,4/10/1981,1,96.97,236.57,,
0.41,4/13/1981,1,96.97,236.57,,
0.41,4/14/1981,1,96.97,236.57,,
0.39,4/15/1981,1,92.17,236.57,,
0.37,4/16/1981,1,86.96,236.57,,
0.38,4/20/1981,1,89.57,236.57,,
0.4,4/21/1981,1,95.65,236.57,,
0.42,4/22/1981,1,99.13,236.57,,
0.43,4/23/1981,1,101.74,236.57,,
0.43,4/24/1981,1,100.87,236.57,,
0.42,4/27/1981,1,100,236.57,,
0.42,4/28/1981,1,98.26,236.57,,
0.41,4/29/1981,1,96.97,236.57,,
0.42,4/30/1981,1,98.71,236.57,,
0.42,5/1/1981,1,98.71,236.57,,
0.42,5/4/1981,1,98.26,236.57,,
0.41,5/5/1981,1,97.81,236.57,,
0.4,5/6/1981,1,95.23,236.57,,
0.41,5/7/1981,1,96.52,236.57,,
0.41,5/8/1981,1,97.39,236.57,,
0.4,5/11/1981,1,95.23,236.57,,
0.4,5/12/1981,1,95.23,236.57,,
0.4,5/13/1981,1,94.78,236.57,,
0.4,5/14/1981,1,93.46,236.57,,
0.4,5/15/1981,1,95.65,236.57,,
0.41,5/18/1981,1,97.39,236.57,,
0.4,5/19/1981,1,95.65,236.57,,
0.42,5/20/1981,1,98.71,236.57,,
0.44,5/21/1981,1,104.35,236.57,,
0.46,5/22/1981,1,109.15,236.57,,
0.46,5/26/1981,1,108.7,236.57,,
0.49,5/27/1981,1,114.78,236.57,,
0.49,5/28/1981,1,114.78,236.57,,
0.49,5/29/1981,1,115.23,236.57,,
0.49,6/1/1981,1,115.23,236.57,,
0.46,6/2/1981,1,109.57,236.57,,
0.46,6/3/1981,1,109.57,236.57,,
0.47,6/4/1981,1,111.72,236.57,,
0.46,6/5/1981,1,109.98,236.57,,
0.45,6/8/1981,1,106.09,236.57,,
0.46,6/9/1981,1,108.24,236.57,,
0.46,6/10/1981,1,109.57,236.57,,
0.48,6/11/1981,1,114.33,236.57,,
0.48,6/12/1981,1,113.04,236.57,,
0.48,6/15/1981,1,112.59,236.57,,
0.47,6/16/1981,1,110.43,236.57,,
0.46,6/17/1981,1,108.7,236.57,,
0.46,6/18/1981,1,108.24,236.57,,
0.44,6/19/1981,1,105.22,236.57,,
0.43,6/22/1981,1,101.32,236.57,,
0.44,6/23/1981,1,103.06,236.57,,
0.42,6/24/1981,1,100.42,236.57,,
0.43,6/25/1981,1,102.61,236.57,,
0.43,6/26/1981,1,101.32,236.57,,
0.41,6/29/1981,1,97.81,236.57,,
0.38,6/30/1981,1,90.43,236.57,,
0.38,7/1/1981,1,89.57,236.57,,
0.38,7/2/1981,1,89.57,236.57,,
0.37,7/6/1981,1,86.54,236.57,,
0.37,7/7/1981,1,87.37,236.57,,
0.38,7/8/1981,1,90.89,236.57,,
0.35,7/9/1981,1,83.9,236.57,,
0.33,7/10/1981,1,77.39,236.57,,
0.33,7/13/1981,1,79.13,236.57,,
0.35,7/14/1981,1,82.61,236.57,,
0.36,7/15/1981,1,84.8,236.57,,
0.37,7/16/1981,1,86.96,236.57,,
0.38,7/17/1981,1,89.98,236.57,,
0.35,7/20/1981,1,83.9,236.57,,
0.35,7/21/1981,1,83.48,236.57,,
0.33,7/22/1981,1,78.71,236.57,,
0.34,7/23/1981,1,80.87,236.57,,
0.35,7/24/1981,1,83.48,236.57,,
0.37,7/27/1981,1,86.96,236.57,,
0.35,7/28/1981,1,83.9,236.57,,
0.35,7/29/1981,1,82.61,236.57,,
0.36,7/30/1981,1,85.63,236.57,,
0.37,7/31/1981,1,86.96,236.57,,
0.36,8/3/1981,1,86.09,236.57,,
0.37,8/4/1981,1,87.37,236.57,,
0.38,8/5/1981,1,89.98,236.57,,
0.37,8/6/1981,1,87.83,236.57,,
0.37,8/7/1981,1,87.83,236.57,,
0.36,8/11/1981,1,85.22,236.57,,
0.35,8/12/1981,1,83.48,236.57,,
0.34,8/13/1981,1,80.87,236.57,,
0.34,8/14/1981,1,79.55,236.57,,
0.33,8/17/1981,1,76.97,236.57,,
0.32,8/18/1981,1,75.2,236.57,,
0.31,8/19/1981,1,74.37,236.57,,
0.32,8/20/1981,1,75.2,236.57,,
0.3,8/21/1981,1,70.02,236.57,,
0.28,8/24/1981,1,65.63,236.57,,
0.28,8/25/1981,1,67.37,236.57,,
0.28,8/26/1981,1,66.09,236.57,,
0.28,8/27/1981,1,66.54,236.57,,
0.3,8/28/1981,1,70.02,236.57,,
0.3,8/31/1981,1,70.02,236.57,,
0.31,9/1/1981,1,74.37,236.57,,
0.32,9/2/1981,1,75.65,236.57,,
0.3,9/3/1981,1,71.72,236.57,,
0.3,9/4/1981,1,70.89,236.57,,
0.29,9/8/1981,1,68.7,236.57,,
0.29,9/9/1981,1,68.7,236.57,,
0.29,9/10/1981,1,69.11,236.57,,
0.29,9/11/1981,1,68.28,236.57,,
0.28,9/14/1981,1,66.09,236.57,,
0.27,9/15/1981,1,64.35,236.57,,
0.27,9/16/1981,1,63.03,236.57,,
0.26,9/17/1981,1,61.29,236.57,,
0.26,9/18/1981,1,61.74,236.57,,
0.26,9/21/1981,1,62.19,236.57,,
0.25,9/22/1981,1,58.71,236.57,,
0.24,9/23/1981,1,57.39,236.57,,
0.24,9/24/1981,1,56.94,236.57,,
0.21,9/25/1981,1,49.57,236.57,,
0.21,9/28/1981,1,50.02,236.57,,
0.22,9/29/1981,1,52.63,236.57,,
0.22,9/30/1981,1,53.04,236.57,,
0.22,10/1/1981,1,53.04,236.57,,
0.24,10/2/1981,1,57.39,236.57,,
0.25,10/5/1981,1,59.13,236.57,,
0.25,10/6/1981,1,58.71,236.57,,
0.26,10/7/1981,1,62.19,236.57,,
0.27,10/8/1981,1,64.35,236.57,,
0.27,10/9/1981,1,64.8,236.57,,
0.28,10/12/1981,1,66.96,236.57,,
0.28,10/13/1981,1,66.96,236.57,,
0.27,10/14/1981,1,63.03,236.57,,
0.27,10/15/1981,1,64.35,236.57,,
0.27,10/16/1981,1,63.48,236.57,,
0.27,10/19/1981,1,64.8,236.57,,
0.29,10/20/1981,1,68.28,236.57,,
0.29,10/21/1981,1,68.28,236.57,,
0.29,10/22/1981,1,67.83,236.57,,
0.28,10/23/1981,1,66.09,236.57,,
0.28,10/26/1981,1,66.09,236.57,,
0.28,10/27/1981,1,67.37,236.57,,
0.29,10/28/1981,1,69.57,236.57,,
0.29,10/29/1981,1,68.7,236.57,,
0.29,10/30/1981,1,69.57,236.57,,
0.29,11/2/1981,1,69.57,236.57,,
0.29,11/3/1981,1,68.7,236.57,,
0.28,11/4/1981,1,66.96,236.57,,
0.26,11/5/1981,1,62.19,236.57,,
0.26,11/6/1981,1,62.61,236.57,,
0.27,11/9/1981,1,63.48,236.57,,
0.27,11/10/1981,1,63.9,236.57,,
0.28,11/11/1981,1,65.63,236.57,,
0.29,11/12/1981,1,67.83,236.57,,
0.27,11/13/1981,1,63.03,236.57,,
0.26,11/16/1981,1,62.19,236.57,,
0.27,11/17/1981,1,63.48,236.57,,
0.28,11/18/1981,1,65.63,236.57,,
0.28,11/19/1981,1,65.63,236.57,,
0.28,11/20/1981,1,66.09,236.57,,
0.27,11/23/1981,1,63.03,236.57,,
0.26,11/24/1981,1,62.61,236.57,,
0.27,11/25/1981,1,63.9,236.57,,
0.28,11/27/1981,1,65.63,236.57,,
0.27,11/30/1981,1,64.8,236.57,,
0.27,12/1/1981,1,64.8,236.57,,
0.28,12/2/1981,1,65.22,236.57,,
0.27,12/3/1981,1,64.35,236.57,,
0.28,12/4/1981,1,66.09,236.57,,
0.28,12/7/1981,1,66.54,236.57,,
0.28,12/8/1981,1,65.22,236.57,,
0.28,12/9/1981,1,65.63,236.57,,
0.28,12/10/1981,1,65.63,236.57,,
0.28,12/11/1981,1,65.22,236.57,,
0.27,12/14/1981,1,63.03,236.57,,
0.27,12/15/1981,1,64.8,236.57,,
0.29,12/16/1981,1,67.83,236.57,,
0.31,12/17/1981,1,73.46,236.57,,
0.34,12/18/1981,1,79.55,236.57,,
0.32,12/21/1981,1,76.07,236.57,,
0.33,12/22/1981,1,77.39,236.57,,
0.32,12/23/1981,1,75.65,236.57,,
0.32,12/24/1981,1,76.07,236.57,,
0.31,12/28/1981,1,72.63,236.57,,
0.31,12/29/1981,1,73.91,236.57,,
0.33,12/30/1981,1,76.97,236.57,,
0.33,12/31/1981,1,76.97,236.57,,
0.32,1/4/1982,1,76.52,236.57,,
0.31,1/5/1982,1,72.63,236.57,,
0.3,1/6/1982,1,71.72,236.57,,
0.28,1/7/1982,1,66.09,236.57,,
0.29,1/8/1982,1,69.11,236.57,,
0.27,1/11/1982,1,64.8,236.57,,
0.26,1/12/1982,1,62.61,236.57,,
0.26,1/13/1982,1,62.19,236.57,,
0.28,1/14/1982,1,65.22,236.57,,
0.29,1/15/1982,1,69.57,236.57,,
0.3,1/18/1982,1,70.89,236.57,,
0.29,1/19/1982,1,69.11,236.57,,
0.3,1/20/1982,1,70.43,236.57,,
0.3,1/21/1982,1,71.72,236.57,,
0.31,1/22/1982,1,72.17,236.57,,
0.3,1/25/1982,1,70.02,236.57,,
0.28,1/26/1982,1,67.37,236.57,,
0.29,1/27/1982,1,67.83,236.57,,
0.3,1/28/1982,1,70.02,236.57,,
0.3,1/29/1982,1,70.89,236.57,,
0.3,2/1/1982,1,70.02,236.57,,
0.3,2/2/1982,1,70.43,236.57,,
0.3,2/3/1982,1,70.43,236.57,,
0.29,2/4/1982,1,68.7,236.57,,
0.29,2/5/1982,1,68.7,236.57,,
0.27,2/8/1982,1,64.35,236.57,,
0.27,2/9/1982,1,64.35,236.57,,
0.28,2/10/1982,1,65.22,236.57,,
0.27,2/11/1982,1,64.35,236.57,,
0.28,2/12/1982,1,65.22,236.57,,
0.27,2/16/1982,1,63.9,236.57,,
0.27,2/17/1982,1,64.8,236.57,,
0.28,2/18/1982,1,65.63,236.57,,
0.28,2/19/1982,1,65.22,236.57,,
0.27,2/22/1982,1,64.35,236.57,,
0.27,2/23/1982,1,63.48,236.57,,
0.27,2/24/1982,1,63.9,236.57,,
0.27,2/25/1982,1,63.48,236.57,,
0.27,2/26/1982,1,63.48,236.57,,
0.27,3/1/1982,1,63.9,236.57,,
0.27,3/2/1982,1,63.9,236.57,,
0.27,3/3/1982,1,63.9,236.57,,
0.26,3/4/1982,1,62.61,236.57,,
0.24,3/5/1982,1,57.84,236.57,,
0.24,3/8/1982,1,56.94,236.57,,
0.24,3/9/1982,1,57.39,236.57,,
0.24,3/10/1982,1,56.52,236.57,,
0.24,3/11/1982,1,56.52,236.57,,
0.22,3/12/1982,1,53.04,236.57,,
0.22,3/15/1982,1,52.63,236.57,,
0.22,3/16/1982,1,51.72,236.57,,
0.21,3/17/1982,1,49.11,236.57,,
0.22,3/18/1982,1,53.04,236.57,,
0.24,3/19/1982,1,57.84,236.57,,
0.26,3/22/1982,1,62.19,236.57,,
0.26,3/23/1982,1,61.29,236.57,,
0.24,3/24/1982,1,57.84,236.57,,
0.24,3/25/1982,1,57.39,236.57,,
0.24,3/26/1982,1,56.52,236.57,,
0.24,3/29/1982,1,57.84,236.57,,
0.25,3/30/1982,1,58.71,236.57,,
0.25,3/31/1982,1,58.71,236.57,,
0.26,4/1/1982,1,61.74,236.57,,
0.26,4/2/1982,1,61.74,236.57,,
0.26,4/5/1982,1,61.74,236.57,,
0.26,4/6/1982,1,61.29,236.57,,
0.26,4/7/1982,1,60.45,236.57,,
0.26,4/8/1982,1,60.87,236.57,,
0.26,4/12/1982,1,60.45,236.57,,
0.24,4/13/1982,1,55.65,236.57,,
0.24,4/14/1982,1,56.1,236.57,,
0.24,4/15/1982,1,56.94,236.57,,
0.25,4/16/1982,1,58.71,236.57,,
0.24,4/19/1982,1,57.39,236.57,,
0.23,4/20/1982,1,54.78,236.57,,
0.23,4/21/1982,1,54.37,236.57,,
0.23,4/22/1982,1,53.46,236.57,,
0.23,4/23/1982,1,53.46,236.57,,
0.23,4/26/1982,1,54.78,236.57,,
0.22,4/27/1982,1,53.04,236.57,,
0.21,4/28/1982,1,50.85,236.57,,
0.21,4/29/1982,1,50.85,236.57,,
0.22,4/30/1982,1,51.3,236.57,,
0.22,5/3/1982,1,53.04,236.57,,
0.23,5/4/1982,1,54.78,236.57,,
0.23,5/5/1982,1,53.91,236.57,,
0.24,5/6/1982,1,55.65,236.57,,
0.24,5/7/1982,1,56.52,236.57,,
0.24,5/10/1982,1,55.65,236.57,,
0.23,5/11/1982,1,53.91,236.57,,
0.22,5/12/1982,1,52.63,236.57,,
0.22,5/13/1982,1,53.04,236.57,,
0.21,5/14/1982,1,50.85,236.57,,
0.21,5/17/1982,1,50.02,236.57,,
0.21,5/18/1982,1,49.11,236.57,,
0.21,5/19/1982,1,48.7,236.57,,
0.21,5/20/1982,1,49.11,236.57,,
0.21,5/21/1982,1,49.57,236.57,,
0.21,5/24/1982,1,50.02,236.57,,
0.21,5/25/1982,1,50.02,236.57,,
0.21,5/26/1982,1,49.57,236.57,,
0.21,5/27/1982,1,48.7,236.57,,
0.21,5/28/1982,1,48.7,236.57,,
0.2,6/1/1982,1,47.83,236.57,,
0.21,6/2/1982,1,48.7,236.57,,
0.2,6/3/1982,1,46.96,236.57,,
0.19,6/4/1982,1,45.67,236.57,,
0.19,6/7/1982,1,45.67,236.57,,
0.19,6/8/1982,1,45.22,236.57,,
0.19,6/9/1982,1,44.35,236.57,,
0.19,6/10/1982,1,44.77,236.57,,
0.2,6/11/1982,1,46.54,236.57,,
0.2,6/14/1982,1,46.54,236.57,,
0.2,6/15/1982,1,46.54,236.57,,
0.2,6/16/1982,1,46.54,236.57,,
0.19,6/17/1982,1,45.67,236.57,,
0.19,6/18/1982,1,44.77,236.57,,
0.19,6/21/1982,1,44.77,236.57,,
0.2,6/22/1982,1,46.54,236.57,,
0.2,6/23/1982,1,47.83,236.57,,
0.2,6/24/1982,1,47.83,236.57,,
0.19,6/25/1982,1,46.09,236.57,,
0.19,6/28/1982,1,45.67,236.57,,
0.19,6/29/1982,1,44.35,236.57,,
0.19,6/30/1982,1,44.35,236.57,,
0.19,7/1/1982,1,43.93,236.57,,
0.18,7/2/1982,1,41.74,236.57,,
0.17,7/6/1982,1,40,236.57,,
0.17,7/7/1982,1,40,236.57,,
0.16,7/8/1982,1,38.26,236.57,,
0.17,7/9/1982,1,39.55,236.57,,
0.17,7/12/1982,1,40.45,236.57,,
0.18,7/13/1982,1,43.03,236.57,,
0.18,7/14/1982,1,43.48,236.57,,
0.19,7/15/1982,1,44.35,236.57,,
0.19,7/16/1982,1,46.09,236.57,,
0.2,7/19/1982,1,46.54,236.57,,
0.21,7/20/1982,1,49.57,236.57,,
0.21,7/21/1982,1,49.57,236.57,,
0.21,7/22/1982,1,50.02,236.57,,
0.21,7/23/1982,1,49.11,236.57,,
0.2,7/26/1982,1,46.96,236.57,,
0.2,7/27/1982,1,46.96,236.57,,
0.19,7/28/1982,1,44.77,236.57,,
0.2,7/29/1982,1,46.54,236.57,,
0.2,7/30/1982,1,46.96,236.57,,
0.2,8/2/1982,1,48.28,236.57,,
0.19,8/3/1982,1,45.22,236.57,,
0.19,8/4/1982,1,44.77,236.57,,
0.18,8/5/1982,1,43.03,236.57,,
0.18,8/6/1982,1,42.61,236.57,,
0.18,8/9/1982,1,43.03,236.57,,
0.19,8/10/1982,1,45.67,236.57,,
0.19,8/11/1982,1,46.09,236.57,,
0.19,8/12/1982,1,45.67,236.57,,
0.19,8/13/1982,1,45.67,236.57,,
0.2,8/16/1982,1,46.54,236.57,,
0.21,8/17/1982,1,49.57,236.57,,
0.21,8/18/1982,1,49.57,236.57,,
0.21,8/19/1982,1,50.02,236.57,,
0.22,8/20/1982,1,51.3,236.57,,
0.23,8/23/1982,1,53.46,236.57,,
0.24,8/24/1982,1,56.1,236.57,,
0.25,8/25/1982,1,60,236.57,,
0.26,8/26/1982,1,61.74,236.57,,
0.25,8/27/1982,1,58.71,236.57,,
0.25,8/30/1982,1,59.55,236.57,,
0.26,8/31/1982,1,62.61,236.57,,
0.26,9/1/1982,1,60.87,236.57,,
0.27,9/2/1982,1,63.48,236.57,,
0.27,9/3/1982,1,63.9,236.57,,
0.26,9/7/1982,1,60.45,236.57,,
0.26,9/8/1982,1,62.61,236.57,,
0.26,9/9/1982,1,61.29,236.57,,
0.27,9/10/1982,1,63.03,236.57,,
0.27,9/13/1982,1,63.48,236.57,,
0.28,9/14/1982,1,65.63,236.57,,
0.28,9/15/1982,1,65.22,236.57,,
0.27,9/16/1982,1,63.03,236.57,,
0.26,9/17/1982,1,61.74,236.57,,
0.26,9/20/1982,1,62.19,236.57,,
0.27,9/21/1982,1,63.48,236.57,,
0.28,9/22/1982,1,65.22,236.57,,
0.28,9/23/1982,1,65.22,236.57,,
0.27,9/24/1982,1,63.03,236.57,,
0.27,9/27/1982,1,63.03,236.57,,
0.27,9/28/1982,1,63.9,236.57,,
0.27,9/29/1982,1,63.9,236.57,,
0.27,9/30/1982,1,63.48,236.57,,
0.27,10/1/1982,1,64.35,236.57,,
0.28,10/4/1982,1,65.22,236.57,,
0.28,10/5/1982,1,65.63,236.57,,
0.3,10/6/1982,1,70.43,236.57,,
0.32,10/7/1982,1,76.07,236.57,,
0.35,10/8/1982,1,81.74,236.57,,
0.35,10/11/1982,1,83.48,236.57,,
0.34,10/12/1982,1,80.87,236.57,,
0.35,10/13/1982,1,81.74,236.57,,
0.35,10/14/1982,1,82.19,236.57,,
0.34,10/15/1982,1,80,236.57,,
0.35,10/18/1982,1,81.74,236.57,,
0.35,10/19/1982,1,83.48,236.57,,
0.37,10/20/1982,1,88.24,236.57,,
0.38,10/21/1982,1,90.43,236.57,,
0.38,10/22/1982,1,89.98,236.57,,
0.36,10/25/1982,1,84.8,236.57,,
0.36,10/26/1982,1,85.22,236.57,,
0.37,10/27/1982,1,87.37,236.57,,
0.37,10/28/1982,1,87.37,236.57,,
0.37,10/29/1982,1,88.24,236.57,,
0.39,11/1/1982,1,93.04,236.57,,
0.42,11/2/1982,1,99.55,236.57,,
0.45,11/3/1982,1,106.96,236.57,,
0.46,11/4/1982,1,107.83,236.57,,
0.44,11/5/1982,1,104.8,236.57,,
0.42,11/8/1982,1,100.42,236.57,,
0.44,11/9/1982,1,103.9,236.57,,
0.46,11/10/1982,1,107.83,236.57,,
0.49,11/11/1982,1,114.78,236.57,,
0.48,11/12/1982,1,112.59,236.57,,
0.46,11/15/1982,1,109.98,236.57,,
0.44,11/16/1982,1,104.35,236.57,,
0.46,11/17/1982,1,109.15,236.57,,
0.46,11/18/1982,1,109.15,236.57,,
0.45,11/19/1982,1,107.41,236.57,,
0.41,11/22/1982,1,97.81,236.57,,
0.42,11/23/1982,1,100.42,236.57,,
0.43,11/24/1982,1,102.61,236.57,,
0.43,11/26/1982,1,100.87,236.57,,
0.42,11/29/1982,1,100.42,236.57,,
0.47,11/30/1982,1,110.89,236.57,,
0.48,12/1/1982,1,113.04,236.57,,
0.48,12/2/1982,1,113.04,236.57,,
0.47,12/3/1982,1,110.43,236.57,,
0.49,12/6/1982,1,116.52,236.57,,
0.5,12/7/1982,1,117.81,236.57,,
0.49,12/8/1982,1,115.23,236.57,,
0.46,12/9/1982,1,109.57,236.57,,
0.43,12/10/1982,1,101.74,236.57,,
0.42,12/13/1982,1,99.55,236.57,,
0.42,12/14/1982,1,98.71,236.57,,
0.42,12/15/1982,1,98.26,236.57,,
0.42,12/16/1982,1,100,236.57,,
0.44,12/17/1982,1,104.8,236.57,,
0.44,12/20/1982,1,104.35,236.57,,
0.44,12/21/1982,1,105.22,236.57,,
0.46,12/22/1982,1,108.24,236.57,,
0.47,12/23/1982,1,111.3,236.57,,
0.48,12/27/1982,1,113.91,236.57,,
0.48,12/28/1982,1,113.04,236.57,,
0.46,12/29/1982,1,109.15,236.57,,
0.44,12/30/1982,1,104.35,236.57,,
0.44,12/31/1982,1,103.9,236.57,,
0.42,1/3/1983,1,99.13,236.57,,
0.44,1/4/1983,1,104.8,236.57,,
0.44,1/5/1983,1,105.22,236.57,,
0.43,1/6/1983,1,101.32,236.57,,
0.4,1/7/1983,1,95.65,236.57,,
0.42,1/10/1983,1,100,236.57,,
0.43,1/11/1983,1,101.32,236.57,,
0.45,1/12/1983,1,106.96,236.57,,
0.45,1/13/1983,1,106.96,236.57,,
0.49,1/14/1983,1,114.78,236.57,,
0.5,1/17/1983,1,118.71,236.57,,
0.49,1/18/1983,1,116.07,236.57,,
0.49,1/19/1983,1,116.97,236.57,,
0.55,1/20/1983,1,129.98,236.57,,
0.55,1/21/1983,1,129.98,236.57,,
0.52,1/24/1983,1,122.61,236.57,,
0.54,1/25/1983,1,127.41,236.57,,
0.56,1/26/1983,1,132.59,236.57,,
0.6,1/27/1983,1,141.74,236.57,,
0.6,1/28/1983,1,142.61,236.57,,
0.6,1/31/1983,1,142.16,236.57,,
0.61,2/1/1983,1,145.22,236.57,,
0.63,2/2/1983,1,149.11,236.57,,
0.66,2/3/1983,1,155.23,236.57,,
0.65,2/4/1983,1,153.04,236.57,,
0.62,2/7/1983,1,146.96,236.57,,
0.62,2/8/1983,1,145.67,236.57,,
0.62,2/9/1983,1,146.96,236.57,,
0.66,2/10/1983,1,156.52,236.57,,
0.68,2/11/1983,1,161.74,236.57,,
0.68,2/14/1983,1,160.87,236.57,,
0.67,2/15/1983,1,157.84,236.57,,
0.65,2/16/1983,1,154.78,236.57,,
0.65,2/17/1983,1,153.04,236.57,,
0.67,2/18/1983,1,157.84,236.57,,
0.68,2/22/1983,1,161.74,236.57,,
0.69,2/23/1983,1,163.03,236.57,,
0.71,2/24/1983,1,167.41,236.57,,
0.69,2/25/1983,1,162.61,236.57,,
0.67,2/28/1983,1,158.68,236.57,,
0.68,3/1/1983,1,161.29,236.57,,
0.69,3/2/1983,1,162.61,236.57,,
0.67,3/3/1983,1,157.39,236.57,,
0.66,3/4/1983,1,155.23,236.57,,
0.64,3/7/1983,1,152.17,236.57,,
0.62,3/8/1983,1,147.41,236.57,,
0.64,3/9/1983,1,151.76,236.57,,
0.63,3/10/1983,1,149.57,236.57,,
0.62,3/11/1983,1,147.41,236.57,,
0.61,3/14/1983,1,143.93,236.57,,
0.62,3/15/1983,1,146.09,236.57,,
0.62,3/16/1983,1,146.09,236.57,,
0.62,3/17/1983,1,147.41,236.57,,
0.63,3/18/1983,1,149.57,236.57,,
0.65,3/21/1983,1,153.04,236.57,,
0.65,3/22/1983,1,154.78,236.57,,
0.62,3/23/1983,1,147.41,236.57,,
0.63,3/24/1983,1,150.02,236.57,,
0.63,3/25/1983,1,150.02,236.57,,
0.62,3/28/1983,1,147.83,236.57,,
0.64,3/29/1983,1,152.17,236.57,,
0.65,3/30/1983,1,153.91,236.57,,
0.62,3/31/1983,1,146.96,236.57,,
0.6,4/4/1983,1,143.06,236.57,,
0.59,4/5/1983,1,140.42,236.57,,
0.59,4/6/1983,1,139.13,236.57,,
0.58,4/7/1983,1,137.84,236.57,,
0.58,4/8/1983,1,136.94,236.57,,
0.61,4/11/1983,1,144.77,236.57,,
0.62,4/12/1983,1,147.83,236.57,,
0.65,4/13/1983,1,153.04,236.57,,
0.66,4/14/1983,1,156.52,236.57,,
0.67,4/15/1983,1,159.13,236.57,,
0.69,4/18/1983,1,163.48,236.57,,
0.68,4/19/1983,1,161.74,236.57,,
0.74,4/20/1983,1,176.1,236.57,,
0.76,4/21/1983,1,180.87,236.57,,
0.75,4/22/1983,1,177.39,236.57,,
0.71,4/25/1983,1,169.11,236.57,,
0.74,4/26/1983,1,173.91,236.57,,
0.73,4/27/1983,1,172.17,236.57,,
0.74,4/28/1983,1,173.91,236.57,,
0.74,4/29/1983,1,175.65,236.57,,
0.72,5/2/1983,1,170.43,236.57,,
0.71,5/3/1983,1,168.7,236.57,,
0.76,5/4/1983,1,179.13,236.57,,
0.81,5/5/1983,1,190.85,236.57,,
0.81,5/6/1983,1,191.76,236.57,,
0.8,5/9/1983,1,189.11,236.57,,
0.8,5/10/1983,1,190.43,236.57,,
