RESULT_COUNT: 12016,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 2,API_CALL_CREDITS: 1
DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
2017-08-16,78.04,78.17,77.31,77.47,8960371.0,0.0,1.0,78.04,78.17,77.31,77.47,8960371.0
2017-08-15,78.12,78.25,77.68,78.04,10350948.0,0.0,1.0,78.12,78.25,77.68,78.04,10350948.0
2017-08-14,78.62,78.79,78.12,78.23,8862475.0,0.0,1.0,78.62,78.79,78.12,78.23,8862475.0
2017-08-11,79.21,79.25,78.2,78.21,10192375.0,0.0,1.0,79.21,79.25,78.2,78.21,10192375.0
2017-08-10,79.76,79.78,78.91,78.97,12577845.0,0.77,1.0,79.76,79.78,78.91,78.97,12577845.0
2017-08-09,80.25,80.35,79.78,80.21,8087101.0,0.0,1.0,79.4750752445448,79.5741096062202,79.0096137446702,79.4354614998746,8087101.0
2017-08-08,80.02,80.215,79.83,79.96,9028396.0,0.0,1.0,79.2472962126913,79.4404132179584,79.0591309255079,79.187875595686,9028396.0
2017-08-07,80.17,80.17,79.86,80.16,7893753.0,0.0,1.0,79.3958477552044,79.3958477552044,79.0888412340105,79.3859443190369,7893753.0
2017-08-04,80.44,80.56,80.05,80.21,8292204.0,0.0,1.0,79.6632405317281,79.7820817657387,79.2770065211939,79.4354614998746,8292204.0
2017-08-03,80.34,80.82,80.2999,80.49,10136238.0,0.0,1.0,79.5642061700527,80.0395711060948,79.5244933910208,79.7127577125658,10136238.0
2017-08-02,79.9,80.64,79.8,80.6,10410075.0,0.0,1.0,79.1284549786807,79.861309255079,79.0294206170053,79.8216955104088,10410075.0
2017-08-01,80.16,80.54,79.97,80.17,10421212.0,0.0,1.0,79.3859443190369,79.7622748934036,79.1977790318535,79.3958477552044,10421212.0
2017-07-31,79.83,80.39,79.6,80.04,12820175.0,0.0,1.0,79.0591309255079,79.6137233508904,78.8313518936544,79.2671030850263,12820175.0
2017-07-28,79.65,79.92,78.27,79.6,22800785.0,0.0,1.0,78.8808690744921,79.1482618510158,77.514194883371,78.8313518936544,22800785.0
2017-07-27,80.24,80.88,79.8966,80.83,11149690.0,0.0,1.0,79.4651718083772,80.0989917231001,79.1250878103838,80.0494745422624,11149690.0
2017-07-26,80.58,80.9,80.2,80.37,10465120.0,0.0,1.0,79.8018886380737,80.1187985954352,79.4255580637071,79.5939164785553,10465120.0
2017-07-25,80.77,81.05,80.27,80.27,11465272.0,0.0,1.0,79.9900539252571,80.2673501379483,79.4948821168799,79.4948821168799,11465272.0
2017-07-24,80.06,80.22,79.76,79.87,9402722.0,0.0,1.0,79.2869099573614,79.4453649360421,78.9898068723351,79.0987446701781,9402722.0
2017-07-21,80.65,80.84,80.0,80.12,12268605.0,0.0,1.0,79.8712126912466,80.0593779784299,79.2274893403562,79.3463305743667,12268605.0
2017-07-20,80.97,81.49,80.75,80.86,9680365.0,0.0,1.0,80.188122648608,80.7031013293203,79.970247052922,80.079184850765,9680365.0
2017-07-19,80.44,80.87,80.27,80.85,9393178.0,0.0,1.0,79.6632405317281,80.0890882869325,79.4948821168799,80.0692814145974,9393178.0
2017-07-18,81.02,81.08,80.41,80.6,8046119.0,0.0,1.0,80.2376398294457,80.297060446451,79.6335302232255,79.8216955104088,8046119.0
2017-07-17,81.0,81.43,80.83,80.86,7903026.0,0.0,1.0,80.2178329571106,80.643680712315,80.0494745422624,80.079184850765,7903026.0
2017-07-14,81.0,81.41,80.77,81.28,7496819.0,0.0,1.0,80.2178329571106,80.6238738399799,79.9900539252571,80.4951291698019,7496819.0
2017-07-13,80.97,81.09,80.73,80.97,5582349.0,0.0,1.0,80.188122648608,80.3069638826185,79.9504401805869,80.188122648608,5582349.0
2017-07-12,81.19,81.515,80.75,80.96,7973953.0,0.0,1.0,80.405998244294,80.7278599197392,79.970247052922,80.1782192124404,7973953.0
2017-07-11,80.33,80.7547,80.0399,80.6,9678746.0,0.0,1.0,79.5543027338851,79.9749016679207,79.2670040506647,79.8216955104088,9678746.0
2017-07-10,80.0,80.41,79.96,80.16,6338262.0,0.0,1.0,79.2274893403562,79.6335302232255,79.187875595686,79.3859443190369,6338262.0
2017-07-07,80.2,80.595,79.81,80.22,10777832.0,0.0,1.0,79.4255580637071,79.8167437923251,79.0393240531728,79.4453649360421,10777832.0
2017-07-06,80.86,81.08,80.09,80.12,9822388.0,0.0,1.0,80.079184850765,80.297060446451,79.3166202658641,79.3463305743667,9822388.0
