price,date,split_ratio,tri,shares_owned,tri_2,tri_2,dividend_value,,,,
0.42,12/12/1980,1,100,236.57,200,400,0,,,,400
0.4,12/15/1980,1,94.78,236.57,189.56,379.12,,,,,379.12
0.37,12/16/1980,1,87.83,236.57,175.66,351.32,,,,,351.32
0.38,12/17/1980,1,89.98,236.57,179.96,359.92,,,,,359.92
0.39,12/18/1980,1,92.63,236.57,185.26,370.52,,,,,370.52
0.42,12/19/1980,1,98.26,236.57,196.52,393.04,,,,,393.04
0.44,12/22/1980,1,103.06,236.57,206.12,412.24,,,,,412.24
0.45,12/23/1980,1,107.41,236.57,214.82,429.64,,,,,429.64
0.48,12/24/1980,1,113.04,236.57,226.08,452.16,,,,,452.16
0.52,12/26/1980,1,123.48,236.57,246.96,493.92,,,,,493.92
0.53,12/29/1980,1,125.22,236.57,250.44,500.88,,,,,500.88
0.52,12/30/1980,1,122.16,236.57,244.32,488.64,,,,,488.64
0.5,12/31/1980,1,118.71,236.57,237.42,474.84,,,,,474.84
0.51,1/2/1981,1,120,236.57,240,480,,,,,480
0.5,1/5/1981,1,117.39,236.57,234.78,469.56,,,,,469.56
0.47,1/6/1981,1,112.17,236.57,224.34,448.68,,,,,448.68
0.45,1/7/1981,1,107.41,236.57,214.82,429.64,,,,,429.64
0.44,1/8/1981,1,105.22,236.57,210.44,420.88,,,,,420.88
0.47,1/9/1981,1,110.89,236.57,221.78,443.56,,,,,443.56
0.46,1/12/1981,1,109.98,236.57,219.96,439.92,,,,,439.92
0.45,1/13/1981,1,106.09,236.57,212.18,424.36,,,,,424.36
0.45,1/14/1981,1,106.54,236.57,213.08,426.16,,,,,426.16
0.46,1/15/1981,1,108.7,236.57,217.4,434.8,,,,,434.8
0.46,1/16/1981,1,107.83,236.57,215.66,431.32,,,,,431.32
0.48,1/19/1981,1,114.33,236.57,228.66,457.32,,,,,457.32
0.47,1/20/1981,1,110.89,236.57,221.78,443.56,,,,,443.56
0.48,1/21/1981,1,113.04,236.57,226.08,452.16,,,,,452.16
0.48,1/22/1981,1,114.33,236.57,228.66,457.32,,,,,457.32
0.48,1/23/1981,1,113.91,236.57,227.82,455.64,,,,,455.64
0.47,1/26/1981,1,112.17,236.57,224.34,448.68,,,,,448.68
0.47,1/27/1981,1,111.3,236.57,222.6,445.2,,,,,445.2
0.46,1/28/1981,1,107.83,236.57,215.66,431.32,,,,,431.32
0.44,1/29/1981,1,103.9,236.57,207.8,415.6,,,,,415.6
0.42,1/30/1981,1,98.26,236.57,196.52,393.04,,,,,393.04
0.39,2/2/1981,1,92.63,236.57,185.26,370.52,,,,,370.52
0.41,2/3/1981,1,96.07,236.57,192.14,384.28,,,,,384.28
0.42,2/4/1981,1,99.55,236.57,199.1,398.2,,,,,398.2
0.42,2/5/1981,1,99.55,236.57,199.1,398.2,,,,,398.2
0.42,2/6/1981,1,100,236.57,200,400,,,,,400
0.4,2/9/1981,1,94.78,236.57,189.56,379.12,,,,,379.12
0.4,2/10/1981,1,94.78,236.57,189.56,379.12,,,,,379.12
0.39,2/11/1981,1,91.72,236.57,183.44,366.88,,,,,366.88
0.38,2/12/1981,1,90.89,236.57,181.78,363.56,,,,,363.56
0.37,2/13/1981,1,88.7,236.57,177.4,354.8,,,,,354.8
0.38,2/17/1981,1,90.89,236.57,181.78,363.56,,,,,363.56
0.4,2/18/1981,1,94.78,236.57,189.56,379.12,,,,,379.12
0.38,2/19/1981,1,89.15,236.57,178.3,356.6,,,,,356.6
0.36,2/20/1981,1,84.35,236.57,168.7,337.4,,,,,337.4
0.36,2/23/1981,1,85.63,236.57,171.26,342.52,,,,,342.52
0.35,2/24/1981,1,82.61,236.57,165.22,330.44,,,,,330.44
0.37,2/25/1981,1,87.83,236.57,175.66,351.32,,,,,351.32
0.38,2/26/1981,1,89.15,236.57,178.3,356.6,,,,,356.6
0.39,2/27/1981,1,92.17,236.57,184.34,368.68,,,,,368.68
0.39,3/2/1981,1,92.63,236.57,185.26,370.52,,,,,370.52
0.39,3/3/1981,1,91.3,236.57,182.6,365.2,,,,,365.2
0.38,3/4/1981,1,90.43,236.57,180.86,361.72,,,,,361.72
0.38,3/5/1981,1,89.98,236.57,179.96,359.92,,,,,359.92
0.38,3/6/1981,1,89.15,236.57,178.3,356.6,,,,,356.6
0.35,3/9/1981,1,82.19,236.57,164.38,328.76,,,,,328.76
0.33,3/10/1981,1,78.26,236.57,156.52,313.04,,,,,313.04
0.32,3/11/1981,1,75.2,236.57,150.4,300.8,,,,,300.8
0.33,3/12/1981,1,78.26,236.57,156.52,313.04,,,,,313.04
0.33,3/13/1981,1,77.39,236.57,154.78,309.56,,,,,309.56
0.34,3/16/1981,1,80.45,236.57,160.9,321.8,,,,,321.8
0.36,3/17/1981,1,84.35,236.57,168.7,337.4,,,,,337.4
0.38,3/18/1981,1,89.57,236.57,179.14,358.28,,,,,358.28
0.37,3/19/1981,1,88.7,236.57,177.4,354.8,,,,,354.8
0.38,3/20/1981,1,89.57,236.57,179.14,358.28,,,,,358.28
0.39,3/23/1981,1,93.04,236.57,186.08,372.16,,,,,372.16
0.39,3/24/1981,1,92.63,236.57,185.26,370.52,,,,,370.52
0.38,3/25/1981,1,90.89,236.57,181.78,363.56,,,,,363.56
0.38,3/26/1981,1,89.15,236.57,178.3,356.6,,,,,356.6
0.36,3/27/1981,1,86.09,236.57,172.18,344.36,,,,,344.36
0.36,3/30/1981,1,86.09,236.57,172.18,344.36,,,,,344.36
0.36,3/31/1981,1,85.22,236.57,170.44,340.88,,,,,340.88
0.36,4/1/1981,1,84.35,236.57,168.7,337.4,,,,,337.4
0.39,4/2/1981,1,91.72,236.57,183.44,366.88,,,,,366.88
0.39,4/3/1981,1,92.17,236.57,184.34,368.68,,,,,368.68
0.38,4/6/1981,1,90.43,236.57,180.86,361.72,,,,,361.72
0.38,4/7/1981,1,89.57,236.57,179.14,358.28,,,,,358.28
0.4,4/8/1981,1,93.91,236.57,187.82,375.64,,,,,375.64
0.4,4/9/1981,1,95.65,236.57,191.3,382.6,,,,,382.6
0.41,4/10/1981,1,96.97,236.57,193.94,387.88,,,,,387.88
0.41,4/13/1981,1,96.97,236.57,193.94,387.88,,,,,387.88
0.41,4/14/1981,1,96.97,236.57,193.94,387.88,,,,,387.88
0.39,4/15/1981,1,92.17,236.57,184.34,368.68,,,,,368.68
0.37,4/16/1981,1,86.96,236.57,173.92,347.84,,,,,347.84
0.38,4/20/1981,1,89.57,236.57,179.14,358.28,,,,,358.28
0.4,4/21/1981,1,95.65,236.57,191.3,382.6,,,,,382.6
0.42,4/22/1981,1,99.13,236.57,198.26,396.52,,,,,396.52
0.43,4/23/1981,1,101.74,236.57,203.48,406.96,,,,,406.96
0.43,4/24/1981,1,100.87,236.57,201.74,403.48,,,,,403.48
0.42,4/27/1981,1,100,236.57,200,400,,,,,400
0.42,4/28/1981,1,98.26,236.57,196.52,393.04,,,,,393.04
0.41,4/29/1981,1,96.97,236.57,193.94,387.88,,,,,387.88
0.42,4/30/1981,1,98.71,236.57,197.42,394.84,,,,,394.84
0.42,5/1/1981,1,98.71,236.57,197.42,394.84,,,,,394.84
0.42,5/4/1981,1,98.26,236.57,196.52,393.04,,,,,393.04
0.41,5/5/1981,1,97.81,236.57,195.62,391.24,,,,,391.24
0.4,5/6/1981,1,95.23,236.57,190.46,380.92,,,,,380.92
0.41,5/7/1981,1,96.52,236.57,193.04,386.08,,,,,386.08
0.41,5/8/1981,1,97.39,236.57,194.78,389.56,,,,,389.56
0.4,5/11/1981,1,95.23,236.57,190.46,380.92,,,,,380.92
0.4,5/12/1981,1,95.23,236.57,190.46,380.92,,,,,380.92
0.4,5/13/1981,1,94.78,236.57,189.56,379.12,,,,,379.12
0.4,5/14/1981,1,93.46,236.57,186.92,373.84,,,,,373.84
0.4,5/15/1981,1,95.65,236.57,191.3,382.6,,,,,382.6
0.41,5/18/1981,1,97.39,236.57,194.78,389.56,,,,,389.56
0.4,5/19/1981,1,95.65,236.57,191.3,382.6,,,,,382.6
0.42,5/20/1981,1,98.71,236.57,197.42,394.84,,,,,394.84
0.44,5/21/1981,1,104.35,236.57,208.7,417.4,,,,,417.4
0.46,5/22/1981,1,109.15,236.57,218.3,436.6,,,,,436.6
0.46,5/26/1981,1,108.7,236.57,217.4,434.8,,,,,434.8
0.49,5/27/1981,1,114.78,236.57,229.56,459.12,,,,,459.12
0.49,5/28/1981,1,114.78,236.57,229.56,459.12,,,,,459.12
0.49,5/29/1981,1,115.23,236.57,230.46,460.92,,,,,460.92
0.49,6/1/1981,1,115.23,236.57,230.46,460.92,,,,,460.92
0.46,6/2/1981,1,109.57,236.57,219.14,438.28,,,,,438.28
0.46,6/3/1981,1,109.57,236.57,219.14,438.28,,,,,438.28
0.47,6/4/1981,1,111.72,236.57,223.44,446.88,,,,,446.88
0.46,6/5/1981,1,109.98,236.57,219.96,439.92,,,,,439.92
0.45,6/8/1981,1,106.09,236.57,212.18,424.36,,,,,424.36
0.46,6/9/1981,1,108.24,236.57,216.48,432.96,,,,,432.96
0.46,6/10/1981,1,109.57,236.57,219.14,438.28,,,,,438.28
0.48,6/11/1981,1,114.33,236.57,228.66,457.32,,,,,457.32
0.48,6/12/1981,1,113.04,236.57,226.08,452.16,,,,,452.16
0.48,6/15/1981,1,112.59,236.57,225.18,450.36,,,,,450.36
0.47,6/16/1981,1,110.43,236.57,220.86,441.72,,,,,441.72
0.46,6/17/1981,1,108.7,236.57,217.4,434.8,,,,,434.8
0.46,6/18/1981,1,108.24,236.57,216.48,432.96,,,,,432.96
0.44,6/19/1981,1,105.22,236.57,210.44,420.88,,,,,420.88
0.43,6/22/1981,1,101.32,236.57,202.64,405.28,,,,,405.28
0.44,6/23/1981,1,103.06,236.57,206.12,412.24,,,,,412.24
0.42,6/24/1981,1,100.42,236.57,200.84,401.68,,,,,401.68
0.43,6/25/1981,1,102.61,236.57,205.22,410.44,,,,,410.44
0.43,6/26/1981,1,101.32,236.57,202.64,405.28,,,,,405.28
0.41,6/29/1981,1,97.81,236.57,195.62,391.24,,,,,391.24
0.38,6/30/1981,1,90.43,236.57,180.86,361.72,,,,,361.72
0.38,7/1/1981,1,89.57,236.57,179.14,358.28,,,,,358.28
0.38,7/2/1981,1,89.57,236.57,179.14,358.28,,,,,358.28
0.37,7/6/1981,1,86.54,236.57,173.08,346.16,,,,,346.16
0.37,7/7/1981,1,87.37,236.57,174.74,349.48,,,,,349.48
0.38,7/8/1981,1,90.89,236.57,181.78,363.56,,,,,363.56
0.35,7/9/1981,1,83.9,236.57,167.8,335.6,,,,,335.6
0.33,7/10/1981,1,77.39,236.57,154.78,309.56,,,,,309.56
0.33,7/13/1981,1,79.13,236.57,158.26,316.52,,,,,316.52
0.35,7/14/1981,1,82.61,236.57,165.22,330.44,,,,,330.44
0.36,7/15/1981,1,84.8,236.57,169.6,339.2,,,,,339.2
0.37,7/16/1981,1,86.96,236.57,173.92,347.84,,,,,347.84
0.38,7/17/1981,1,89.98,236.57,179.96,359.92,,,,,359.92
0.35,7/20/1981,1,83.9,236.57,167.8,335.6,,,,,335.6
0.35,7/21/1981,1,83.48,236.57,166.96,333.92,,,,,333.92
0.33,7/22/1981,1,78.71,236.57,157.42,314.84,,,,,314.84
0.34,7/23/1981,1,80.87,236.57,161.74,323.48,,,,,323.48
0.35,7/24/1981,1,83.48,236.57,166.96,333.92,,,,,333.92
0.37,7/27/1981,1,86.96,236.57,173.92,347.84,,,,,347.84
0.35,7/28/1981,1,83.9,236.57,167.8,335.6,,,,,335.6
0.35,7/29/1981,1,82.61,236.57,165.22,330.44,,,,,330.44
0.36,7/30/1981,1,85.63,236.57,171.26,342.52,,,,,342.52
0.37,7/31/1981,1,86.96,236.57,173.92,347.84,,,,,347.84
0.36,8/3/1981,1,86.09,236.57,172.18,344.36,,,,,344.36
0.37,8/4/1981,1,87.37,236.57,174.74,349.48,,,,,349.48
0.38,8/5/1981,1,89.98,236.57,179.96,359.92,,,,,359.92
0.37,8/6/1981,1,87.83,236.57,175.66,351.32,,,,,351.32
0.37,8/7/1981,1,87.83,236.57,175.66,351.32,,,,,351.32
0.36,8/11/1981,1,85.22,236.57,170.44,340.88,,,,,340.88
0.35,8/12/1981,1,83.48,236.57,166.96,333.92,,,,,333.92
0.34,8/13/1981,1,80.87,236.57,161.74,323.48,,,,,323.48
0.34,8/14/1981,1,79.55,236.57,159.1,318.2,,,,,318.2
0.33,8/17/1981,1,76.97,236.57,153.94,307.88,,,,,307.88
0.32,8/18/1981,1,75.2,236.57,150.4,300.8,,,,,300.8
0.31,8/19/1981,1,74.37,236.57,148.74,297.48,,,,,297.48
0.32,8/20/1981,1,75.2,236.57,150.4,300.8,,,,,300.8
0.3,8/21/1981,1,70.02,236.57,140.04,280.08,,,,,280.08
0.28,8/24/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.28,8/25/1981,1,67.37,236.57,134.74,269.48,,,,,269.48
0.28,8/26/1981,1,66.09,236.57,132.18,264.36,,,,,264.36
0.28,8/27/1981,1,66.54,236.57,133.08,266.16,,,,,266.16
0.3,8/28/1981,1,70.02,236.57,140.04,280.08,,,,,280.08
0.3,8/31/1981,1,70.02,236.57,140.04,280.08,,,,,280.08
0.31,9/1/1981,1,74.37,236.57,148.74,297.48,,,,,297.48
0.32,9/2/1981,1,75.65,236.57,151.3,302.6,,,,,302.6
0.3,9/3/1981,1,71.72,236.57,143.44,286.88,,,,,286.88
0.3,9/4/1981,1,70.89,236.57,141.78,283.56,,,,,283.56
0.29,9/8/1981,1,68.7,236.57,137.4,274.8,,,,,274.8
0.29,9/9/1981,1,68.7,236.57,137.4,274.8,,,,,274.8
0.29,9/10/1981,1,69.11,236.57,138.22,276.44,,,,,276.44
0.29,9/11/1981,1,68.28,236.57,136.56,273.12,,,,,273.12
0.28,9/14/1981,1,66.09,236.57,132.18,264.36,,,,,264.36
0.27,9/15/1981,1,64.35,236.57,128.7,257.4,,,,,257.4
0.27,9/16/1981,1,63.03,236.57,126.06,252.12,,,,,252.12
0.26,9/17/1981,1,61.29,236.57,122.58,245.16,,,,,245.16
0.26,9/18/1981,1,61.74,236.57,123.48,246.96,,,,,246.96
0.26,9/21/1981,1,62.19,236.57,124.38,248.76,,,,,248.76
0.25,9/22/1981,1,58.71,236.57,117.42,234.84,,,,,234.84
0.24,9/23/1981,1,57.39,236.57,114.78,229.56,,,,,229.56
0.24,9/24/1981,1,56.94,236.57,113.88,227.76,,,,,227.76
0.21,9/25/1981,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,9/28/1981,1,50.02,236.57,100.04,200.08,,,,,200.08
0.22,9/29/1981,1,52.63,236.57,105.26,210.52,,,,,210.52
0.22,9/30/1981,1,53.04,236.57,106.08,212.16,,,,,212.16
0.22,10/1/1981,1,53.04,236.57,106.08,212.16,,,,,212.16
0.24,10/2/1981,1,57.39,236.57,114.78,229.56,,,,,229.56
0.25,10/5/1981,1,59.13,236.57,118.26,236.52,,,,,236.52
0.25,10/6/1981,1,58.71,236.57,117.42,234.84,,,,,234.84
0.26,10/7/1981,1,62.19,236.57,124.38,248.76,,,,,248.76
0.27,10/8/1981,1,64.35,236.57,128.7,257.4,,,,,257.4
0.27,10/9/1981,1,64.8,236.57,129.6,259.2,,,,,259.2
0.28,10/12/1981,1,66.96,236.57,133.92,267.84,,,,,267.84
0.28,10/13/1981,1,66.96,236.57,133.92,267.84,,,,,267.84
0.27,10/14/1981,1,63.03,236.57,126.06,252.12,,,,,252.12
0.27,10/15/1981,1,64.35,236.57,128.7,257.4,,,,,257.4
0.27,10/16/1981,1,63.48,236.57,126.96,253.92,,,,,253.92
0.27,10/19/1981,1,64.8,236.57,129.6,259.2,,,,,259.2
0.29,10/20/1981,1,68.28,236.57,136.56,273.12,,,,,273.12
0.29,10/21/1981,1,68.28,236.57,136.56,273.12,,,,,273.12
0.29,10/22/1981,1,67.83,236.57,135.66,271.32,,,,,271.32
0.28,10/23/1981,1,66.09,236.57,132.18,264.36,,,,,264.36
0.28,10/26/1981,1,66.09,236.57,132.18,264.36,,,,,264.36
0.28,10/27/1981,1,67.37,236.57,134.74,269.48,,,,,269.48
0.29,10/28/1981,1,69.57,236.57,139.14,278.28,,,,,278.28
0.29,10/29/1981,1,68.7,236.57,137.4,274.8,,,,,274.8
0.29,10/30/1981,1,69.57,236.57,139.14,278.28,,,,,278.28
0.29,11/2/1981,1,69.57,236.57,139.14,278.28,,,,,278.28
0.29,11/3/1981,1,68.7,236.57,137.4,274.8,,,,,274.8
0.28,11/4/1981,1,66.96,236.57,133.92,267.84,,,,,267.84
0.26,11/5/1981,1,62.19,236.57,124.38,248.76,,,,,248.76
0.26,11/6/1981,1,62.61,236.57,125.22,250.44,,,,,250.44
0.27,11/9/1981,1,63.48,236.57,126.96,253.92,,,,,253.92
0.27,11/10/1981,1,63.9,236.57,127.8,255.6,,,,,255.6
0.28,11/11/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.29,11/12/1981,1,67.83,236.57,135.66,271.32,,,,,271.32
0.27,11/13/1981,1,63.03,236.57,126.06,252.12,,,,,252.12
0.26,11/16/1981,1,62.19,236.57,124.38,248.76,,,,,248.76
0.27,11/17/1981,1,63.48,236.57,126.96,253.92,,,,,253.92
0.28,11/18/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.28,11/19/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.28,11/20/1981,1,66.09,236.57,132.18,264.36,,,,,264.36
0.27,11/23/1981,1,63.03,236.57,126.06,252.12,,,,,252.12
0.26,11/24/1981,1,62.61,236.57,125.22,250.44,,,,,250.44
0.27,11/25/1981,1,63.9,236.57,127.8,255.6,,,,,255.6
0.28,11/27/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.27,11/30/1981,1,64.8,236.57,129.6,259.2,,,,,259.2
0.27,12/1/1981,1,64.8,236.57,129.6,259.2,,,,,259.2
0.28,12/2/1981,1,65.22,236.57,130.44,260.88,,,,,260.88
0.27,12/3/1981,1,64.35,236.57,128.7,257.4,,,,,257.4
0.28,12/4/1981,1,66.09,236.57,132.18,264.36,,,,,264.36
0.28,12/7/1981,1,66.54,236.57,133.08,266.16,,,,,266.16
0.28,12/8/1981,1,65.22,236.57,130.44,260.88,,,,,260.88
0.28,12/9/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.28,12/10/1981,1,65.63,236.57,131.26,262.52,,,,,262.52
0.28,12/11/1981,1,65.22,236.57,130.44,260.88,,,,,260.88
0.27,12/14/1981,1,63.03,236.57,126.06,252.12,,,,,252.12
0.27,12/15/1981,1,64.8,236.57,129.6,259.2,,,,,259.2
0.29,12/16/1981,1,67.83,236.57,135.66,271.32,,,,,271.32
0.31,12/17/1981,1,73.46,236.57,146.92,293.84,,,,,293.84
0.34,12/18/1981,1,79.55,236.57,159.1,318.2,,,,,318.2
0.32,12/21/1981,1,76.07,236.57,152.14,304.28,,,,,304.28
0.33,12/22/1981,1,77.39,236.57,154.78,309.56,,,,,309.56
0.32,12/23/1981,1,75.65,236.57,151.3,302.6,,,,,302.6
0.32,12/24/1981,1,76.07,236.57,152.14,304.28,,,,,304.28
0.31,12/28/1981,1,72.63,236.57,145.26,290.52,,,,,290.52
0.31,12/29/1981,1,73.91,236.57,147.82,295.64,,,,,295.64
0.33,12/30/1981,1,76.97,236.57,153.94,307.88,,,,,307.88
0.33,12/31/1981,1,76.97,236.57,153.94,307.88,,,,,307.88
0.32,1/4/1982,1,76.52,236.57,153.04,306.08,,,,,306.08
0.31,1/5/1982,1,72.63,236.57,145.26,290.52,,,,,290.52
0.3,1/6/1982,1,71.72,236.57,143.44,286.88,,,,,286.88
0.28,1/7/1982,1,66.09,236.57,132.18,264.36,,,,,264.36
0.29,1/8/1982,1,69.11,236.57,138.22,276.44,,,,,276.44
0.27,1/11/1982,1,64.8,236.57,129.6,259.2,,,,,259.2
0.26,1/12/1982,1,62.61,236.57,125.22,250.44,,,,,250.44
0.26,1/13/1982,1,62.19,236.57,124.38,248.76,,,,,248.76
0.28,1/14/1982,1,65.22,236.57,130.44,260.88,,,,,260.88
0.29,1/15/1982,1,69.57,236.57,139.14,278.28,,,,,278.28
0.3,1/18/1982,1,70.89,236.57,141.78,283.56,,,,,283.56
0.29,1/19/1982,1,69.11,236.57,138.22,276.44,,,,,276.44
0.3,1/20/1982,1,70.43,236.57,140.86,281.72,,,,,281.72
0.3,1/21/1982,1,71.72,236.57,143.44,286.88,,,,,286.88
0.31,1/22/1982,1,72.17,236.57,144.34,288.68,,,,,288.68
0.3,1/25/1982,1,70.02,236.57,140.04,280.08,,,,,280.08
0.28,1/26/1982,1,67.37,236.57,134.74,269.48,,,,,269.48
0.29,1/27/1982,1,67.83,236.57,135.66,271.32,,,,,271.32
0.3,1/28/1982,1,70.02,236.57,140.04,280.08,,,,,280.08
0.3,1/29/1982,1,70.89,236.57,141.78,283.56,,,,,283.56
0.3,2/1/1982,1,70.02,236.57,140.04,280.08,,,,,280.08
0.3,2/2/1982,1,70.43,236.57,140.86,281.72,,,,,281.72
0.3,2/3/1982,1,70.43,236.57,140.86,281.72,,,,,281.72
0.29,2/4/1982,1,68.7,236.57,137.4,274.8,,,,,274.8
0.29,2/5/1982,1,68.7,236.57,137.4,274.8,,,,,274.8
0.27,2/8/1982,1,64.35,236.57,128.7,257.4,,,,,257.4
0.27,2/9/1982,1,64.35,236.57,128.7,257.4,,,,,257.4
0.28,2/10/1982,1,65.22,236.57,130.44,260.88,,,,,260.88
0.27,2/11/1982,1,64.35,236.57,128.7,257.4,,,,,257.4
0.28,2/12/1982,1,65.22,236.57,130.44,260.88,,,,,260.88
0.27,2/16/1982,1,63.9,236.57,127.8,255.6,,,,,255.6
0.27,2/17/1982,1,64.8,236.57,129.6,259.2,,,,,259.2
0.28,2/18/1982,1,65.63,236.57,131.26,262.52,,,,,262.52
0.28,2/19/1982,1,65.22,236.57,130.44,260.88,,,,,260.88
0.27,2/22/1982,1,64.35,236.57,128.7,257.4,,,,,257.4
0.27,2/23/1982,1,63.48,236.57,126.96,253.92,,,,,253.92
0.27,2/24/1982,1,63.9,236.57,127.8,255.6,,,,,255.6
0.27,2/25/1982,1,63.48,236.57,126.96,253.92,,,,,253.92
0.27,2/26/1982,1,63.48,236.57,126.96,253.92,,,,,253.92
0.27,3/1/1982,1,63.9,236.57,127.8,255.6,,,,,255.6
0.27,3/2/1982,1,63.9,236.57,127.8,255.6,,,,,255.6
0.27,3/3/1982,1,63.9,236.57,127.8,255.6,,,,,255.6
0.26,3/4/1982,1,62.61,236.57,125.22,250.44,,,,,250.44
0.24,3/5/1982,1,57.84,236.57,115.68,231.36,,,,,231.36
0.24,3/8/1982,1,56.94,236.57,113.88,227.76,,,,,227.76
0.24,3/9/1982,1,57.39,236.57,114.78,229.56,,,,,229.56
0.24,3/10/1982,1,56.52,236.57,113.04,226.08,,,,,226.08
0.24,3/11/1982,1,56.52,236.57,113.04,226.08,,,,,226.08
0.22,3/12/1982,1,53.04,236.57,106.08,212.16,,,,,212.16
0.22,3/15/1982,1,52.63,236.57,105.26,210.52,,,,,210.52
0.22,3/16/1982,1,51.72,236.57,103.44,206.88,,,,,206.88
0.21,3/17/1982,1,49.11,236.57,98.22,196.44,,,,,196.44
0.22,3/18/1982,1,53.04,236.57,106.08,212.16,,,,,212.16
0.24,3/19/1982,1,57.84,236.57,115.68,231.36,,,,,231.36
0.26,3/22/1982,1,62.19,236.57,124.38,248.76,,,,,248.76
0.26,3/23/1982,1,61.29,236.57,122.58,245.16,,,,,245.16
0.24,3/24/1982,1,57.84,236.57,115.68,231.36,,,,,231.36
0.24,3/25/1982,1,57.39,236.57,114.78,229.56,,,,,229.56
0.24,3/26/1982,1,56.52,236.57,113.04,226.08,,,,,226.08
0.24,3/29/1982,1,57.84,236.57,115.68,231.36,,,,,231.36
0.25,3/30/1982,1,58.71,236.57,117.42,234.84,,,,,234.84
0.25,3/31/1982,1,58.71,236.57,117.42,234.84,,,,,234.84
0.26,4/1/1982,1,61.74,236.57,123.48,246.96,,,,,246.96
0.26,4/2/1982,1,61.74,236.57,123.48,246.96,,,,,246.96
0.26,4/5/1982,1,61.74,236.57,123.48,246.96,,,,,246.96
0.26,4/6/1982,1,61.29,236.57,122.58,245.16,,,,,245.16
0.26,4/7/1982,1,60.45,236.57,120.9,241.8,,,,,241.8
0.26,4/8/1982,1,60.87,236.57,121.74,243.48,,,,,243.48
0.26,4/12/1982,1,60.45,236.57,120.9,241.8,,,,,241.8
0.24,4/13/1982,1,55.65,236.57,111.3,222.6,,,,,222.6
0.24,4/14/1982,1,56.1,236.57,112.2,224.4,,,,,224.4
0.24,4/15/1982,1,56.94,236.57,113.88,227.76,,,,,227.76
0.25,4/16/1982,1,58.71,236.57,117.42,234.84,,,,,234.84
0.24,4/19/1982,1,57.39,236.57,114.78,229.56,,,,,229.56
0.23,4/20/1982,1,54.78,236.57,109.56,219.12,,,,,219.12
0.23,4/21/1982,1,54.37,236.57,108.74,217.48,,,,,217.48
0.23,4/22/1982,1,53.46,236.57,106.92,213.84,,,,,213.84
0.23,4/23/1982,1,53.46,236.57,106.92,213.84,,,,,213.84
0.23,4/26/1982,1,54.78,236.57,109.56,219.12,,,,,219.12
0.22,4/27/1982,1,53.04,236.57,106.08,212.16,,,,,212.16
0.21,4/28/1982,1,50.85,236.57,101.7,203.4,,,,,203.4
0.21,4/29/1982,1,50.85,236.57,101.7,203.4,,,,,203.4
0.22,4/30/1982,1,51.3,236.57,102.6,205.2,,,,,205.2
0.22,5/3/1982,1,53.04,236.57,106.08,212.16,,,,,212.16
0.23,5/4/1982,1,54.78,236.57,109.56,219.12,,,,,219.12
0.23,5/5/1982,1,53.91,236.57,107.82,215.64,,,,,215.64
0.24,5/6/1982,1,55.65,236.57,111.3,222.6,,,,,222.6
0.24,5/7/1982,1,56.52,236.57,113.04,226.08,,,,,226.08
0.24,5/10/1982,1,55.65,236.57,111.3,222.6,,,,,222.6
0.23,5/11/1982,1,53.91,236.57,107.82,215.64,,,,,215.64
0.22,5/12/1982,1,52.63,236.57,105.26,210.52,,,,,210.52
0.22,5/13/1982,1,53.04,236.57,106.08,212.16,,,,,212.16
0.21,5/14/1982,1,50.85,236.57,101.7,203.4,,,,,203.4
0.21,5/17/1982,1,50.02,236.57,100.04,200.08,,,,,200.08
0.21,5/18/1982,1,49.11,236.57,98.22,196.44,,,,,196.44
0.21,5/19/1982,1,48.7,236.57,97.4,194.8,,,,,194.8
0.21,5/20/1982,1,49.11,236.57,98.22,196.44,,,,,196.44
0.21,5/21/1982,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,5/24/1982,1,50.02,236.57,100.04,200.08,,,,,200.08
0.21,5/25/1982,1,50.02,236.57,100.04,200.08,,,,,200.08
0.21,5/26/1982,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,5/27/1982,1,48.7,236.57,97.4,194.8,,,,,194.8
0.21,5/28/1982,1,48.7,236.57,97.4,194.8,,,,,194.8
0.2,6/1/1982,1,47.83,236.57,95.66,191.32,,,,,191.32
0.21,6/2/1982,1,48.7,236.57,97.4,194.8,,,,,194.8
0.2,6/3/1982,1,46.96,236.57,93.92,187.84,,,,,187.84
0.19,6/4/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.19,6/7/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.19,6/8/1982,1,45.22,236.57,90.44,180.88,,,,,180.88
0.19,6/9/1982,1,44.35,236.57,88.7,177.4,,,,,177.4
0.19,6/10/1982,1,44.77,236.57,89.54,179.08,,,,,179.08
0.2,6/11/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.2,6/14/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
