price,date,split_ratio,tri,shares_owned,tri_2,tri_2,dividend_value,,,,
4.37,3/29/2000,1,1145.48,262.27,2290.96,4581.92,,,,,
4.04,3/30/2000,1,1059.62,262.27,2119.24,4238.48,,,,,
4.36,3/31/2000,1,1144.39,262.27,2288.78,4577.56,,,,,
4.28,4/3/2000,1,1123.32,262.27,2246.64,4493.28,,,,,
4.09,4/4/2000,1,1072.76,262.27,2145.52,4291.04,,,,,
4.19,4/5/2000,1,1098.63,262.27,2197.26,4394.52,,,,,
4.02,4/6/2000,1,1054.9,262.27,2109.8,4219.6,,,,,
4.23,4/7/2000,1,1110.18,262.27,2220.36,4440.72,,,,,
4.02,4/10/2000,1,1053.3,262.27,2106.6,4213.2,,,,,
3.84,4/11/2000,1,1006.45,262.27,2012.9,4025.8,,,,,
3.51,4/12/2000,1,920.58,262.27,1841.16,3682.32,,,,,
3.66,4/13/2000,1,959.01,262.27,1918.02,3836.04,,,,,
3.59,4/14/2000,1,942.66,262.27,1885.32,3770.64,,,,,
3.98,4/17/2000,1,1043.78,262.27,2087.56,4175.12,,,,,
4.08,4/18/2000,1,1069.06,262.27,2138.12,4276.24,,,,,
3.89,4/19/2000,1,1020.6,262.27,2041.2,4082.4,,,,,
3.82,4/20/2000,1,1001.64,262.27,2003.28,4006.56,,,,,
3.87,4/24/2000,1,1015.38,262.27,2030.76,4061.52,,,,,
4.12,4/25/2000,1,1081.19,262.27,2162.38,4324.76,,,,,
3.9,4/26/2000,1,1022.2,262.27,2044.4,4088.8,,,,,
4.07,4/27/2000,1,1068.04,262.27,2136.08,4272.16,,,,,
3.99,4/28/2000,1,1045.38,262.27,2090.76,4181.52,,,,,
3.99,5/1/2000,1,1047.48,262.27,2094.96,4189.92,,,,,
3.79,5/2/2000,1,993.22,262.27,1986.44,3972.88,,,,,
3.7,5/3/2000,1,969.54,262.27,1939.08,3878.16,,,,,
3.56,5/4/2000,1,932.72,262.27,1865.44,3730.88,,,,,
3.63,5/5/2000,1,953.19,262.27,1906.38,3812.76,,,,,
3.54,5/8/2000,1,927.91,262.27,1855.82,3711.64,,,,,
3.39,5/9/2000,1,888.48,262.27,1776.96,3553.92,,,,,
3.19,5/10/2000,1,836.82,262.27,1673.64,3347.28,,,,,
3.3,5/11/2000,1,866.32,262.27,1732.64,3465.28,,,,,
3.46,5/12/2000,1,906.85,262.27,1813.7,3627.4,,,,,
3.24,5/15/2000,1,851.06,262.27,1702.12,3404.24,,,,,
3.4,5/16/2000,1,890.58,262.27,1781.16,3562.32,,,,,
3.26,5/17/2000,1,854.18,262.27,1708.36,3416.72,,,,,
3.24,5/18/2000,1,848.96,262.27,1697.92,3395.84,,,,,
3.02,5/19/2000,1,792.08,262.27,1584.16,3168.32,,,,,
2.89,5/22/2000,1,757.87,262.27,1515.74,3031.48,,,,,
2.76,5/23/2000,1,723.07,262.27,1446.14,2892.28,,,,,
2.82,5/24/2000,1,738.91,262.27,1477.82,2955.64,,,,,
2.8,5/25/2000,1,735.37,262.27,1470.74,2941.48,,,,,
2.77,5/26/2000,1,727.79,262.27,1455.58,2911.16,,,,,
2.81,5/30/2000,1,737.81,262.27,1475.62,2951.24,,,,,
2.7,5/31/2000,1,707.82,262.27,1415.64,2831.28,,,,,
2.86,6/1/2000,1,750.96,262.27,1501.92,3003.84,,,,,
2.97,6/2/2000,1,779.95,262.27,1559.9,3119.8,,,,,
2.93,6/5/2000,1,769.41,262.27,1538.82,3077.64,,,,,
2.98,6/6/2000,1,782.56,262.27,1565.12,3130.24,,,,,
3.1,6/7/2000,1,813.65,262.27,1627.3,3254.6,,,,,
3.05,6/8/2000,1,798.91,262.27,1597.82,3195.64,,,,,
3.08,6/9/2000,1,806.83,262.27,1613.66,3227.32,,,,,
2.93,6/12/2000,1,768.4,262.27,1536.8,3073.6,,,,,
3.04,6/13/2000,1,796.29,262.27,1592.58,3185.16,,,,,
2.91,6/14/2000,1,762.08,262.27,1524.16,3048.32,,,,,
2.97,6/15/2000,1,778.34,262.27,1556.68,3113.36,,,,,
2.93,6/16/2000,1,768.4,262.27,1536.8,3073.6,,,,,
3.1,6/19/2000,1,814.16,262.27,1628.32,3256.64,,,,,
3.25,6/20/2000,1,853.17,262.27,1706.34,3412.68,,,,,
3.57,6/21/2000,2,937.52,262.27,1875.04,3750.08,,,,,
3.45,6/22/2000,1,905.84,262.27,1811.68,3623.36,,,,,
3.32,6/23/2000,1,871.12,262.27,1742.24,3484.48,,,,,
3.48,6/26/2000,1,912.24,262.27,1824.48,3648.96,,,,,
3.33,6/27/2000,1,872.13,262.27,1744.26,3488.52,,,,,
3.5,6/28/2000,1,917.46,262.27,1834.92,3669.84,,,,,
3.29,6/29/2000,1,863.7,262.27,1727.4,3454.8,,,,,
3.37,6/30/2000,1,882.75,262.27,1765.5,3531,,,,,
3.43,7/3/2000,1,898.42,262.27,1796.84,3593.68,,,,,
3.32,7/5/2000,1,870.11,262.27,1740.22,3480.44,,,,,
3.33,7/6/2000,1,873.14,262.27,1746.28,3492.56,,,,,
3.5,7/7/2000,1,917.46,262.27,1834.92,3669.84,,,,,
3.67,7/10/2000,1,962.8,262.27,1925.6,3851.2,,,,,
3.66,7/11/2000,1,959.6,262.27,1919.2,3838.4,,,,,
3.78,7/12/2000,1,992.29,262.27,1984.58,3969.16,,,,,
3.63,7/13/2000,1,952.18,262.27,1904.36,3808.72,,,,,
3.71,7/14/2000,1,972.24,262.27,1944.48,3888.96,,,,,
3.75,7/17/2000,1,982.68,262.27,1965.36,3930.72,,,,,
3.68,7/18/2000,1,964.82,262.27,1929.64,3859.28,,,,,
3.39,7/19/2000,1,887.97,262.27,1775.94,3551.88,,,,,
3.54,7/20/2000,1,929.09,262.27,1858.18,3716.36,,,,,
3.44,7/21/2000,1,902.63,262.27,1805.26,3610.52,,,,,
3.13,7/24/2000,1,820.56,262.27,1641.12,3282.24,,,,,
3.22,7/25/2000,1,843.65,262.27,1687.3,3374.6,,,,,
3.22,7/26/2000,1,843.65,262.27,1687.3,3374.6,,,,,
3.34,7/27/2000,1,876.34,262.27,1752.68,3505.36,,,,,
3.1,7/28/2000,1,814.16,262.27,1628.32,3256.64,,,,,
3.26,7/31/2000,1,856.29,262.27,1712.58,3425.16,,,,,
3.17,8/1/2000,1,831.01,262.27,1662.02,3324.04,,,,,
3.04,8/2/2000,1,796.29,262.27,1592.58,3185.16,,,,,
3.08,8/3/2000,1,808.93,262.27,1617.86,3235.72,,,,,
3.04,8/4/2000,1,798.48,262.27,1596.96,3193.92,,,,,
3.08,8/7/2000,1,807.92,262.27,1615.84,3231.68,,,,,
3,8/8/2000,1,787.87,262.27,1575.74,3151.48,,,,,
3.05,8/9/2000,1,800.51,262.27,1601.02,3202.04,,,,,
3.06,8/10/2000,1,801.52,262.27,1603.04,3206.08,,,,,
3.06,8/11/2000,1,803.71,262.27,1607.42,3214.84,,,,,
3.02,8/14/2000,1,793.09,262.27,1586.18,3172.36,,,,,
3,8/15/2000,1,786.86,262.27,1573.72,3147.44,,,,,
3.12,8/16/2000,1,817.36,262.27,1634.72,3269.44,,,,,
3.31,8/17/2000,1,866.91,262.27,1733.82,3467.64,,,,,
3.21,8/18/2000,1,842.64,262.27,1685.28,3370.56,,,,,
3.24,8/21/2000,1,851.06,262.27,1702.12,3404.24,,,,,
3.32,8/22/2000,1,871.12,262.27,1742.24,3484.48,,,,,
3.49,8/23/2000,1,915.27,262.27,1830.54,3661.08,,,,,
3.61,8/24/2000,1,945.61,262.27,1891.22,3782.44,,,,,
3.65,8/25/2000,1,957.41,262.27,1914.82,3829.64,,,,,
3.73,8/28/2000,1,978.47,262.27,1956.94,3913.88,,,,,
3.8,8/29/2000,1,997.52,262.27,1995.04,3990.08,,,,,
3.82,8/30/2000,1,1002.74,262.27,2005.48,4010.96,,,,,
3.92,8/31/2000,1,1027.01,262.27,2054.02,4108.04,,,,,
4.08,9/1/2000,1,1069.14,262.27,2138.28,4276.56,,,,,
4.01,9/5/2000,1,1052.29,262.27,2104.58,4209.16,,,,,
3.76,9/6/2000,1,984.88,262.27,1969.76,3939.52,,,,,
3.98,9/7/2000,1,1044.87,262.27,2089.74,4179.48,,,,,
3.78,9/8/2000,1,992.29,262.27,1984.58,3969.16,,,,,
3.76,9/11/2000,1,984.88,262.27,1969.76,3939.52,,,,,
3.71,9/12/2000,1,973.25,262.27,1946.5,3893,,,,,
3.73,9/13/2000,1,977.46,262.27,1954.92,3909.84,,,,,
3.65,9/14/2000,1,958.25,262.27,1916.5,3833,,,,,
3.55,9/15/2000,1,930.78,262.27,1861.56,3723.12,,,,,
3.9,9/18/2000,1,1022.29,262.27,2044.58,4089.16,,,,,
3.85,9/19/2000,1,1010.15,262.27,2020.3,4040.6,,,,,
3.92,9/20/2000,1,1028.86,262.27,2057.72,4115.44,,,,,
3.64,9/21/2000,1,955.38,262.27,1910.76,3821.52,,,,,
3.35,9/22/2000,1,879.55,262.27,1759.1,3518.2,,,,,
3.44,9/25/2000,1,901.62,262.27,1803.24,3606.48,,,,,
3.31,9/26/2000,1,866.91,262.27,1733.82,3467.64,,,,,
3.14,9/27/2000,1,824.77,262.27,1649.54,3299.08,,,,,
3.44,9/28/2000,1,901.62,262.27,1803.24,3606.48,,,,,
1.65,9/29/2000,1,433.96,262.27,867.92,1735.84,,,,,
1.56,10/2/2000,1,408.68,262.27,817.36,1634.72,,,,,
1.43,10/3/2000,1,375.99,262.27,751.98,1503.96,,,,,
1.52,10/4/2000,1,398.06,262.27,796.12,1592.24,,,,,
1.42,10/5/2000,1,371.77,262.27,743.54,1487.08,,,,,
1.43,10/6/2000,1,373.96,262.27,747.92,1495.84,,,,,
1.4,10/9/2000,1,366.55,262.27,733.1,1466.2,,,,,
1.34,10/10/2000,1,351.72,262.27,703.44,1406.88,,,,,
1.26,10/11/2000,1,330.65,262.27,661.3,1322.6,,,,,
1.29,10/12/2000,1,337.06,262.27,674.12,1348.24,,,,,
1.42,10/13/2000,1,371.77,262.27,743.54,1487.08,,,,,
1.38,10/16/2000,1,362.33,262.27,724.66,1449.32,,,,,
1.29,10/17/2000,1,339.08,262.27,678.16,1356.32,,,,,
1.29,10/18/2000,1,339.08,262.27,678.16,1356.32,,,,,
1.22,10/19/2000,1,319.19,262.27,638.38,1276.76,,,,,
1.25,10/20/2000,1,328.63,262.27,657.26,1314.52,,,,,
1.31,10/23/2000,1,343.29,262.27,686.58,1373.16,,,,,
1.21,10/24/2000,1,318.01,262.27,636.02,1272.04,,,,,
1.19,10/25/2000,1,311.78,262.27,623.56,1247.12,,,,,
1.19,10/26/2000,1,311.78,262.27,623.56,1247.12,,,,,
1.19,10/27/2000,1,312.79,262.27,625.58,1251.16,,,,,
1.24,10/30/2000,1,325.43,262.27,650.86,1301.72,,,,,
1.26,10/31/2000,1,329.64,262.27,659.28,1318.56,,,,,
1.32,11/1/2000,1,345.48,262.27,690.96,1381.92,,,,,
1.43,11/2/2000,1,375.99,262.27,751.98,1503.96,,,,,
1.43,11/3/2000,1,374.97,262.27,749.94,1499.88,,,,,
1.38,11/6/2000,1,361.32,262.27,722.64,1445.28,,,,,
1.37,11/7/2000,1,359.13,262.27,718.26,1436.52,,,,,
1.29,11/8/2000,1,338.07,262.27,676.14,1352.28,,,,,
1.3,11/9/2000,1,340.26,262.27,680.52,1361.04,,,,,
1.22,11/10/2000,1,321.21,262.27,642.42,1284.84,,,,,
1.24,11/13/2000,1,326.44,262.27,652.88,1305.76,,,,,
1.3,11/14/2000,1,341.27,262.27,682.54,1365.08,,,,,
1.28,11/15/2000,1,334.86,262.27,669.72,1339.44,,,,,
1.22,11/16/2000,1,320.2,262.27,640.4,1280.8,,,,,
1.19,11/17/2000,1,311.78,262.27,623.56,1247.12,,,,,
1.22,11/20/2000,1,319.19,262.27,638.38,1276.76,,,,,
1.21,11/21/2000,1,317,262.27,634,1268,,,,,
1.19,11/22/2000,1,311.78,262.27,623.56,1247.12,,,,,
1.24,11/24/2000,1,325.43,262.27,650.86,1301.72,,,,,
1.2,11/27/2000,1,314.98,262.27,629.96,1259.92,,,,,
1.16,11/28/2000,1,303.86,262.27,607.72,1215.44,,,,,
1.13,11/29/2000,1,295.93,262.27,591.86,1183.72,,,,,
1.06,11/30/2000,1,278.07,262.27,556.14,1112.28,,,,,
1.1,12/1/2000,1,287.51,262.27,575.02,1150.04,,,,,
1.07,12/4/2000,1,281.27,262.27,562.54,1125.08,,,,,
1.09,12/5/2000,1,286.5,262.27,573,1146,,,,,
0.92,12/6/2000,1,241.16,262.27,482.32,964.64,,,,,
0.92,12/7/2000,1,241.16,262.27,482.32,964.64,,,,,
0.97,12/8/2000,1,253.8,262.27,507.6,1015.2,,,,,
0.98,12/11/2000,1,255.99,262.27,511.98,1023.96,,,,,
0.99,12/12/2000,1,259.2,262.27,518.4,1036.8,,,,,
0.96,12/13/2000,1,252.79,262.27,505.58,1011.16,,,,,
0.93,12/14/2000,1,243.35,262.27,486.7,973.4,,,,,
0.9,12/15/2000,1,236.95,262.27,473.9,947.8,,,,,
0.92,12/18/2000,1,240.15,262.27,480.3,960.6,,,,,
0.9,12/19/2000,1,235.94,262.27,471.88,943.76,,,,,
0.92,12/20/2000,1,242.34,262.27,484.68,969.36,,,,,
0.9,12/21/2000,1,236.95,262.27,473.9,947.8,,,,,
0.96,12/22/2000,1,252.79,262.27,505.58,1011.16,,,,,
0.94,12/26/2000,1,247.57,262.27,495.14,990.28,,,,,
0.95,12/27/2000,1,249.59,262.27,499.18,998.36,,,,,
0.95,12/28/2000,1,249.59,262.27,499.18,998.36,,,,,
0.96,12/29/2000,1,250.77,262.27,501.54,1003.08,,,,,
0.96,1/2/2001,1,250.77,262.27,501.54,1003.08,,,,,
1.05,1/3/2001,1,275.88,262.27,551.76,1103.52,,,,,
1.1,1/4/2001,1,287.51,262.27,575.02,1150.04,,,,,
1.05,1/5/2001,1,275.88,262.27,551.76,1103.52,,,,,
1.06,1/8/2001,1,279.08,262.27,558.16,1116.32,,,,,
1.1,1/9/2001,1,289.7,262.27,579.4,1158.8,,,,,
1.06,1/10/2001,1,279.08,262.27,558.16,1116.32,,,,,
1.16,1/11/2001,1,303.35,262.27,606.7,1213.4,,,,,
1.1,1/12/2001,1,289.7,262.27,579.4,1158.8,,,,,
1.1,1/16/2001,1,288.52,262.27,577.04,1154.08,,,,,
1.08,1/17/2001,1,283.29,262.27,566.58,1133.16,,,,,
1.2,1/18/2001,1,314.98,262.27,629.96,1259.92,,,,,
1.25,1/19/2001,1,328.63,262.27,657.26,1314.52,,,,,
1.24,1/22/2001,1,324.42,262.27,648.84,1297.68,,,,,
1.32,1/23/2001,1,345.48,262.27,690.96,1381.92,,,,,
1.32,1/24/2001,1,345.48,262.27,690.96,1381.92,,,,,
1.28,1/25/2001,1,336.04,262.27,672.08,1344.16,,,,,
1.26,1/26/2001,1,329.64,262.27,659.28,1318.56,,,,,
1.39,1/29/2001,1,365.54,262.27,731.08,1462.16,,,,,
1.4,1/30/2001,1,366.55,262.27,733.1,1466.2,,,,,
1.39,1/31/2001,1,364.36,262.27,728.72,1457.44,,,,,
1.36,2/1/2001,1,355.93,262.27,711.86,1423.72,,,,,
1.32,2/2/2001,1,347.5,262.27,695,1390,,,,,
1.3,2/5/2001,1,340.26,262.27,680.52,1361.04,,,,,
1.36,2/6/2001,1,355.93,262.27,711.86,1423.72,,,,,
1.33,2/7/2001,1,349.69,262.27,699.38,1398.76,,,,,
1.33,2/8/2001,1,349.69,262.27,699.38,1398.76,,,,,
1.23,2/9/2001,1,322.22,262.27,644.44,1288.88,,,,,
1.27,2/12/2001,1,331.83,262.27,663.66,1327.32,,,,,
1.23,2/13/2001,1,322.22,262.27,644.44,1288.88,,,,,
1.25,2/14/2001,1,328.63,262.27,657.26,1314.52,,,,,
1.29,2/15/2001,1,338.07,262.27,676.14,1352.28,,,,,
1.22,2/16/2001,1,320.2,262.27,640.4,1280.8,,,,,
1.18,2/20/2001,1,308.57,262.27,617.14,1234.28,,,,,
1.21,2/21/2001,1,318.01,262.27,636.02,1272.04,,,,,
1.21,2/22/2001,1,317,262.27,634,1268,,,,,
1.21,2/23/2001,1,317,262.27,634,1268,,,,,
1.25,2/26/2001,1,328.63,262.27,657.26,1314.52,,,,,
1.24,2/27/2001,1,326.44,262.27,652.88,1305.76,,,,,
1.17,2/28/2001,1,307.56,262.27,615.12,1230.24,,,,,
1.2,3/1/2001,1,315.99,262.27,631.98,1263.96,,,,,
1.24,3/2/2001,1,324.42,262.27,648.84,1297.68,,,,,
1.31,3/5/2001,1,343.29,262.27,686.58,1373.16,,,,,
1.38,3/6/2001,1,362.33,262.27,724.66,1449.32,,,,,
1.37,3/7/2001,1,358.12,262.27,716.24,1432.48,,,,,
1.34,3/8/2001,1,350.71,262.27,701.42,1402.84,,,,,
1.3,3/9/2001,1,341.27,262.27,682.54,1365.08,,,,,
1.2,3/12/2001,1,313.8,262.27,627.6,1255.2,,,,,
1.26,3/13/2001,1,329.64,262.27,659.28,1318.56,,,,,
1.31,3/14/2001,1,344.47,262.27,688.94,1377.88,,,,,
1.27,3/15/2001,1,331.83,262.27,663.66,1327.32,,,,,
1.26,3/16/2001,1,330.65,262.27,661.3,1322.6,,,,,
1.32,3/19/2001,1,346.49,262.27,692.98,1385.96,,,,,
1.27,3/20/2001,1,331.83,262.27,663.66,1327.32,,,,,
1.29,3/21/2001,1,339.08,262.27,678.16,1356.32,,,,,
1.39,3/22/2001,1,364.36,262.27,728.72,1457.44,,,,,
1.48,3/23/2001,1,387.61,262.27,775.22,1550.44,,,,,
1.4,3/26/2001,1,367.05,262.27,734.1,1468.2,,,,,
1.47,3/27/2001,1,385.42,262.27,770.84,1541.68,,,,,
1.42,3/28/2001,1,373.63,262.27,747.26,1494.52,,,,,
1.45,3/29/2001,1,379.69,262.27,759.38,1518.76,,,,,
1.42,3/30/2001,1,371.94,262.27,743.88,1487.76,,,,,
1.39,4/2/2001,1,363.85,262.27,727.7,1455.4,,,,,
1.3,4/3/2001,1,341.1,262.27,682.2,1364.4,,,,,
1.25,4/4/2001,1,328.63,262.27,657.26,1314.52,,,,,
1.34,4/5/2001,1,351.72,262.27,703.44,1406.88,,,,,
1.32,4/6/2001,1,347,262.27,694,1388,,,,,
1.32,4/9/2001,1,346.16,262.27,692.32,1384.64,,,,,
1.42,4/10/2001,1,371.43,262.27,742.86,1485.72,,,,,
1.4,4/11/2001,1,367.39,262.27,734.78,1469.56,,,,,
1.44,4/12/2001,1,377.84,262.27,755.68,1511.36,,,,,
1.38,4/16/2001,1,361.32,262.27,722.64,1445.28,,,,,
1.31,4/17/2001,1,343.8,262.27,687.6,1375.2,,,,,
1.46,4/18/2001,1,384.07,262.27,768.14,1536.28,,,,,
1.65,4/19/2001,1,433.45,262.27,866.9,1733.8,,,,,
1.61,4/20/2001,1,421.99,262.27,843.98,1687.96,,,,,
1.56,4/23/2001,1,408.68,262.27,817.36,1634.72,,,,,
1.54,4/24/2001,1,404.97,262.27,809.94,1619.88,,,,,
1.59,4/25/2001,1,416.6,262.27,833.2,1666.4,,,,,
1.59,4/26/2001,1,416.09,262.27,832.18,1664.36,,,,,
1.68,4/27/2001,1,441.54,262.27,883.08,1766.16,,,,,
1.64,4/30/2001,1,429.58,262.27,859.16,1718.32,,,,,
1.67,5/1/2001,1,436.99,262.27,873.98,1747.96,,,,,
1.71,5/2/2001,1,448.11,262.27,896.22,1792.44,,,,,
1.6,5/3/2001,1,420.64,262.27,841.28,1682.56,,,,,
1.65,5/4/2001,1,433.96,262.27,867.92,1735.84,,,,,
1.6,5/7/2001,1,420.64,262.27,841.28,1682.56,,,,,
1.58,5/8/2001,1,414.07,262.27,828.14,1656.28,,,,,
1.54,5/9/2001,1,404.13,262.27,808.26,1616.52,,,,,
1.48,5/10/2001,1,387.61,262.27,775.22,1550.44,,,,,
1.47,5/11/2001,1,385.09,262.27,770.18,1540.36,,,,,
1.5,5/14/2001,1,392.5,262.27,785,1570,,,,,
1.49,5/15/2001,1,390.65,262.27,781.3,1562.6,,,,,
1.55,5/16/2001,1,406.15,262.27,812.3,1624.6,,,,,
1.51,5/17/2001,1,396.88,262.27,793.76,1587.52,,,,,
1.51,5/18/2001,1,396.55,262.27,793.1,1586.2,,,,,
1.51,5/21/2001,1,397.05,262.27,794.1,1588.2,,,,,
1.51,5/22/2001,1,396.04,262.27,792.08,1584.16,,,,,
1.49,5/23/2001,1,391.49,262.27,782.98,1565.96,,,,,
1.49,5/24/2001,1,390.98,262.27,781.96,1563.92,,,,,
1.46,5/25/2001,1,383.57,262.27,767.14,1534.28,,,,,
1.38,5/29/2001,1,361.83,262.27,723.66,1447.32,,,,,
1.27,5/30/2001,1,333.35,262.27,666.7,1333.4,,,,,
1.28,5/31/2001,1,336.21,262.27,672.42,1344.84,,,,,
1.34,6/1/2001,1,352.05,262.27,704.1,1408.2,,,,,
1.33,6/4/2001,1,348.18,262.27,696.36,1392.72,,,,,
1.35,6/5/2001,1,352.9,262.27,705.8,1411.6,,,,,
1.33,6/6/2001,1,349.36,262.27,698.72,1397.44,,,,,
1.39,6/7/2001,1,365.03,262.27,730.06,1460.12,,,,,
1.37,6/8/2001,1,359.3,262.27,718.6,1437.2,,,,,
1.29,6/11/2001,1,337.73,262.27,675.46,1350.92,,,,,
1.31,6/12/2001,1,342.28,262.27,684.56,1369.12,,,,,
1.32,6/13/2001,1,344.98,262.27,689.96,1379.92,,,,,
1.28,6/14/2001,1,335.03,262.27,670.06,1340.12,,,,,
1.31,6/15/2001,1,344.47,262.27,688.94,1377.88,,,,,
1.31,6/18/2001,1,342.62,262.27,685.24,1370.48,,,,,
1.3,6/19/2001,1,340.26,262.27,680.52,1361.04,,,,,
1.39,6/20/2001,1,365.2,262.27,730.4,1460.8,,,,,
1.45,6/21/2001,1,379.02,262.27,758.04,1516.08,,,,,
1.43,6/22/2001,1,375.14,262.27,750.28,1500.56,,,,,
1.54,6/25/2001,1,404.3,262.27,808.6,1617.2,,,,,
1.53,6/26/2001,1,400.25,262.27,800.5,1601,,,,,
1.5,6/27/2001,1,393.34,262.27,786.68,1573.36,,,,,
1.51,6/28/2001,1,396.71,262.27,793.42,1586.84,,,,,
1.49,6/29/2001,1,391.83,262.27,783.66,1567.32,,,,,
1.54,7/2/2001,1,402.78,262.27,805.56,1611.12,,,,,
1.53,7/3/2001,1,401.77,262.27,803.54,1607.08,,,,,
1.49,7/5/2001,1,390.82,262.27,781.64,1563.28,,,,,
1.42,7/6/2001,1,371.27,262.27,742.54,1485.08,,,,,
1.46,7/9/2001,1,382.56,262.27,765.12,1530.24,,,,,
1.36,7/10/2001,1,356.27,262.27,712.54,1425.08,,,,,
1.45,7/11/2001,1,379.86,262.27,759.72,1519.44,,,,,
1.57,7/12/2001,1,410.53,262.27,821.06,1642.12,,,,,
1.6,7/13/2001,1,418.79,262.27,837.58,1675.16,,,,,
1.54,7/16/2001,1,403.79,262.27,807.58,1615.16,,,,,
1.61,7/17/2001,1,423,262.27,846,1692,,,,,
1.34,7/18/2001,1,350.37,262.27,700.74,1401.48,,,,,
1.28,7/19/2001,1,336.38,262.27,672.76,1345.52,,,,,
1.28,7/20/2001,1,336.72,262.27,673.44,1346.88,,,,,
1.26,7/23/2001,1,329.3,262.27,658.6,1317.2,,,,,
1.23,7/24/2001,1,321.72,262.27,643.44,1286.88,,,,,
1.19,7/25/2001,1,311.27,262.27,622.54,1245.08,,,,,
1.19,7/26/2001,1,313.29,262.27,626.58,1253.16,,,,,
1.22,7/27/2001,1,319.53,262.27,639.06,1278.12,,,,,
1.22,7/30/2001,1,319.02,262.27,638.04,1276.08,,,,,
1.21,7/31/2001,1,316.66,262.27,633.32,1266.64,,,,,
1.22,8/1/2001,1,321.21,262.27,642.42,1284.84,,,,,
1.27,8/2/2001,1,334.02,262.27,668.04,1336.08,,,,,
1.25,8/3/2001,1,328.63,262.27,657.26,1314.52,,,,,
1.23,8/6/2001,1,322.39,262.27,644.78,1289.56,,,,,
1.24,8/7/2001,1,324.42,262.27,648.84,1297.68,,,,,
1.21,8/8/2001,1,318.52,262.27,637.04,1274.08,,,,,
1.22,8/9/2001,1,321.05,262.27,642.1,1284.2,,,,,
1.22,8/10/2001,1,320.54,262.27,641.08,1282.16,,,,,
1.23,8/13/2001,1,321.72,262.27,643.44,1286.88,,,,,
1.2,8/14/2001,1,315.65,262.27,631.3,1262.6,,,,,
1.18,8/15/2001,1,310.76,262.27,621.52,1243.04,,,,,
1.2,8/16/2001,1,314.3,262.27,628.6,1257.2,,,,,
1.16,8/17/2001,1,304.53,262.27,609.06,1218.12,,,,,
1.16,8/20/2001,1,305.37,262.27,610.74,1221.48,,,,,
1.15,8/21/2001,1,302,262.27,604,1208,,,,,
1.17,8/22/2001,1,306.89,262.27,613.78,1227.56,,,,,
1.14,8/23/2001,1,300.15,262.27,600.3,1200.6,,,,,
1.19,8/24/2001,1,312.96,262.27,625.92,1251.84,,,,,
1.22,8/27/2001,1,318.85,262.27,637.7,1275.4,,,,,
1.18,8/28/2001,1,310.09,262.27,620.18,1240.36,,,,,
1.15,8/29/2001,1,300.48,262.27,600.96,1201.92,,,,,
1.15,8/30/2001,1,300.48,262.27,600.96,1201.92,,,,,
1.19,8/31/2001,1,312.62,262.27,625.24,1250.48,,,,,
1.17,9/4/2001,1,307.56,262.27,615.12,1230.24,,,,,
1.19,9/5/2001,1,312.62,262.27,625.24,1250.48,,,,,
1.14,9/6/2001,1,298.63,262.27,597.26,1194.52,,,,,
1.11,9/7/2001,1,291.22,262.27,582.44,1164.88,,,,,
1.12,9/10/2001,1,292.73,262.27,585.46,1170.92,,,,,
1.09,9/17/2001,1,286.33,262.27,572.66,1145.32,,,,,
1.05,9/18/2001,1,274.36,262.27,548.72,1097.44,,,,,
1.09,9/19/2001,1,286.83,262.27,573.66,1147.32,,,,,
1.01,9/20/2001,1,264.25,262.27,528.5,1057,,,,,
1.01,9/21/2001,1,265.09,262.27,530.18,1060.36,,,,,
1.06,9/24/2001,1,277.23,262.27,554.46,1108.92,,,,,
1,9/25/2001,1,261.89,262.27,523.78,1047.56,,,,,
0.97,9/26/2001,1,255.32,262.27,510.64,1021.28,,,,,
1,9/27/2001,1,261.39,262.27,522.78,1045.56,,,,,
1,9/28/2001,1,261.39,262.27,522.78,1045.56,,,,,
1,10/1/2001,1,261.89,262.27,523.78,1047.56,,,,,
0.97,10/2/2001,1,253.63,262.27,507.26,1014.52,,,,,
0.96,10/3/2001,1,252.45,262.27,504.9,1009.8,,,,,
1.02,10/4/2001,1,267.62,262.27,535.24,1070.48,,,,,
1.04,10/5/2001,1,272,262.27,544,1088,,,,,
1.04,10/8/2001,1,273.01,262.27,546.02,1092.04,,,,,
1.03,10/9/2001,1,269.64,262.27,539.28,1078.56,,,,,
1.08,10/10/2001,1,283.46,262.27,566.92,1133.84,,,,,
1.14,10/11/2001,1,298.97,262.27,597.94,1195.88,,,,,
1.16,10/12/2001,1,303.52,262.27,607.04,1214.08,,,,,
1.16,10/15/2001,1,303.18,262.27,606.36,1212.72,,,,,
1.16,10/16/2001,1,303.52,262.27,607.04,1214.08,,,,,
1.09,10/17/2001,1,286.33,262.27,572.66,1145.32,,,,,
1.16,10/18/2001,1,303.35,262.27,606.7,1213.4,,,,,
1.18,10/19/2001,1,308.41,262.27,616.82,1233.64,,,,,
1.22,10/22/2001,1,320.54,262.27,641.08,1282.16,,,,,
1.17,10/23/2001,1,305.71,262.27,611.42,1222.84,,,,,
1.22,10/24/2001,1,319.36,262.27,638.72,1277.44,,,,,
1.23,10/25/2001,1,323.4,262.27,646.8,1293.6,,,,,
1.2,10/26/2001,1,314.64,262.27,629.28,1258.56,,,,,
